COD Municipio;Cidade;COD UF;UF;Total de escolas federais;Total de escolas estaduais;Total de escolas municipais;Total de escolas privadas;Total de escolas sem creche;Total de escolas com creche;Escolas que não funcionam em prédio escolar;Escolas que funcionam em prédio escolar;Total de escolas que não funcionam em unidade de atendimento socio educativo;Total de escolas que funcionam em unidade de atendimento socio educativo;Total de escolas que não funcionam em unidade prisional;Total de escolas que funcionam em unidade prisional;Total de escolas que não funcionam em galpão / rancho / paiol / barracão;Total de escolas que funcionam em galpão / rancho / paiol / barracão;Total de escolas que não funcionam em salas de outra escola;Total de escolas que funcionam em salas de outra escola;Total de escolas que não funcionam em outros locais;Total de escolas que funcionam em outros locais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não possuem energia elétrica da rede pública;Total de escolas que possuem energia elétrica da rede pública;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de matrículas;Total de docentes;Total de docentes em Creche;Total de docentes em Pré-escola;Total de docentes em 1ª Série;Total de docentes em 2ª Série;Total de docentes em 3ª Série;Total de docentes em 4ª Série;Total de docentes em 5ª Série;Total de docentes em 6ª Série;Total de docentes em 7ª Série;Total de docentes em 8ª Série;Total de docentes em 1º Ano;Total de docentes em 2º Ano;Total de docentes em 3º Ano;Total de docentes em 4º Ano;Total de docentes em 5º Ano;Total de docentes em 6º Ano;Total de docentes em 7º Ano;Total de docentes em 8º Ano;Total de docentes em 9º Ano;Total de docentes em 1º ano/1ª Série;Total de docentes em 2º ano/2ª Série;Total de docentes em 3ºano/3ª Série;Total de docentes em 4º ano/4ª Série;Total de docentes em Nao Seriada;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 1ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 2ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 3ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 4ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) Nao Seriada;Total de docentes em Modalidade Normal/Magistério 1ª Série;Total de docentes em Modalidade Normal/Magistério 2ª Série;Total de docentes em Modalidade Normal/Magistério 3ª Série;Total de docentes em Modalidade Normal/Magistério 4ª Série;Total de docentes em Concomitante;Total de docentes em Subsequente;Total de docentes em Ensino Fundamental - Projovem Urbano;Total de docentes em Nível Médio;Total de docentes em Curso FIC Concomitante;Total de docentes em Ensino Fundamental - Anos Iniciais;Total de docentes em Ensino Fundamental - Anos Finais;Total de docentes em Ensino Médio;Total de docentes em Nível Fundamental (EJA integrada à Educação Profissional de Nível Fundamental);Total de docentes em Curso Técnico Integrado na Modalidade EJA (EJA integrada à Educação Profissional de Nível Médio);Total de docentes em Nao aplicável para turmas de atendimento educacional especializado (AEE) e atividade complementar;
2202901;Corrente;22;PI;1,0;5,0;28,0;4,0;32;6,0;1,0;37;38;;38;;38;;36;2,0;37;1,0;18,0;20,0;32,0;6,0;2,0;36;36;2,0;9366;543;31,0;52;;;;;;;;;36;37;34;34;47,0;118;124;126;128;85,0;85,0;71,0;;;49,0;50,0;40,0;;;;;;;46,0;4,0;;;;14,0;40,0;18,0;;6,0;;3,8
2508307;Lagoa Seca;25;PB;;2,0;32,0;5,0;7;32,0;;39;38;1,0;39;;39;;38;1,0;37;2,0;23,0;16,0;39,0;;;39;39;;6482;361;28,0;40;;;;;;;;;24;26;28;27;27,0;59;70;66;65;;13,0;12,0;;;22,0;;;;;;;;;12,0;11,0;;;;12,0;39,0;40,0;;;;4,3
2105351;Itaipava do Grajaú;21;MA;;13,0;25,0;;20;18,0;1,0;37;38;;38;;36;2,0;34;4,0;37;1,0;17,0;21,0;38,0;;2,0;36;36;2,0;4857;323;16,0;45;;;;;;;;;17;17;21;18;23,0;62;54;58;49;36,0;38,0;38,0;;;;;;;;;;;;;;;;;;4,0;12,0;;;;3,6
2805406;Poço Redondo;28;SE;;6,0;29,0;3,0;36;2,0;1,0;37;38;;38;;38;;38;;36;2,0;7,0;31,0;38,0;;;38;38;;8261;353;11,0;48;;;;;;;;;25;26;32;33;31,0;104;105;93;72;32,0;30,0;26,0;;;14,0;17,0;14,0;;;;;;;;7,0;;;;9,0;45,0;5,0;;;;3,7
2604205;Catende;26;PE;;5,0;27,0;6,0;33;5,0;;38;38;;38;;38;;37;1,0;36;2,0;14,0;24,0;38,0;;;38;38;;8210;372;23,0;57;;;;;;;;;37;31;31;39;33,0;98;105;95;88;56,0;54,0;43,0;;;;;;;;;7,0;5,0;5,0;;;;;;17,0;34,0;33,0;;;;3,9
2915502;Itajuípe;29;BA;;2,0;33,0;3,0;22;16,0;18,0;20;38;;38;;20;18,0;38;;38;;16,0;22,0;38,0;;;38;38;;6435;246;16,0;39;;;;;;;;;18;18;29;25;21,0;49;59;54;50;25,0;24,0;22,0;;;;;;;;;;;;;1,0;;;;12,0;12,0;18,0;;;;3,3
2101905;Bequimão;21;MA;;3,0;32,0;3,0;38;;;38;38;;38;;38;;36;2,0;36;2,0;28,0;10,0;24,0;14,0;;38;38;;4779;294;;17;;;;;;;;;13;23;13;21;21,0;109;112;111;96;35,0;37,0;30,0;;;;;;;5,0;;;;;;3,0;;;;2,0;5,0;8,0;;;;3,5
2913903;Ipiaú;29;BA;;3,0;27,0;8,0;23;15,0;2,0;36;38;;38;;38;;37;1,0;32;6,0;8,0;30,0;38,0;;;38;38;;10767;450;40,0;43;;;;;;;;;48;59;78;70;67,0;85;93;88;87;80,0;81,0;74,0;;;20,0;13,0;14,0;14,0;;;;;;;7,0;;;;24,0;21,0;30,0;;14,0;;3,6999999999999997
2412203;São José de Mipibu;24;RN;;7,0;26,0;5,0;19;19,0;1,0;37;38;;38;;38;;35;3,0;34;4,0;16,0;22,0;38,0;;;38;38;;12490;496;51,0;84;;;;;;;;;47;51;47;46;44,0;119;115;124;116;66,0;64,0;63,0;;;11,0;;13,0;;;13,0;;;;;10,0;;;;8,0;34,0;8,0;;;;3,6
2104651;Governador Newton Bello;21;MA;;1,0;37,0;;16;22,0;5,0;33;38;;38;;33;5,0;38;;38;;28,0;10,0;38,0;;1,0;37;37;1,0;4247;224;22,0;22;;;;;;;;;5;5;9;7;9,0;36;31;34;26;8,0;10,0;10,0;;;;;;;;;;;;;;;;;19,0;6,0;9,0;;;;3,1
2105906;Lago Verde;21;MA;;2,0;36,0;;10;28,0;;38;38;;38;;36;2,0;36;2,0;38;;17,0;21,0;36,0;2,0;;38;38;;5204;291;14,0;28;;;;;;;;;8;9;14;10;16,0;54;60;48;45;35,0;38,0;36,0;;;;;;;;;;;;;;;;;1,0;2,0;7,0;;;;3,3
2614105;Sertânia;26;PE;;4,0;31,0;3,0;13;25,0;;38;38;;38;;37;1,0;37;1,0;36;2,0;21,0;17,0;38,0;;;38;38;;10183;371;12,0;37;;;;;;;;;21;19;18;17;25,0;115;107;109;109;48,0;59,0;55,0;;8,0;18,0;17,0;19,0;;;;;;;;18,0;;;;1,0;34,0;12,0;;;;4,3
2103802;Dom Pedro;21;MA;;3,0;32,0;3,0;35;3,0;;38;38;;38;;38;;36;2,0;38;;;38,0;38,0;;;38;38;;6696;409;16,0;111;;;;;;;;;48;42;41;47;47,0;79;86;83;73;50,0;53,0;46,0;;;;;;;;;;;;;;;;;2,0;12,0;14,0;;;;4,1
2108405;Peri Mirim;21;MA;;1,0;37,0;;26;12,0;1,0;37;38;;38;;37;1,0;36;2,0;38;;23,0;15,0;31,0;7,0;;38;38;;3221;169;2,0;27;;;;;;;;;5;6;5;5;18,0;41;38;36;39;20,0;18,0;20,0;;;;;;;;;;;;;;;;;4,0;8,0;7,0;;;;
2313203;Tamboril;23;CE;;4,0;32,0;2,0;11;27,0;;38;38;;38;;38;;38;;29;9,0;5,0;33,0;38,0;;;38;38;;7356;427;47,0;60;;;;;;;;;30;29;32;45;43,0;87;87;94;89;30,0;31,0;28,0;;;13,0;22,0;22,0;;;;;;;;;;;;3,0;21,0;;;;;4,8
2314003;Várzea Alegre;23;CE;;3,0;31,0;4,0;14;24,0;;38;38;;38;;38;;28;10,0;35;3,0;13,0;25,0;36,0;2,0;;38;38;;10749;542;109,0;84;;;;;;;;;43;51;45;59;71,0;130;133;126;122;43,0;42,0;43,0;;;16,0;21,0;23,0;;;;;;;2,0;4,0;;4,0;;3,0;13,0;;;;;4,9
2500403;Alagoa Nova;25;PB;;2,0;35,0;1,0;36;2,0;;38;38;;38;;38;;38;;38;;28,0;10,0;36,0;2,0;;38;38;;4597;220;15,0;19;;;;;;;;;6;8;7;11;10,0;60;54;53;51;40,0;31,0;28,0;;;;;;;;;;;;;;;;;2,0;23,0;16,0;;;;3,9
2602209;Bom Jardim;26;PE;;3,0;33,0;2,0;25;13,0;;38;38;;38;;38;;38;;32;6,0;11,0;27,0;38,0;;;38;38;;9761;353;25,0;37;;;;;;;;;19;23;28;25;31,0;88;91;96;83;36,0;34,0;33,0;;4,0;;;;;;;;;;;;;;;7,0;14,0;9,0;;;;4,2
2105807;Lago do Junco;21;MA;;2,0;35,0;2,0;27;12,0;;39;39;;39;;39;;39;;38;1,0;31,0;8,0;39,0;;;39;39;;5314;317;5,0;25;;;;;;;;;11;17;17;15;17,0;63;64;65;63;25,0;26,0;22,0;;;;;;;;8,0;;;12,0;;;;;;8,0;10,0;1,0;;;;3,9
2903508;Belo Campo;29;BA;;1,0;36,0;2,0;36;3,0;;39;39;;39;;39;;37;2,0;39;;31,0;8,0;39,0;;;39;39;;4840;231;11,0;22;;;;;;;;;7;8;10;12;21,0;54;56;52;46;30,0;27,0;24,0;;;;;;;;;;;;;1,0;;;;12,0;29,0;10,0;;;;4,1
2915809;Itambé;29;BA;;2,0;35,0;2,0;31;8,0;3,0;36;39;;39;;38;1,0;38;1,0;37;2,0;12,0;27,0;39,0;;1,0;38;39;;6482;249;15,0;21;;;;;;;;;13;12;18;24;31,0;87;87;89;79;29,0;37,0;35,0;;;11,0;10,0;8,0;9,0;;;;;;;;;;;16,0;29,0;16,0;4,0;11,0;;3,0
2104057;Estreito;21;MA;;3,0;29,0;7,0;33;6,0;4,0;35;39;;39;;39;;38;1,0;29;10,0;14,0;25,0;39,0;;;39;39;;9187;527;35,0;94;;;;;;;;;43;49;55;73;86,0;124;120;127;110;47,0;49,0;49,0;;;;;;;;;;;;;;;;3,0;14,0;10,0;26,0;;;;4,1
2107209;Nina Rodrigues;21;MA;;3,0;36,0;;14;25,0;1,0;38;39;;39;;33;6,0;37;2,0;30;9,0;27,0;12,0;30,0;9,0;;39;39;;6215;270;39,0;29;;;;;;;;;5;7;13;9;8,0;55;52;52;52;34,0;35,0;34,0;;;;;;;;;;;;;;;;;13,0;9,0;5,0;;;;3,7
2106359;Marajá do Sena;21;MA;;1,0;38,0;;22;17,0;4,0;35;39;;39;;32;7,0;39;;37;2,0;36,0;3,0;39,0;;6,0;33;33;6,0;2237;118;3,0;6;;;;;;;;;3;5;7;9;9,0;20;19;19;15;6,0;6,0;6,0;;;;;;;;;;;;;;;;;;4,0;;;;;3,4
2600104;Afogados da Ingazeira;26;PE;1,0;3,0;31,0;4,0;27;12,0;1,0;38;39;;39;;39;;39;;34;5,0;17,0;22,0;34,0;5,0;;39;39;;10350;439;33,0;44;;;;;;;;;24;21;23;21;18,0;98;94;93;89;63,0;62,0;52,0;;;27,0;21,0;18,0;;;;;;;;43,0;;;;5,0;18,0;25,0;;;;4,7
2411205;Santa Cruz;24;RN;1,0;9,0;22,0;7,0;23;16,0;2,0;37;39;;39;;39;;37;2,0;35;4,0;10,0;29,0;39,0;;;39;39;;10853;427;35,0;42;;;;;;;;;35;37;44;45;45,0;84;94;87;87;71,0;72,0;70,0;;;44,0;42,0;50,0;22,0;;;;;;;17,0;;;3,0;3,0;8,0;7,0;;24,0;;4,3
2903409;Belmonte;29;BA;;1,0;37,0;1,0;33;6,0;2,0;37;39;;39;;37;2,0;38;1,0;35;4,0;16,0;23,0;39,0;;2,0;37;37;2,0;6107;321;45,0;41;;;;;;;;;21;20;32;29;27,0;57;61;52;49;35,0;37,0;33,0;;;;;;;;;;;;1,0;;;;;24,0;51,0;10,0;;;;3,5
2910404;Encruzilhada;29;BA;;2,0;35,0;2,0;32;7,0;1,0;38;39;;39;;39;;39;;29;10,0;18,0;21,0;38,0;1,0;3,0;36;36;3,0;5627;254;17,0;23;;;;;;;;;25;27;27;24;33,0;79;75;73;62;20,0;19,0;20,0;;;11,0;;;;;;;;;;;;;;6,0;24,0;;;;;3,5
2903607;Biritinga;29;BA;;1,0;37,0;1,0;13;26,0;;39;39;;39;;39;;39;;38;1,0;29,0;10,0;39,0;;1,0;38;39;;4846;269;21,0;24;;;;;;;;;9;12;17;21;26,0;57;57;48;44;17,0;18,0;16,0;;;;;;;;;;;;;;;;;30,0;8,0;10,0;;;;
2908002;Coaraci;29;BA;;1,0;35,0;4,0;21;19,0;3,0;37;40;;40;;39;1,0;34;6,0;38;2,0;10,0;30,0;40,0;;;40;40;;5300;291;59,0;33;;;;;;;;;33;37;59;53;58,0;62;56;55;54;48,0;49,0;47,0;;;;;;;;;;;;1,0;;;;;17,0;20,0;8,0;;;;3,5
2109007;Porto Franco;21;MA;1,0;2,0;35,0;2,0;13;27,0;;40;40;;40;;40;;38;2,0;40;;16,0;24,0;40,0;;;40;40;;9975;426;52,0;36;;;;;;;;;29;35;39;36;37,0;85;94;97;96;57,0;43,0;56,0;;;16,0;;;;;;;;;;7,0;;;;9,0;47,0;21,0;;;;4,8
2910503;Entre Rios;29;BA;;4,0;26,0;10,0;23;17,0;2,0;38;40;;40;;40;;40;;35;5,0;3,0;37,0;40,0;;;40;40;;11160;508;56,0;55;;;;;;;;;52;52;57;76;77,0;110;132;121;103;65,0;59,0;63,0;;;25,0;22,0;9,0;;;;;;;;;;;;15,0;69,0;13,0;;;;3,1000000000000005
2205508;José de Freitas;22;PI;1,0;4,0;30,0;5,0;19;21,0;;40;40;;40;;40;;40;;40;;25,0;15,0;40,0;;;40;40;;12801;502;25,0;53;;;;;;;;;40;33;50;48;53,0;168;168;165;142;73,0;80,0;69,0;;;21,0;20,0;15,0;;;;;;;1,0;;;;;45,0;24,0;30,0;;11,0;;3,7
2105153;Igarapé do Meio;21;MA;;2,0;38,0;;26;14,0;;40;40;;40;;39;1,0;39;1,0;31;9,0;14,0;26,0;40,0;;;40;40;;10169;499;27,0;62;;;;;;;;;20;17;15;18;19,0;54;60;56;53;30,0;30,0;27,0;;;;;;;;;;;;;;;;;159,0;32,0;11,0;;;;3,7
2308708;Morada Nova;23;CE;1,0;3,0;31,0;5,0;13;27,0;;40;40;;40;;40;;36;4,0;30;10,0;3,0;37,0;40,0;;;40;40;;18269;590;93,0;98;;;;;;;;;64;62;82;75;84,0;141;145;140;112;59,0;56,0;54,0;;;17,0;20,0;20,0;;;;;;;1,0;23,0;;;;13,0;35,0;4,0;;;;4,4
2102705;Cantanhede;21;MA;;1,0;37,0;2,0;20;20,0;1,0;39;40;;40;;39;1,0;40;;40;;22,0;18,0;38,0;2,0;;40;40;;8292;288;24,0;35;;;;;;;;;20;23;27;28;31,0;51;61;52;52;26,0;32,0;27,0;;;;;;;;;;;;;;;;;6,0;5,0;11,0;4,0;;;3,7
2305001;Guaraciaba do Norte;23;CE;;3,0;35,0;2,0;11;29,0;;40;40;;40;;40;;40;;35;5,0;4,0;36,0;40,0;;;40;40;;13853;596;62,0;100;;;;;;;;;57;57;53;66;56,0;128;138;138;127;65,0;65,0;61,0;;;15,0;21,0;20,0;;;;;;;;;;;;;13,0;16,0;;;;5,5
2928109;Santa Maria da Vitória;29;BA;;3,0;34,0;3,0;34;6,0;1,0;39;40;;40;;39;1,0;39;1,0;38;2,0;1,0;39,0;40,0;;;40;40;;10654;515;60,0;81;;;;;;;;;53;52;59;67;61,0;131;136;135;127;75,0;67,0;72,0;;;22,0;19,0;23,0;26,0;;;;;;;17,0;;;;1,0;11,0;12,0;;15,0;;4,0
2911204;Gandu;29;BA;;2,0;32,0;6,0;17;23,0;;40;40;;40;;40;;40;;37;3,0;16,0;24,0;40,0;;;40;40;;8607;338;18,0;36;;;;;;;;;21;35;42;35;27,0;69;72;71;63;48,0;46,0;41,0;;;21,0;19,0;19,0;15,0;;;;;;;11,0;;;;34,0;16,0;15,0;;10,0;;4,5
2408300;Nova Cruz;24;RN;1,0;6,0;30,0;3,0;21;19,0;;40;40;;39;1,0;40;;36;4,0;39;1,0;7,0;33,0;40,0;;;40;40;;10183;411;25,0;44;;;;;;;;;24;21;27;36;31,0;83;86;83;82;77,0;75,0;69,0;;;30,0;22,0;41,0;23,0;;;;;;;17,0;;;;15,0;47,0;29,0;;;;3,8000000000000003
2102903;Carutapera;21;MA;;4,0;36,0;;12;28,0;;40;40;;40;;37;3,0;39;1,0;37;3,0;28,0;12,0;40,0;;3,0;37;40;;9312;426;34,0;45;;;;;;;;;33;26;30;30;30,0;99;107;99;96;44,0;51,0;43,0;;;;;;;;;;;;;;;;;11,0;13,0;14,0;;;;3,9
2504603;Conde;25;PB;;2,0;29,0;9,0;22;18,0;;40;40;;40;;40;;40;;33;7,0;22,0;18,0;40,0;;;40;40;;8274;402;41,0;56;;;;;;;;;33;32;33;39;38,0;68;90;82;68;38,0;34,0;31,0;;;13,0;13,0;;;;;;;;;;;;;23,0;48,0;19,0;;;;3,8
2408201;Nísia Floresta;24;RN;;9,0;27,0;4,0;15;25,0;;40;40;;40;;40;;39;1,0;38;2,0;11,0;29,0;33,0;7,0;;40;40;;7220;303;36,0;50;;;;;;;;;17;16;24;22;23,0;53;58;60;55;17,0;17,0;12,0;;;;;;;;;;;;;;;;;3,0;13,0;12,0;;;;3,7
2500304;Alagoa Grande;25;PB;;5,0;32,0;3,0;33;7,0;2,0;38;40;;40;;38;2,0;40;;38;2,0;18,0;22,0;37,0;3,0;;40;40;;7796;354;15,0;40;;;;;;;;;24;28;28;23;24,0;86;97;98;93;64,0;47,0;36,0;;;;;;;;12,0;12,0;10,0;6,0;;;;;;12,0;7,0;21,0;;;;4,3
2908507;Conceição do Jacuípe;29;BA;;2,0;27,0;12,0;19;22,0;;41;41;;41;;41;;41;;41;;18,0;23,0;41,0;;;41;41;;10213;383;34,0;51;;;;;;;;;33;34;37;34;31,0;67;80;84;79;53,0;53,0;48,0;;;27,0;28,0;21,0;16,0;;;;;;;5,0;;;;2,0;7,0;15,0;;12,0;;4,1
2913457;Igrapiúna;29;BA;;1,0;39,0;1,0;22;19,0;1,0;40;41;;41;;40;1,0;39;2,0;39;2,0;27,0;14,0;39,0;2,0;;41;41;;3395;160;14,0;16;;;;;;;;;4;1;3;3;4,0;46;49;49;46;12,0;11,0;12,0;;;10,0;10,0;10,0;;;;;;;2,0;;;;;1,0;;4,0;;;;3,6
2923001;Nova Viçosa;29;BA;;3,0;34,0;4,0;30;11,0;;41;41;;41;;41;;41;;38;3,0;21,0;20,0;41,0;;2,0;39;41;;11456;565;110,0;87;;;;;;;;;67;76;69;75;74,0;90;99;90;79;69,0;67,0;65,0;;;;;;;;;;;;23,0;;;;;8,0;33,0;21,0;;;;4,0
2313609;Ubajara;23;CE;1,0;4,0;31,0;5,0;11;30,0;;41;41;;41;;41;;41;;41;;10,0;31,0;41,0;;;41;41;;12710;520;64,0;85;;;;;;;;;57;46;47;46;50,0;127;136;137;127;57,0;59,0;54,0;;;14,0;17,0;14,0;;;;;;;;13,0;;4,0;;9,0;13,0;11,0;;;;5,2
2922409;Mutuípe;29;BA;;1,0;37,0;3,0;40;1,0;1,0;40;41;;41;;41;;41;;39;2,0;30,0;11,0;41,0;;;41;41;;5457;208;9,0;23;;;;;;;;;7;8;11;9;8,0;27;30;32;26;22,0;21,0;20,0;;;;;;;;;;;;;;;;;2,0;22,0;14,0;;;;4,0
2930154;Serra do Ramalho;29;BA;;1,0;39,0;1,0;19;22,0;;41;41;;41;;41;;40;1,0;39;2,0;2,0;39,0;41,0;;;41;41;;8814;495;48,0;71;;;;;;;;;39;38;42;40;44,0;117;124;123;120;58,0;54,0;55,0;;;;;;;;;;;;;;;;;5,0;11,0;11,0;;;;3,6
2602308;Bonito;26;PE;;3,0;33,0;5,0;34;7,0;;41;41;;41;;41;;41;;38;3,0;17,0;24,0;41,0;;;41;41;;9778;376;27,0;44;;;;;;;;;24;25;24;31;35,0;74;89;90;68;41,0;43,0;43,0;;;19,0;17,0;17,0;;;;;;;;8,0;;;;5,0;42,0;17,0;;;;5,6
2600401;Água Preta;26;PE;;2,0;36,0;3,0;37;4,0;;41;41;;41;;41;;40;1,0;39;2,0;26,0;15,0;39,0;2,0;;41;41;;7294;305;23,0;52;;;;;;;;;20;16;16;20;16,0;55;63;60;55;30,0;20,0;22,0;;;;;;;;7,0;10,0;12,0;8,0;;;;;;8,0;51,0;35,0;;;;4,0
2932101;Ubaíra;29;BA;;1,0;38,0;2,0;32;9,0;1,0;40;41;;41;;41;;40;1,0;40;1,0;23,0;18,0;41,0;;;41;41;;5226;235;16,0;25;;;;;;;;;13;13;17;20;17,0;48;51;44;43;20,0;22,0;16,0;;;;;;;;;;;;;;;;;6,0;25,0;11,0;;;;3,7
2306900;Jaguaribe;23;CE;1,0;5,0;33,0;2,0;13;28,0;;41;41;;41;;41;;30;11,0;39;2,0;11,0;30,0;40,0;1,0;;41;41;;11714;410;44,0;47;;;;;;;;;22;20;24;29;34,0;71;71;64;61;59,0;58,0;57,0;;;34,0;33,0;20,0;;;;;;;3,0;9,0;;;;50,0;20,0;11,0;;;;5,0
2929701;Sátiro Dias;29;BA;;1,0;37,0;3,0;34;7,0;3,0;38;41;;41;;41;;41;;34;7,0;27,0;14,0;41,0;;;41;41;;4869;250;31,0;23;;;;;;;;;5;5;18;10;10,0;53;52;56;48;23,0;23,0;20,0;;;;;;;;;;;;;;;;;19,0;29,0;9,0;;;;3,3
2917300;Ituberá;29;BA;;1,0;36,0;4,0;33;8,0;;41;41;;41;;41;;40;1,0;37;4,0;16,0;25,0;41,0;;;41;41;;6298;255;29,0;24;;;;;;;;;21;22;22;23;24,0;61;56;66;49;23,0;23,0;19,0;;;17,0;18,0;8,0;13,0;;;;;;;;;;;5,0;24,0;6,0;;;;4,1
2107100;Morros;21;MA;;1,0;36,0;4,0;35;6,0;4,0;37;41;;41;;38;3,0;39;2,0;35;6,0;24,0;17,0;28,0;13,0;;41;41;;6361;358;16,0;31;;;;;;;;;20;22;30;25;24,0;91;94;81;86;37,0;45,0;41,0;;;10,0;10,0;8,0;;;;;;;;;;;;3,0;20,0;28,0;;;;3,2
2708501;São Luís do Quitunde;27;AL;;2,0;35,0;4,0;21;20,0;;41;41;;41;;41;;40;1,0;35;6,0;26,0;15,0;38,0;3,0;;41;41;;10194;370;31,0;50;;;;;;;;;39;41;38;40;45,0;77;90;82;73;52,0;48,0;46,0;;;;;;;;;;;;;;;;;22,0;33,0;30,0;;;;4,3
2106706;Mirador;21;MA;;4,0;35,0;2,0;28;13,0;4,0;37;41;;41;;38;3,0;39;2,0;40;1,0;29,0;12,0;41,0;;1,0;40;40;1,0;6004;335;20,0;30;;;;;;;;;14;16;21;18;19,0;96;100;94;89;49,0;40,0;43,0;;;;;;;;;;;;;;;;;9,0;24,0;11,0;;;;3,5
2900801;Alcobaça;29;BA;;3,0;36,0;2,0;36;5,0;;41;41;;41;;41;;40;1,0;41;;21,0;20,0;41,0;;;41;41;;7309;339;10,0;35;;;;;;;;;20;21;29;24;21,0;70;70;65;56;39,0;39,0;39,0;;;;;;;;;;;;;;;;;14,0;29,0;14,0;;;;3,5
2903805;Boa Vista do Tupim;29;BA;;4,0;37,0;1,0;40;2,0;;42;42;;42;;42;;41;1,0;38;4,0;15,0;27,0;40,0;2,0;;42;42;;5116;263;11,0;29;;;;;;;;;12;11;15;12;12,0;95;96;92;87;37,0;41,0;41,0;;;;;;;;;;;;;;;;;12,0;10,0;8,0;;;;3,7999999999999994
2906808;Cansanção;29;BA;;3,0;36,0;3,0;21;21,0;;42;42;;42;;42;;39;3,0;34;8,0;7,0;35,0;42,0;;;42;42;;12103;600;50,0;56;;;;;;;;;26;26;35;38;42,0;126;158;142;126;42,0;45,0;41,0;;;;;;;;;;;;;;;;;99,0;13,0;17,0;;;;3,4
2305803;Ipu;23;CE;;6,0;30,0;6,0;13;29,0;;42;42;;41;1,0;42;;39;3,0;33;9,0;6,0;36,0;42,0;;;42;42;;14056;670;74,0;69;;;;;;;;;47;45;46;42;57,0;120;130;133;119;85,0;81,0;80,0;;;17,0;22,0;23,0;;;;;;;;;;;;91,0;37,0;22,0;;;;5,4
2704500;Maragogi;27;AL;1,0;1,0;33,0;7,0;32;10,0;;42;42;;42;;42;;42;;40;2,0;21,0;21,0;42,0;;;42;42;;10230;367;26,0;58;;;;;;;;;30;24;28;23;42,0;69;69;69;60;28,0;30,0;21,0;;5,0;26,0;23,0;26,0;23,0;;;;;;;;;;;35,0;11,0;14,0;;;;4,2
2501500;Bananeiras;25;PB;1,0;2,0;32,0;7,0;16;26,0;1,0;41;42;;42;;42;;42;;36;6,0;27,0;15,0;36,0;6,0;;42;42;;6466;405;30,0;37;;;;;;;;;20;19;26;26;27,0;56;62;63;56;65,0;66,0;60,0;;;64,0;39,0;14,0;;;22,0;22,0;15,0;12,0;;33,0;;;;7,0;5,0;7,0;;15,0;;
2202208;Campo Maior;22;PI;1,0;11,0;26,0;4,0;17;25,0;1,0;41;42;;42;;42;;42;;38;4,0;9,0;33,0;42,0;;;42;42;;16084;781;45,0;67;;;;;;;;;46;57;71;99;109,0;167;174;158;139;127,0;134,0;99,0;;;39,0;37,0;34,0;;;;;;;1,0;16,0;;;;180,0;83,0;66,0;;;;4,4
2100709;Anajatuba;21;MA;;3,0;38,0;1,0;9;33,0;;42;42;;42;;42;;41;1,0;39;3,0;23,0;19,0;39,0;3,0;;42;42;;7597;266;21,0;36;;;;;;;;;21;24;33;37;57,0;52;58;56;59;37,0;34,0;34,0;;;;;;;;;;;;;;;;;;29,0;12,0;;;;3,3
2908606;Conde;29;BA;;2,0;37,0;3,0;13;29,0;;42;42;;42;;42;;41;1,0;38;4,0;16,0;26,0;42,0;;;42;42;;7653;313;41,0;45;;;;;;;;;14;15;31;25;34,0;75;75;64;66;32,0;27,0;27,0;;;;;;;;;;;;;;;;;6,0;48,0;6,0;;;;3,5
2611309;Pombos;26;PE;;1,0;29,0;12,0;6;36,0;1,0;41;42;;42;;42;;42;;38;4,0;20,0;22,0;42,0;;;42;42;;6304;261;16,0;23;;;;;;;;;10;13;16;15;13,0;46;57;50;46;17,0;17,0;13,0;;;;;;;;;;;;;;;;;9,0;23,0;8,0;;;;3,9
2922508;Nazaré;29;BA;;2,0;34,0;6,0;17;25,0;;42;42;;42;;42;;42;;32;10,0;11,0;31,0;42,0;;;42;42;;9169;402;32,0;36;;;;;;;;;22;24;28;27;31,0;75;77;78;73;71,0;69,0;62,0;;;22,0;20,0;9,0;9,0;;;;;;;2,0;;;;70,0;37,0;13,0;;;;4,1
2925105;Poções;29;BA;;3,0;35,0;4,0;35;7,0;;42;42;;42;;42;;41;1,0;36;6,0;6,0;36,0;37,0;5,0;;42;42;;13148;435;11,0;53;;;;;;;;;26;28;39;35;34,0;131;141;145;121;85,0;82,0;75,0;;;;;;;;;;;;;;;;;9,0;56,0;24,0;;;;4,2
2504405;Conceição;25;PB;;5,0;34,0;3,0;37;5,0;1,0;41;42;;40;2,0;41;1,0;42;;40;2,0;28,0;14,0;42,0;;;42;42;;5022;292;6,0;28;;;;;;;;;14;13;16;16;16,0;73;76;77;62;49,0;50,0;42,0;;;;;;;;;10,0;10,0;4,0;9,0;;;;;27,0;20,0;8,0;;;;4,2
