COD Municipio;Cidade;COD UF;UF;Total de escolas federais;Total de escolas estaduais;Total de escolas municipais;Total de escolas privadas;Total de escolas sem creche;Total de escolas com creche;Escolas que não funcionam em prédio escolar;Escolas que funcionam em prédio escolar;Total de escolas que não funcionam em unidade de atendimento socio educativo;Total de escolas que funcionam em unidade de atendimento socio educativo;Total de escolas que não funcionam em unidade prisional;Total de escolas que funcionam em unidade prisional;Total de escolas que não funcionam em galpão / rancho / paiol / barracão;Total de escolas que funcionam em galpão / rancho / paiol / barracão;Total de escolas que não funcionam em salas de outra escola;Total de escolas que funcionam em salas de outra escola;Total de escolas que não funcionam em outros locais;Total de escolas que funcionam em outros locais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não possuem energia elétrica da rede pública;Total de escolas que possuem energia elétrica da rede pública;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de matrículas;Total de docentes;Total de docentes em Creche;Total de docentes em Pré-escola;Total de docentes em 1ª Série;Total de docentes em 2ª Série;Total de docentes em 3ª Série;Total de docentes em 4ª Série;Total de docentes em 5ª Série;Total de docentes em 6ª Série;Total de docentes em 7ª Série;Total de docentes em 8ª Série;Total de docentes em 1º Ano;Total de docentes em 2º Ano;Total de docentes em 3º Ano;Total de docentes em 4º Ano;Total de docentes em 5º Ano;Total de docentes em 6º Ano;Total de docentes em 7º Ano;Total de docentes em 8º Ano;Total de docentes em 9º Ano;Total de docentes em 1º ano/1ª Série;Total de docentes em 2º ano/2ª Série;Total de docentes em 3ºano/3ª Série;Total de docentes em 4º ano/4ª Série;Total de docentes em Nao Seriada;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 1ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 2ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 3ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 4ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) Nao Seriada;Total de docentes em Modalidade Normal/Magistério 1ª Série;Total de docentes em Modalidade Normal/Magistério 2ª Série;Total de docentes em Modalidade Normal/Magistério 3ª Série;Total de docentes em Modalidade Normal/Magistério 4ª Série;Total de docentes em Concomitante;Total de docentes em Subsequente;Total de docentes em Ensino Fundamental - Projovem Urbano;Total de docentes em Nível Médio;Total de docentes em Curso FIC Concomitante;Total de docentes em Ensino Fundamental - Anos Iniciais;Total de docentes em Ensino Fundamental - Anos Finais;Total de docentes em Ensino Médio;Total de docentes em Nível Fundamental (EJA integrada à Educação Profissional de Nível Fundamental);Total de docentes em Curso Técnico Integrado na Modalidade EJA (EJA integrada à Educação Profissional de Nível Médio);Total de docentes em Nao aplicável para turmas de atendimento educacional especializado (AEE) e atividade complementar;
2100477;Alto Alegre do Pindaré;21;MA;;8,0;55,0;1,0;20;44,0;10,0;54;64;;64;;60;4,0;62;2,0;30;34,0;45,0;19,0;24,0;40,0;1,0;63;63;1,0;18773;631;62,0;56;;;;;;;;;29;29;37;43;51,0;104;105;77;128;76,0;76,0;73,0;;;6,0;6,0;6,0;;;;;;;;;;;;11,0;20,0;10,0;;;;4,2
2611804;Ribeirão;26;PE;;3,0;32,0;16,0;10;41,0;;51;51;;51;;51;;46;5,0;43;8,0;24,0;27,0;51,0;;;51;51;;10541;494;49,0;67;;;;;;;;;45;43;49;45;50,0;132;137;135;133;61,0;57,0;58,0;;;;;;;;;;;;;;;;;40,0;42,0;24,0;;;;4,1
2914000;Ipirá;29;BA;;4,0;56,0;9,0;55;14,0;;69;69;;69;;69;;68;1,0;66;3,0;9,0;60,0;69,0;;;69;69;;14672;618;68,0;86;;;;;;;;;40;40;55;53;48,0;198;208;204;207;66,0;71,0;73,0;;12,0;22,0;31,0;20,0;21,0;;;;;;;24,0;;;;4,0;42,0;21,0;;14,0;;3,5
2905800;Camamu;29;BA;;1,0;81,0;4,0;61;25,0;;86;86;;86;;86;;86;;85;1,0;50,0;36,0;85,0;1,0;3,0;83;84;2,0;10202;399;38,0;46;;;;;;;;;23;24;36;28;28,0;90;86;78;69;45,0;43,0;41,0;;;;;;;;;;;;;;;;;13,0;17,0;20,0;;7,0;;3,5999999999999996
2101707;Barreirinhas;21;MA;1,0;5,0;140,0;5,0;148;3,0;25,0;126;151;;151;;136;15,0;148;3,0;121;30,0;128,0;23,0;145,0;6,0;5,0;146;146;5,0;23325;1014;9,0;125;;;;;;;;;55;47;54;57;65,0;303;316;312;295;102,0;104,0;93,0;;;38,0;40,0;36,0;;;;;;;;10,0;;;;8,0;16,0;37,0;;;;3,8000000000000003
2611101;Petrolina;26;PE;2,0;50,0;121,0;158,0;161;170,0;3,0;328;330;1,0;330;1,0;329;2,0;321;10,0;297;34,0;22,0;309,0;331,0;;;331;331;;110379;3983;640,0;485;;;;;;;;;316;320;331;326;312,0;834;863;850;791;694,0;689,0;590,0;;41,0;68,0;74,0;79,0;36,0;4,0;;;;4,0;7,0;105,0;;;2,0;42,0;375,0;287,0;7,0;40,0;;5,0
2602803;Buíque;26;PE;;10,0;38,0;3,0;47;4,0;;51;51;;50;1,0;49;2,0;47;4,0;45;6,0;29,0;22,0;47,0;4,0;1,0;50;51;;16275;505;10,0;56;;;;;;;;;38;31;34;37;40,0;125;131;126;116;76,0;58,0;51,0;;4,0;18,0;20,0;17,0;;;;;;;;4,0;;;;15,0;55,0;43,0;;;;4,3
2408102;Natal;24;RN;8,0;111,0;146,0;226,0;307;184,0;4,0;487;490;1,0;490;1,0;491;;485;6,0;466;25,0;5,0;486,0;491,0;;;491;491;;197259;7765;643,0;972;;;;;;;;;944;977;966;1037;1006,0;1670;1725;1718;1675;1351,0;1309,0;1218,0;;4,0;267,0;214,0;221,0;164,0;;6,0;7,0;;;57,0;450,0;;;9,0;134,0;488,0;320,0;;39,0;;4,1
2802106;Estância;28;SE;1,0;7,0;40,0;11,0;37;22,0;;59;59;;58;1,0;59;;56;3,0;56;3,0;10,0;49,0;59,0;;;59;59;;19089;775;56,0;93;;;;;;;;;60;64;65;72;83,0;186;198;194;193;153,0;131,0;129,0;;;18,0;26,0;24,0;;;;;;;10,0;23,0;;;;10,0;82,0;40,0;;;;3,7000000000000006
2917508;Jacobina;29;BA;1,0;5,0;49,0;30,0;51;34,0;2,0;83;85;;85;;85;;85;;77;8,0;;85,0;85,0;;;85;85;;20927;996;137,0;127;;;;;;;;;83;86;80;90;102,0;223;246;214;198;132,0;117,0;120,0;;;52,0;57,0;51,0;42,0;;;;;;50,0;55,0;;;;14,0;54,0;34,0;4,0;17,0;;4,1
2112209;Timon;21;MA;1,0;13,0;156,0;23,0;161;32,0;1,0;192;192;1,0;192;1,0;193;;190;3,0;190;3,0;76,0;117,0;152,0;41,0;;193;193;;47723;2157;108,0;265;;;;;;;;;194;203;218;215;214,0;404;450;422;401;322,0;382,0;358,0;;;26,0;24,0;20,0;;44,0;;;;;;19,0;;;;72,0;128,0;136,0;;23,0;;4,2
2108702;Pio XII;21;MA;;3,0;47,0;2,0;26;26,0;;52;52;;52;;52;;51;1,0;52;;29,0;23,0;52,0;;;52;52;;9516;435;38,0;60;;;;;;;;;24;27;40;48;52,0;66;69;59;60;48,0;56,0;47,0;;;;;;;;;;;;;;;;;22,0;14,0;25,0;;;;3,2
2314102;Viçosa do Ceará;23;CE;;4,0;70,0;3,0;39;38,0;;77;77;;77;;77;;74;3,0;74;3,0;36,0;41,0;77,0;;;77;77;;20658;729;61,0;76;;;;;;;;;77;59;63;62;58,0;174;182;175;165;118,0;117,0;108,0;;;18,0;21,0;23,0;;;;;;;;;;;;2,0;19,0;9,0;2,0;;;5,3
2111409;São Luís Gonzaga do Maranhão;21;MA;;1,0;76,0;;29;48,0;;77;77;;77;;77;;77;;77;;67,0;10,0;77,0;;;77;77;;6929;378;21,0;33;;;;;;;;;12;10;11;12;12,0;74;77;86;84;24,0;31,0;25,0;;;;;;;;;;;;;;;;;27,0;24,0;12,0;;;;3,4
2302800;Canindé;23;CE;1,0;7,0;81,0;10,0;31;68,0;2,0;97;99;;99;;98;1,0;94;5,0;86;13,0;40,0;59,0;93,0;6,0;;99;99;;21993;776;120,0;104;;;;;;;;;49;55;79;74;84,0;142;156;156;147;95,0;96,0;93,0;;;21,0;21,0;27,0;;32,0;;;;;;14,0;;;;8,0;27,0;27,0;;;;4,4
2925907;Quijingue;29;BA;;2,0;49,0;1,0;42;10,0;1,0;51;52;;52;;51;1,0;48;4,0;47;5,0;9,0;43,0;52,0;;;52;52;;7063;300;44,0;27;;;;;;;;;11;13;24;11;18,0;81;84;81;77;36,0;35,0;32,0;;;;;;;;;;;;;;;;;10,0;18,0;;;;;3,7
2110104;Santa Quitéria do Maranhão;21;MA;;2,0;69,0;5,0;37;39,0;6,0;70;76;;76;;72;4,0;75;1,0;68;8,0;47,0;29,0;54,0;22,0;;76;76;;9289;535;13,0;59;;;;;;;;;18;15;23;21;34,0;138;150;148;134;75,0;77,0;79,0;;;;;;;;;;;;;2,0;;;;26,0;22,0;12,0;;;;
2101202;Bacabal;21;MA;1,0;10,0;109,0;13,0;69;64,0;;133;133;;132;1,0;133;;124;9,0;127;6,0;17,0;116,0;133,0;;;133;133;;31506;1378;103,0;128;;;;;;;;;91;91;88;88;96,0;343;355;358;348;230,0;243,0;241,0;;;27,0;28,0;24,0;;;;;;;1,0;21,0;;;;25,0;56,0;98,0;;;;4,1
2913606;Ilhéus;29;BA;1,0;21,0;50,0;31,0;68;35,0;4,0;99;103;;103;;102;1,0;98;5,0;72;31,0;12,0;91,0;102,0;1,0;;103;103;;41667;1858;103,0;278;;;;;;;;;260;271;304;266;258,0;352;395;367;372;285,0;271,0;231,0;;;112,0;119,0;97,0;66,0;;;;;;;59,0;;;;76,0;156,0;87,0;1,0;66,0;;3,5999999999999996
2304707;Granja;23;CE;;5,0;56,0;3,0;23;41,0;;64;64;;64;;64;;61;3,0;54;10,0;31,0;33,0;64,0;;;64;64;;19313;993;76,0;88;;;;;;;;;49;45;49;49;55,0;241;253;250;226;94,0;87,0;91,0;;;44,0;47,0;48,0;;;;;;;;;;;;14,0;52,0;22,0;;;;5,7
2914802;Itabuna;29;BA;;17,0;88,0;43,0;103;45,0;2,0;146;148;;146;2,0;145;3,0;148;;134;14,0;15,0;133,0;148,0;;;148;148;;44434;1707;140,0;169;;;;;;;;;190;198;220;252;257,0;324;363;366;374;288,0;327,0;274,0;;;58,0;48,0;44,0;39,0;;12,0;;;;;51,0;;;;43,0;70,0;88,0;8,0;57,0;;3,8
2302404;Boa Viagem;23;CE;1,0;2,0;71,0;2,0;28;48,0;;76;76;;76;;75;1,0;76;;75;1,0;37,0;39,0;75,0;1,0;;76;76;;14947;571;27,0;59;;;;;;;;;46;43;50;38;45,0;141;145;146;142;75,0;87,0;79,0;;;28,0;34,0;30,0;;;;;;;;10,0;;;;;;8,0;;;;4,7
2613909;Serra Talhada;26;PE;1,0;9,0;73,0;14,0;81;16,0;;97;97;;96;1,0;95;2,0;95;2,0;82;15,0;45,0;52,0;86,0;11,0;;97;97;;24535;889;101,0;110;;;;;;;;;55;56;63;67;61,0;176;185;183;187;146,0;142,0;128,0;;;41,0;14,0;14,0;;;;;;;4,0;38,0;;;2,0;8,0;29,0;63,0;;9,0;;4,6
2301000;Aquiraz;23;CE;;9,0;52,0;8,0;27;42,0;;69;69;;69;;69;;69;;57;12,0;48,0;21,0;69,0;;;69;69;;22879;714;114,0;151;;;;;;;;;78;73;85;89;83,0;139;138;133;130;122,0;120,0;106,0;;;19,0;26,0;23,0;;;;;;;;;;7,0;;4,0;8,0;26,0;;;;4,9
2102101;Brejo;21;MA;;5,0;65,0;5,0;25;50,0;2,0;73;75;;75;;73;2,0;73;2,0;74;1,0;35,0;40,0;74,0;1,0;1,0;74;74;1,0;15213;638;46,0;66;;;;;;;;;33;35;39;43;50,0;105;109;106;100;67,0;67,0;60,0;;;19,0;23,0;;;;;;;;;3,0;;;;42,0;26,0;12,0;;;;3,6999999999999997
2503704;Cajazeiras;25;PB;2,0;13,0;26,0;22,0;38;25,0;1,0;62;63;;62;1,0;63;;60;3,0;47;16,0;11,0;52,0;63,0;;;63;63;;20212;880;59,0;88;;;;;;;;;55;57;56;56;54,0;179;190;191;187;138,0;116,0;115,0;;;61,0;62,0;63,0;23,0;;12,0;13,0;9,0;3,0;27,0;62,0;;;;24,0;53,0;59,0;6,0;21,0;;4,5
2917607;Jaguaquara;29;BA;;5,0;50,0;7,0;24;38,0;;62;62;;62;;62;;61;1,0;60;2,0;32,0;30,0;61,0;1,0;2,0;60;60;2,0;13881;566;35,0;57;;;;;;;;;37;29;35;38;55,0;150;156;168;151;104,0;104,0;84,0;;;30,0;24,0;27,0;8,0;;;;;;;15,0;;;;;25,0;24,0;;27,0;;3,7
2303709;Caucaia;23;CE;1,0;28,0;137,0;50,0;54;162,0;2,0;214;216;;216;;214;2,0;211;5,0;182;34,0;50,0;166,0;216,0;;;216;216;;96640;3512;692,0;596;;;;;;;;;414;453;445;447;446,0;675;679;673;652;386,0;376,0;350,0;;;54,0;67,0;67,0;;;;;;;;12,0;;9,0;;59,0;178,0;109,0;;;;4,5
2611002;Petrolândia;26;PE;;10,0;42,0;3,0;48;7,0;;55;55;;55;;54;1,0;55;;49;6,0;9,0;46,0;51,0;4,0;;55;55;;10114;420;21,0;66;;;;;;;;;32;32;38;36;36,0;94;103;98;89;66,0;67,0;67,0;;;;;;;;10,0;;;;;;;;;5,0;37,0;36,0;4,0;;;4,3
2606804;Igarassu;26;PE;1,0;10,0;48,0;27,0;69;17,0;1,0;85;86;;85;1,0;86;;86;;85;1,0;15,0;71,0;86,0;;;86;86;;28939;1064;38,0;145;;;;;;;;;97;118;149;144;137,0;210;216;206;198;118,0;112,0;106,0;;24,0;16,0;16,0;;;;;;;;;25,0;;;3,0;34,0;110,0;65,0;;;;4,0
2101608;Barra do Corda;21;MA;1,0;71,0;105,0;9,0;122;64,0;43,0;143;186;;186;;160;26,0;174;12,0;168;18,0;146,0;40,0;178,0;8,0;19,0;167;170;16,0;28913;1528;63,0;192;;;;;;;;;122;115;131;130;156,0;301;320;280;268;224,0;231,0;207,0;;;28,0;34,0;23,0;;;;;;9,0;;18,0;;;2,0;22,0;32,0;27,0;;10,0;;3,7
2305233;Horizonte;23;CE;1,0;3,0;47,0;6,0;31;26,0;1,0;56;57;;57;;57;;57;;56;1,0;18,0;39,0;57,0;;;57;57;;18246;628;82,0;112;;;;;;;;;72;74;80;77;75,0;140;152;149;136;47,0;48,0;46,0;;;18,0;22,0;20,0;;;;;;;2,0;8,0;;;;4,0;21,0;12,0;;;;5,2
2803500;Lagarto;28;SE;1,0;12,0;74,0;14,0;50;51,0;1,0;100;101;;101;;101;;96;5,0;95;6,0;27,0;74,0;101,0;;;101;101;;25016;1188;146,0;142;;;;;;;;;96;93;107;108;206,0;321;328;297;268;127,0;125,0;118,0;;;29,0;31,0;20,0;;;;;;;1,0;11,0;;;;8,0;70,0;22,0;8,0;;;4,3
2311405;Quixeramobim;23;CE;;7,0;84,0;12,0;28;75,0;1,0;102;103;;103;;103;;93;10,0;94;9,0;19,0;84,0;103,0;;;103;103;;22480;998;177,0;148;;;;;;;;;74;76;73;76;93,0;232;232;235;224;146,0;144,0;141,0;;;15,0;20,0;20,0;;;;;;;;31,0;;;;29,0;45,0;37,0;;;;5,7
2313401;Tianguá;23;CE;1,0;7,0;55,0;9,0;32;40,0;1,0;71;72;;72;;72;;71;1,0;69;3,0;11,0;61,0;72,0;;;72;72;;27530;867;97,0;97;;;;;;;;;44;52;44;45;63,0;182;186;194;174;123,0;127,0;119,0;;;23,0;27,0;30,0;;;;;;;;25,0;;;;18,0;25,0;41,0;;;;5,2
2301109;Aracati;23;CE;1,0;3,0;48,0;10,0;21;41,0;;62;62;;62;;61;1,0;56;6,0;50;12,0;7,0;55,0;62,0;;;62;62;;21688;792;133,0;146;;;;;;;;;93;89;117;108;113,0;182;187;188;176;88,0;83,0;69,0;;;22,0;23,0;32,0;;18,0;;;;;26,0;30,0;;;1,0;33,0;33,0;20,0;;;;4,8
2932903;Valença;29;BA;2,0;8,0;135,0;12,0;69;88,0;1,0;156;157;;156;1,0;157;;156;1,0;138;19,0;75,0;82,0;157,0;;2,0;155;156;1,0;24254;1078;99,0;89;;;;;;;;;57;58;79;85;85,0;213;231;211;193;107,0;121,0;107,0;;;121,0;108,0;82,0;47,0;;;;;;4,0;51,0;;;;34,0;98,0;63,0;;28,0;;3,9
2910800;Feira de Santana;29;BA;1,0;54,0;205,0;137,0;223;174,0;5,0;392;397;;397;;397;;397;;379;18,0;30,0;367,0;397,0;;;397;397;;133760;6032;446,0;962;;;;;;;;;605;678;686;619;612,0;1248;1319;1280;1273;1170,0;1053,0;982,0;;;123,0;97,0;81,0;64,0;;;;;;23,0;159,0;;;;80,0;499,0;424,0;;81,0;;3,7
2602605;Brejo da Madre de Deus;26;PE;;1,0;51,0;5,0;21;36,0;;57;57;;57;;57;;56;1,0;45;12,0;45,0;12,0;37,0;20,0;;57;57;;11753;564;61,0;68;;;;;;;;;50;49;64;43;40,0;85;97;88;82;31,0;28,0;30,0;;2,0;;;;;;;;;;;;;;;37,0;62,0;35,0;;;;3,8000000000000003
2112803;Viana;21;MA;1,0;4,0;97,0;3,0;85;20,0;4,0;101;105;;104;1,0;103;2,0;103;2,0;102;3,0;82,0;23,0;78,0;27,0;;105;105;;16295;807;71,0;78;;;;;;;;;40;38;38;40;45,0;184;187;185;170;74,0;73,0;62,0;;;;;;;;;;;;;17,0;;;;4,0;12,0;9,0;;;;3,6
2203909;Floriano;22;PI;2,0;10,0;51,0;19,0;46;36,0;1,0;81;82;;81;1,0;82;;82;;75;7,0;24,0;58,0;81,0;1,0;;82;82;;19902;940;59,0;98;;;;;;;;;88;95;101;106;93,0;216;227;213;223;140,0;144,0;124,0;;;66,0;60,0;53,0;31,0;;;;;;23,0;48,0;;;;44,0;116,0;75,0;2,0;16,0;;4,9
2302602;Camocim;23;CE;1,0;7,0;42,0;9,0;47;12,0;;59;59;;59;;59;;58;1,0;43;16,0;10,0;49,0;59,0;;;59;59;;26390;824;51,0;183;;;;;;;;;76;78;69;57;76,0;157;159;161;141;87,0;89,0;79,0;;;26,0;25,0;27,0;;;;;;;;46,0;;3,0;;2,0;21,0;22,0;;;;5,0
2924009;Paulo Afonso;29;BA;1,0;6,0;66,0;22,0;68;27,0;;95;95;;95;;95;;94;1,0;88;7,0;31,0;64,0;95,0;;;95;95;;32176;1140;118,0;167;;;;;;;;;115;142;140;176;143,0;227;243;221;195;138,0;125,0;117,0;;;122,0;107,0;104,0;98,0;;;;;;;51,0;;;;19,0;134,0;38,0;;52,0;;4,5
2305407;Icó;23;CE;;5,0;65,0;10,0;26;54,0;2,0;78;80;;80;;80;;80;;63;17,0;37,0;43,0;56,0;24,0;;80;80;;18809;787;92,0;113;;;;;;;;;61;60;50;53;80,0;190;197;188;176;67,0;64,0;62,0;;;15,0;20,0;19,0;;;;;;;6,0;6,0;;;;2,0;24,0;19,0;5,0;;;4,1
2933604;Xique-Xique;29;BA;1,0;2,0;122,0;4,0;121;8,0;13,0;116;129;;129;;129;;128;1,0;110;19,0;77,0;52,0;129,0;;36,0;93;129;;16329;730;39,0;83;;;;;;;;;44;37;45;36;41,0;151;151;142;128;80,0;74,0;66,0;;;24,0;22,0;17,0;11,0;;19,0;19,0;18,0;14,0;;24,0;;;;60,0;30,0;11,0;;13,0;;3,5
2403251;Parnamirim;24;RN;1,0;13,0;67,0;75,0;80;76,0;;156;156;;156;;156;;156;;151;5,0;1,0;155,0;156,0;;;156;156;;58626;2461;266,0;342;;;;;;;;;305;311;299;324;319,0;484;518;494;493;349,0;337,0;319,0;;;55,0;61,0;60,0;34,0;;;;;;17,0;68,0;;;;36,0;111,0;69,0;;;;4,5
2929206;São Francisco do Conde;29;BA;;2,0;49,0;6,0;26;31,0;1,0;56;57;;57;;57;;57;;54;3,0;;57,0;57,0;;;57;57;;11162;453;68,0;55;;;;;;;;;49;50;60;54;57,0;70;70;64;56;47,0;41,0;33,0;;;;;;;;;;;;;;;;;29,0;29,0;30,0;;;;3,9000000000000004
2610004;Palmares;26;PE;1,0;9,0;53,0;19,0;43;39,0;;82;82;;81;1,0;82;;80;2,0;77;5,0;34,0;48,0;82,0;;;82;82;;18302;690;52,0;62;;;;;;;;;48;56;59;53;67,0;133;147;138;132;137,0;134,0;126,0;;;21,0;22,0;20,0;;;;11,0;10,0;13,0;;56,0;;;;9,0;62,0;62,0;;;;4,5
2601102;Araripina;26;PE;;11,0;73,0;13,0;65;32,0;;97;97;;97;;96;1,0;92;5,0;78;19,0;47,0;50,0;97,0;;;97;97;;25942;926;48,0;116;;;;;;;;;68;76;104;83;84,0;186;193;170;164;143,0;131,0;108,0;;30,0;18,0;22,0;21,0;;;;;;;4,0;20,0;;;;12,0;64,0;10,0;;;;4,2
2902906;Barra do Choça;29;BA;;3,0;44,0;4,0;38;13,0;5,0;46;51;;51;;50;1,0;50;1,0;44;7,0;13,0;38,0;48,0;3,0;;51;51;;10320;420;36,0;46;;;;;;;;;33;33;51;44;44,0;117;130;112;98;58,0;61,0;54,0;;;;;;;;;;;;;;;;;11,0;59,0;9,0;;;;3,6999999999999997
2211100;União;22;PI;;12,0;57,0;2,0;24;47,0;;71;71;;71;;71;;70;1,0;69;2,0;39,0;32,0;71,0;;;71;71;;14263;561;46,0;73;;;;;;;;;56;63;76;76;81,0;177;175;164;168;102,0;101,0;90,0;;;9,0;8,0;8,0;;;;;;;3,0;;;;;71,0;40,0;60,0;;;;4,1
2208007;Picos;22;PI;1,0;18,0;58,0;16,0;42;51,0;1,0;92;93;;93;;92;1,0;88;5,0;91;2,0;13,0;80,0;93,0;;;93;93;;24628;1293;74,0;107;;;;;;;;;112;116;123;134;128,0;353;363;364;358;215,0;214,0;191,0;;;54,0;53,0;49,0;;;;;;;22,0;19,0;;;;105,0;91,0;85,0;3,0;19,0;;4,2
2102036;Bom Jesus das Selvas;21;MA;;4,0;52,0;1,0;45;12,0;1,0;56;57;;57;;56;1,0;53;4,0;51;6,0;21,0;36,0;56,0;1,0;;57;57;;9581;445;34,0;63;;;;;;;;;24;28;27;28;26,0;69;73;51;52;37,0;40,0;33,0;;;;13,0;13,0;;;;;;;;;;;;9,0;16,0;;;;;3,6
2900702;Alagoinhas;29;BA;1,0;15,0;75,0;57,0;99;49,0;;148;148;;148;;147;1,0;146;2,0;143;5,0;8,0;140,0;148,0;;;148;148;;39322;1547;106,0;194;;;;;;;;;159;142;164;139;137,0;291;319;303;290;256,0;239,0;205,0;;;109,0;95,0;62,0;50,0;;;;;;7,0;93,0;;;;33,0;119,0;87,0;;76,0;;3,8
2304202;Crato;23;CE;1,0;11,0;60,0;38,0;40;70,0;;110;110;;109;1,0;110;;105;5,0;94;16,0;10,0;100,0;110,0;;;110;110;;35535;1802;357,0;249;;;;;;;;;222;222;222;240;227,0;349;341;328;288;226,0;221,0;211,0;;;72,0;69,0;76,0;;;;;;;;26,0;;;;22,0;111,0;50,0;;;;4,7
2105476;Jenipapo dos Vieiras;21;MA;;61,0;30,0;;68;23,0;30,0;61;91;;91;;63;28,0;91;;84;7,0;61,0;30,0;80,0;11,0;6,0;85;86;5,0;8196;543;14,0;78;;;;;;;;;28;21;31;33;46,0;101;102;105;99;72,0;61,0;61,0;;;;;;;;;;;;;;;;;27,0;27,0;6,0;;;;3,5
2933307;Vitória da Conquista;29;BA;1,0;24,0;172,0;65,0;211;51,0;1,0;261;262;;260;2,0;261;1,0;257;5,0;251;11,0;47,0;215,0;234,0;28,0;;262;262;;87747;3023;116,0;367;;;;;;;;;257;266;275;274;271,0;685;733;774;747;606,0;540,0;509,0;;;98,0;91,0;91,0;79,0;;;;;;20,0;84,0;;;;39,0;261,0;128,0;;53,0;;4,3
2919207;Lauro de Freitas;29;BA;1,0;8,0;79,0;40,0;82;46,0;;128;128;;128;;128;;125;3,0;125;3,0;1,0;127,0;128,0;;;128;128;;55211;2308;163,0;272;;;;;;;;;366;365;380;398;363,0;435;432;414;415;339,0;327,0;286,0;;;19,0;19,0;12,0;15,0;;;;;;12,0;91,0;;;;84,0;187,0;112,0;;13,0;;4,0
2921500;Monte Santo;29;BA;;2,0;70,0;4,0;28;48,0;1,0;75;76;;76;;72;4,0;74;2,0;74;2,0;44,0;32,0;73,0;3,0;;76;76;;12519;620;66,0;68;;;;;;;;;31;24;50;49;53,0;194;198;188;177;55,0;48,0;39,0;;;15,0;15,0;15,0;15,0;;;;;;;;;;;;;;;;;3,4
2110708;São Domingos do Maranhão;21;MA;;2,0;51,0;4,0;13;44,0;;57;57;;57;;57;;57;;56;1,0;26,0;31,0;57,0;;;57;57;;12777;760;99,0;111;;;;;;;;;40;46;50;48;59,0;182;185;184;160;54,0;57,0;54,0;;;;;;;;;;;;;2,0;;;;14,0;26,0;13,0;;;;3,7999999999999994
2609907;Ouricuri;26;PE;1,0;6,0;56,0;5,0;61;7,0;1,0;67;68;;68;;66;2,0;63;5,0;58;10,0;34,0;34,0;68,0;;2,0;66;67;1,0;16973;696;13,0;84;;;;;;;;;49;49;61;62;65,0;181;177;165;156;86,0;74,0;81,0;;14,0;19,0;18,0;16,0;15,0;;;;;;;33,0;;;;11,0;55,0;22,0;;21,0;;3,6
2105708;Lago da Pedra;21;MA;;4,0;58,0;6,0;31;37,0;2,0;66;68;;68;;66;2,0;65;3,0;56;12,0;41,0;27,0;68,0;;;68;68;;12660;821;45,0;91;;;;;;;;;101;111;115;108;107,0;211;195;202;188;86,0;85,0;91,0;;;;;;;;;;;;;;;;;6,0;14,0;17,0;;;;4,0
2313302;Tauá;23;CE;1,0;6,0;43,0;3,0;21;32,0;;53;53;;53;;53;;53;;53;;14,0;39,0;53,0;;;53;53;;16673;656;102,0;87;;;;;;;;;47;52;58;47;55,0;151;160;159;151;109,0;113,0;103,0;;;19,0;26,0;29,0;;;;;;;;6,0;;4,0;;14,0;30,0;18,0;;;;5,2
2207900;Pedro II;22;PI;1,0;7,0;54,0;9,0;46;25,0;2,0;69;71;;71;;70;1,0;66;5,0;69;2,0;42,0;29,0;68,0;3,0;2,0;69;69;2,0;12122;599;41,0;88;;;;;;;;;35;45;42;51;73,0;172;166;164;154;71,0;71,0;71,0;;;74,0;72,0;72,0;;;;;;;1,0;11,0;;;;55,0;48,0;25,0;;24,0;;4,2
2907202;Casa Nova;29;BA;;4,0;123,0;8,0;121;14,0;22,0;113;135;;135;;134;1,0;135;;111;24,0;94,0;41,0;135,0;;78,0;57;71;64,0;17918;874;88,0;92;;;;;;;;;70;68;88;85;94,0;246;244;231;220;115,0;101,0;91,0;;;;;;;;;;;;1,0;3,0;;;;22,0;67,0;21,0;;14,0;;3,4
2205706;Luís Correia;22;PI;;5,0;60,0;3,0;30;38,0;;68;68;;68;;68;;68;;67;1,0;50,0;18,0;22,0;46,0;;68;68;;8938;356;17,0;28;;;;;;;;;31;38;33;36;36,0;73;80;71;67;54,0;50,0;54,0;;;18,0;18,0;16,0;;;;;;;4,0;;;;;34,0;41,0;20,0;;;;3,6
2300754;Amontada;23;CE;;3,0;67,0;2,0;26;46,0;1,0;71;72;;72;;72;;70;2,0;66;6,0;41,0;31,0;69,0;3,0;;72;72;;11099;535;37,0;70;;;;;;;;;55;46;49;46;68,0;137;135;130;122;67,0;63,0;62,0;;;13,0;15,0;16,0;;;;;;;;;;;;2,0;7,0;;;;;4,6
