produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SE        ;NORDESTE       ;2023;6;VAREJO                                                      ;8,64
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2023;6;VAREJO                                                      ;5,6
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2023;6;ATACADO                                                     ;4,64
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2023;6;VAREJO                                                      ;8,82
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2023;6;ATACADO                                                     ;7,95
FUBA DE MILHO            ;COMUM AMARELO       ;13334;TO        ;NORTE          ;2023;6;VAREJO                                                      ;7,09
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;TO        ;NORTE          ;2023;6;VAREJO                                                      ;7,53
FUBA DE MILHO            ;COMUM AMARELO       ;13334;TO        ;NORTE          ;2023;6;ATACADO                                                     ;5,17
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AC        ;NORTE          ;2023;7;VAREJO                                                      ;7,1
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AC        ;NORTE          ;2023;7;ATACADO                                                     ;7,68
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AL        ;NORDESTE       ;2023;7;ATACADO                                                     ;3,76
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;AL        ;NORDESTE       ;2023;7;VAREJO                                                      ;4,38
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AL        ;NORDESTE       ;2023;7;VAREJO                                                      ;3,86
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AM        ;NORTE          ;2023;7;VAREJO                                                      ;9,92
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AM        ;NORTE          ;2023;7;ATACADO                                                     ;6,84
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AP        ;NORTE          ;2023;7;ATACADO                                                     ;6,12
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AP        ;NORTE          ;2023;7;VAREJO                                                      ;6,39
FUBA DE MILHO            ;COMUM AMARELO       ;13334;BA        ;NORDESTE       ;2023;7;ATACADO                                                     ;3,52
FUBA DE MILHO            ;COMUM AMARELO       ;13334;BA        ;NORDESTE       ;2023;7;VAREJO                                                      ;3,77
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;CE        ;NORDESTE       ;2023;7;VAREJO                                                      ;12,31
FUBA DE MILHO            ;COMUM AMARELO       ;13334;CE        ;NORDESTE       ;2023;7;ATACADO                                                     ;5,7
FUBA DE MILHO            ;COMUM AMARELO       ;13334;CE        ;NORDESTE       ;2023;7;VAREJO                                                      ;3,68
FUBA DE MILHO            ;COMUM AMARELO       ;13334;DF        ;CENTRO-OESTE   ;2023;7;ATACADO                                                     ;3,19
FUBA DE MILHO            ;COMUM AMARELO       ;13334;DF        ;CENTRO-OESTE   ;2023;7;VAREJO                                                      ;3,64
FUBA DE MILHO            ;COMUM AMARELO       ;13334;ES        ;SUDESTE        ;2023;7;VAREJO                                                      ;5,07
FUBA DE MILHO            ;COMUM AMARELO       ;13334;ES        ;SUDESTE        ;2023;7;ATACADO                                                     ;4,2
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;ES        ;SUDESTE        ;2023;7;VAREJO                                                      ;3,76
FUBA DE MILHO            ;COMUM AMARELO       ;13334;GO        ;CENTRO-OESTE   ;2023;7;VAREJO                                                      ;7,02
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;GO        ;CENTRO-OESTE   ;2023;7;VAREJO                                                      ;6,03
FUBA DE MILHO            ;COMUM AMARELO       ;13334;GO        ;CENTRO-OESTE   ;2023;7;ATACADO                                                     ;5,22
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MA        ;NORDESTE       ;2023;7;VAREJO                                                      ;14,64
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MA        ;NORDESTE       ;2023;7;ATACADO                                                     ;14,78
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MG        ;SUDESTE        ;2023;7;ATACADO                                                     ;3,41
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MG        ;SUDESTE        ;2023;7;VAREJO                                                      ;4,06
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MS        ;CENTRO-OESTE   ;2023;7;VAREJO                                                      ;7,36
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MS        ;CENTRO-OESTE   ;2023;7;ATACADO                                                     ;5,67
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;MT        ;CENTRO-OESTE   ;2023;7;VAREJO                                                      ;5,12
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PA        ;NORTE          ;2023;7;ATACADO                                                     ;6,73
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;PA        ;NORTE          ;2023;7;VAREJO                                                      ;6,9
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;PB        ;NORDESTE       ;2023;7;VAREJO                                                      ;8,76
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PB        ;NORDESTE       ;2023;7;ATACADO                                                     ;4,23
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PB        ;NORDESTE       ;2023;7;VAREJO                                                      ;5,18
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PE        ;NORDESTE       ;2023;7;VAREJO                                                      ;3,34
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PE        ;NORDESTE       ;2023;7;ATACADO                                                     ;3,25
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PI        ;NORDESTE       ;2023;7;VAREJO                                                      ;8,98
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PI        ;NORDESTE       ;2023;7;ATACADO                                                     ;5,12
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;PR        ;SUL            ;2023;7;VAREJO                                                      ;4,58
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PR        ;SUL            ;2023;7;ATACADO                                                     ;4,45
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PR        ;SUL            ;2023;7;VAREJO                                                      ;5,57
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RJ        ;SUDESTE        ;2023;7;ATACADO                                                     ;2,83
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RJ        ;SUDESTE        ;2023;7;VAREJO                                                      ;3,75
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RN        ;NORDESTE       ;2023;7;VAREJO                                                      ;9,8
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RN        ;NORDESTE       ;2023;7;ATACADO                                                     ;4,97
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RO        ;NORTE          ;2023;7;ATACADO                                                     ;4,54
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RO        ;NORTE          ;2023;7;VAREJO                                                      ;4,73
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RR        ;NORTE          ;2023;7;ATACADO                                                     ;6,86
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RR        ;NORTE          ;2023;7;VAREJO                                                      ;7,6
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RS        ;SUL            ;2023;7;VAREJO                                                      ;5,44
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RS        ;SUL            ;2023;7;ATACADO                                                     ;6,09
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SC        ;SUL            ;2023;7;VAREJO                                                      ;5,03
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SC        ;SUL            ;2023;7;ATACADO                                                     ;4,4
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2023;7;ATACADO                                                     ;4,48
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SE        ;NORDESTE       ;2023;7;VAREJO                                                      ;8,78
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2023;7;VAREJO                                                      ;5,08
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2023;7;VAREJO                                                      ;8,49
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2023;7;ATACADO                                                     ;7,58
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;TO        ;NORTE          ;2023;7;VAREJO                                                      ;7,53
FUBA DE MILHO            ;COMUM AMARELO       ;13334;TO        ;NORTE          ;2023;7;VAREJO                                                      ;6,39
FUBA DE MILHO            ;COMUM AMARELO       ;13334;TO        ;NORTE          ;2023;7;ATACADO                                                     ;5,27
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AC        ;NORTE          ;2023;8;ATACADO                                                     ;7,68
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AC        ;NORTE          ;2023;8;VAREJO                                                      ;7,1
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AL        ;NORDESTE       ;2023;8;ATACADO                                                     ;3,76
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;AL        ;NORDESTE       ;2023;8;VAREJO                                                      ;10,63
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AL        ;NORDESTE       ;2023;8;VAREJO                                                      ;4,03
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AM        ;NORTE          ;2023;8;VAREJO                                                      ;9,2
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AM        ;NORTE          ;2023;8;ATACADO                                                     ;7,31
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AP        ;NORTE          ;2023;8;VAREJO                                                      ;6,66
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AP        ;NORTE          ;2023;8;ATACADO                                                     ;6,01
FUBA DE MILHO            ;COMUM AMARELO       ;13334;BA        ;NORDESTE       ;2023;8;ATACADO                                                     ;3,32
FUBA DE MILHO            ;COMUM AMARELO       ;13334;BA        ;NORDESTE       ;2023;8;VAREJO                                                      ;3,47
FUBA DE MILHO            ;COMUM AMARELO       ;13334;CE        ;NORDESTE       ;2023;8;VAREJO                                                      ;3,92
FUBA DE MILHO            ;COMUM AMARELO       ;13334;CE        ;NORDESTE       ;2023;8;ATACADO                                                     ;5,23
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;CE        ;NORDESTE       ;2023;8;VAREJO                                                      ;8,64
FUBA DE MILHO            ;COMUM AMARELO       ;13334;DF        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;3,57
FUBA DE MILHO            ;COMUM AMARELO       ;13334;DF        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;4,64
FUBA DE MILHO            ;COMUM AMARELO       ;13334;ES        ;SUDESTE        ;2023;8;ATACADO                                                     ;4,48
FUBA DE MILHO            ;COMUM AMARELO       ;13334;ES        ;SUDESTE        ;2023;8;VAREJO                                                      ;5,18
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;ES        ;SUDESTE        ;2023;8;VAREJO                                                      ;3,56
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;GO        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;5,89
FUBA DE MILHO            ;COMUM AMARELO       ;13334;GO        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;6,56
FUBA DE MILHO            ;COMUM AMARELO       ;13334;GO        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;5,09
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MA        ;NORDESTE       ;2023;8;VAREJO                                                      ;15,78
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MA        ;NORDESTE       ;2023;8;ATACADO                                                     ;14,78
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MG        ;SUDESTE        ;2023;8;VAREJO                                                      ;3,98
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MG        ;SUDESTE        ;2023;8;ATACADO                                                     ;3,35
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MS        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;7,66
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MS        ;CENTRO-OESTE   ;2023;8;ATACADO                                                     ;5,46
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;MT        ;CENTRO-OESTE   ;2023;8;VAREJO                                                      ;7,11
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PA        ;NORTE          ;2023;8;ATACADO                                                     ;7,64
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;PA        ;NORTE          ;2023;8;VAREJO                                                      ;7,64
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;PB        ;NORDESTE       ;2023;8;VAREJO                                                      ;8,44
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PB        ;NORDESTE       ;2023;8;VAREJO                                                      ;5,02
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PB        ;NORDESTE       ;2023;8;ATACADO                                                     ;4,13
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PE        ;NORDESTE       ;2023;8;ATACADO                                                     ;3,19
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PE        ;NORDESTE       ;2023;8;VAREJO                                                      ;3,28
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PI        ;NORDESTE       ;2023;8;ATACADO                                                     ;4,9
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PI        ;NORDESTE       ;2023;8;VAREJO                                                      ;9,42
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;PR        ;SUL            ;2023;8;VAREJO                                                      ;4,44
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PR        ;SUL            ;2023;8;VAREJO                                                      ;5,5
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PR        ;SUL            ;2023;8;ATACADO                                                     ;4,27
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RJ        ;SUDESTE        ;2023;8;VAREJO                                                      ;3,72
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RJ        ;SUDESTE        ;2023;8;ATACADO                                                     ;2,71
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RN        ;NORDESTE       ;2023;8;VAREJO                                                      ;10,0
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RN        ;NORDESTE       ;2023;8;ATACADO                                                     ;5,03
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RO        ;NORTE          ;2023;8;ATACADO                                                     ;4,32
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RO        ;NORTE          ;2023;8;VAREJO                                                      ;4,51
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RR        ;NORTE          ;2023;8;VAREJO                                                      ;7,96
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RR        ;NORTE          ;2023;8;ATACADO                                                     ;7,12
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RS        ;SUL            ;2023;8;ATACADO                                                     ;4,46
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RS        ;SUL            ;2023;8;VAREJO                                                      ;5,36
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SC        ;SUL            ;2023;8;VAREJO                                                      ;5,56
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SC        ;SUL            ;2023;8;ATACADO                                                     ;4,22
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2023;8;VAREJO                                                      ;4,92
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SE        ;NORDESTE       ;2023;8;VAREJO                                                      ;9,8
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2023;8;ATACADO                                                     ;4,66
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2023;8;ATACADO                                                     ;7,46
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2023;8;VAREJO                                                      ;8,0
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;TO        ;NORTE          ;2023;8;VAREJO                                                      ;7,91
FUBA DE MILHO            ;COMUM AMARELO       ;13334;TO        ;NORTE          ;2023;8;ATACADO                                                     ;5,25
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AC        ;NORTE          ;2023;9;ATACADO                                                     ;7,68
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AC        ;NORTE          ;2023;9;VAREJO                                                      ;7,1
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AL        ;NORDESTE       ;2023;9;ATACADO                                                     ;3,76
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AL        ;NORDESTE       ;2023;9;VAREJO                                                      ;4,13
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;AL        ;NORDESTE       ;2023;9;VAREJO                                                      ;10,39
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AM        ;NORTE          ;2023;9;VAREJO                                                      ;9,06
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AM        ;NORTE          ;2023;9;ATACADO                                                     ;6,81
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AP        ;NORTE          ;2023;9;VAREJO                                                      ;6,62
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AP        ;NORTE          ;2023;9;ATACADO                                                     ;6,12
FUBA DE MILHO            ;COMUM AMARELO       ;13334;BA        ;NORDESTE       ;2023;9;VAREJO                                                      ;3,8
FUBA DE MILHO            ;COMUM AMARELO       ;13334;BA        ;NORDESTE       ;2023;9;ATACADO                                                     ;3,49
FUBA DE MILHO            ;COMUM AMARELO       ;13334;CE        ;NORDESTE       ;2023;9;ATACADO                                                     ;5,43
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;CE        ;NORDESTE       ;2023;9;VAREJO                                                      ;8,99
FUBA DE MILHO            ;COMUM AMARELO       ;13334;CE        ;NORDESTE       ;2023;9;VAREJO                                                      ;3,64
FUBA DE MILHO            ;COMUM AMARELO       ;13334;DF        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;3,24
FUBA DE MILHO            ;COMUM AMARELO       ;13334;DF        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;4,54
FUBA DE MILHO            ;COMUM AMARELO       ;13334;ES        ;SUDESTE        ;2023;9;VAREJO                                                      ;5,09
FUBA DE MILHO            ;COMUM AMARELO       ;13334;ES        ;SUDESTE        ;2023;9;ATACADO                                                     ;4,35
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;ES        ;SUDESTE        ;2023;9;VAREJO                                                      ;3,3
FUBA DE MILHO            ;COMUM AMARELO       ;13334;GO        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;5,21
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;GO        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;5,97
FUBA DE MILHO            ;COMUM AMARELO       ;13334;GO        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;6,56
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MA        ;NORDESTE       ;2023;9;VAREJO                                                      ;15,78
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MA        ;NORDESTE       ;2023;9;ATACADO                                                     ;14,78
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MG        ;SUDESTE        ;2023;9;VAREJO                                                      ;4,32
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MG        ;SUDESTE        ;2023;9;ATACADO                                                     ;3,16
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MS        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;8,16
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MS        ;CENTRO-OESTE   ;2023;9;ATACADO                                                     ;5,14
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;MT        ;CENTRO-OESTE   ;2023;9;VAREJO                                                      ;7,11
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;PA        ;NORTE          ;2023;9;VAREJO                                                      ;7,04
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PA        ;NORTE          ;2023;9;ATACADO                                                     ;7,03
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;PB        ;NORDESTE       ;2023;9;VAREJO                                                      ;8,6
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PB        ;NORDESTE       ;2023;9;ATACADO                                                     ;4,13
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PB        ;NORDESTE       ;2023;9;VAREJO                                                      ;4,94
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PE        ;NORDESTE       ;2023;9;ATACADO                                                     ;3,11
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PE        ;NORDESTE       ;2023;9;VAREJO                                                      ;3,2
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PI        ;NORDESTE       ;2023;9;ATACADO                                                     ;5,2
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PI        ;NORDESTE       ;2023;9;VAREJO                                                      ;6,42
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;PR        ;SUL            ;2023;9;VAREJO                                                      ;4,85
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PR        ;SUL            ;2023;9;ATACADO                                                     ;3,96
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PR        ;SUL            ;2023;9;VAREJO                                                      ;4,92
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RJ        ;SUDESTE        ;2023;9;VAREJO                                                      ;3,59
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RJ        ;SUDESTE        ;2023;9;ATACADO                                                     ;2,59
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RN        ;NORDESTE       ;2023;9;ATACADO                                                     ;5,37
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RN        ;NORDESTE       ;2023;9;VAREJO                                                      ;10,08
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RO        ;NORTE          ;2023;9;VAREJO                                                      ;4,58
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RO        ;NORTE          ;2023;9;ATACADO                                                     ;4,4
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RR        ;NORTE          ;2023;9;ATACADO                                                     ;6,92
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RR        ;NORTE          ;2023;9;VAREJO                                                      ;7,94
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RS        ;SUL            ;2023;9;VAREJO                                                      ;5,39
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RS        ;SUL            ;2023;9;ATACADO                                                     ;4,34
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SC        ;SUL            ;2023;9;ATACADO                                                     ;4,54
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SC        ;SUL            ;2023;9;VAREJO                                                      ;5,57
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2023;9;ATACADO                                                     ;4,38
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2023;9;VAREJO                                                      ;5,16
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SE        ;NORDESTE       ;2023;9;VAREJO                                                      ;9,38
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2023;9;VAREJO                                                      ;8,55
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2023;9;ATACADO                                                     ;7,08
FUBA DE MILHO            ;COMUM AMARELO       ;13334;TO        ;NORTE          ;2023;9;ATACADO                                                     ;5,36
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;TO        ;NORTE          ;2023;9;VAREJO                                                      ;7,87
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,53
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,56
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,69
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,16
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,52
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,75
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,52
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,71
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,38
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,51
GIRASSOL                 ;NÃO INFORMADO       ;4738;RS        ;SUL            ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,5
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,33
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,38
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,08
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,17
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,99
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
GIRASSOL                 ;NÃO INFORMADO       ;4738;RS        ;SUL            ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,92
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,98
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,86
GIRASSOL                 ;NÃO INFORMADO       ;4738;RS        ;SUL            ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,96
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,81
GIRASSOL                 ;NÃO INFORMADO       ;4738;RS        ;SUL            ;2023;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
GIRASSOL                 ;NÃO INFORMADO       ;4738;GO        ;CENTRO-OESTE   ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,99
GIRASSOL                 ;NÃO INFORMADO       ;4738;MG        ;SUDESTE        ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,92
GIRASSOL                 ;NÃO INFORMADO       ;4738;MT        ;CENTRO-OESTE   ;2023;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,45
