produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2022;10;ATACADO                                                     ;5,5
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2022;11;ATACADO                                                     ;4,67
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2022;12;ATACADO                                                     ;6,0
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2023;1;ATACADO                                                     ;6,83
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2023;2;ATACADO                                                     ;6,67
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2023;3;ATACADO                                                     ;6,83
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2023;4;ATACADO                                                     ;7,0
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2023;5;ATACADO                                                     ;7,0
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2023;6;ATACADO                                                     ;6,0
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2023;7;ATACADO                                                     ;6,0
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2023;8;ATACADO                                                     ;6,6
ABACATE                  ;NÃO INFORMADO       ;4618;RR        ;NORTE          ;2023;9;ATACADO                                                     ;7,0
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,16
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,53
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,25
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,58
ABACAXI                  ;PÉROLA              ;6320;CE        ;NORDESTE       ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,17
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,8
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,65
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,9
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,57
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2022;10;ATACADO                                                     ;2,96
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,51
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,8
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,83
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,48
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,41
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,71
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2022;10;ATACADO                                                     ;2,0
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,12
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,66
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2022;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,26
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,78
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,21
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,52
ABACAXI                  ;PÉROLA              ;6320;CE        ;NORDESTE       ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,17
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,86
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,51
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,86
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,67
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2022;11;ATACADO                                                     ;3,11
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,86
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,58
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,94
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,92
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,44
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,34
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,47
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2022;11;ATACADO                                                     ;2,4
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,09
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,74
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2022;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,25
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,83
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,54
ABACAXI                  ;PÉROLA              ;6320;CE        ;NORDESTE       ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,17
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,25
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,32
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,82
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,44
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2022;12;ATACADO                                                     ;3,04
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,11
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,81
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,8
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,83
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,22
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,62
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,32
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2022;12;ATACADO                                                     ;2,58
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,09
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,73
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2022;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,45
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,27
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,81
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,2
ABACAXI                  ;PÉROLA              ;6320;CE        ;NORDESTE       ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,17
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,35
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,18
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,29
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2023;1;ATACADO                                                     ;3,3
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,43
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,82
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,93
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,85
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,59
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,71
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,2
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,17
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2023;1;ATACADO                                                     ;2,59
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,67
ABACAXI                  ;PÉROLA              ;6320;SE        ;NORDESTE       ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,91
ABACAXI                  ;PÉROLA              ;6320;SP        ;SUDESTE        ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,59
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2023;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,75
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,44
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,75
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,4
ABACAXI                  ;PÉROLA              ;6320;CE        ;NORDESTE       ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,1
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,56
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,44
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,79
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2023;2;ATACADO                                                     ;3,68
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,82
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,21
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,31
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,61
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,86
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,27
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2023;2;ATACADO                                                     ;2,65
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,13
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,69
ABACAXI                  ;PÉROLA              ;6320;SP        ;SUDESTE        ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,74
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2023;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,85
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,75
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,4
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,61
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,04
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,2
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,73
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2023;3;ATACADO                                                     ;3,77
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,95
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,52
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,76
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,24
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,44
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2023;3;ATACADO                                                     ;2,79
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,24
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,71
ABACAXI                  ;PÉROLA              ;6320;SP        ;SUDESTE        ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,86
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2023;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,0
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,31
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,9
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,55
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,1
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,35
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,49
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2023;4;ATACADO                                                     ;3,68
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,55
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,95
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,62
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,26
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,29
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,67
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,62
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2023;4;ATACADO                                                     ;6,0
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,96
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2023;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,0
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,62
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,6
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,0
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,72
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,0
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,36
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,36
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,62
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,29
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2023;5;ATACADO                                                     ;3,73
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,09
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,95
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,11
ABACAXI                  ;HAVAÍ               ;6319;PR        ;SUL            ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,19
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,02
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,56
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,93
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2023;5;ATACADO                                                     ;8,0
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2023;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,93
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,67
ABACAXI                  ;PÉROLA              ;6320;AL        ;NORDESTE       ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,87
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,25
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,81
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,98
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,67
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,27
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,47
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,87
ABACAXI                  ;PÉROLA              ;6320;MT        ;CENTRO-OESTE   ;2023;6;ATACADO                                                     ;3,66
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,8
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,95
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,25
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,83
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,79
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,46
ABACAXI                  ;NÃO INFORMADO       ;4619;RR        ;NORTE          ;2023;6;ATACADO                                                     ;4,5
ABACAXI                  ;PÉROLA              ;6320;RR        ;NORTE          ;2023;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,14
