"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Valor da produção (Mil Reais)"
"Brasil e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Brasil e Município";"2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2021";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2022"
"Brasil e Município";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Pavão (MG)";"...";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"55";"-";"-";"-";"-";"-";"141";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"48";"-";"-";"-";"-";"-";"252";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"59";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"94";"-";"-";"-";"-";"-";"426";"-";"-";"-";"52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Peçanha (MG)";"...";"-";"-";"36";"480";"-";"-";"-";"1683";"1683";"-";"...";"-";"-";"-";"565";"-";"-";"-";"-";"-";"99";"-";"-";"-";"1129";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"45";"551";"-";"-";"-";"2492";"2492";"-";"...";"-";"-";"-";"723";"-";"-";"-";"-";"-";"172";"-";"-";"-";"2529";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"30";"648";"-";"-";"-";"6847";"6847";"-";"...";"-";"-";"-";"809";"-";"-";"-";"-";"-";"182";"-";"-";"-";"1980";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedra Azul (MG)";"...";"-";"-";"-";"332";"-";"-";"-";"225";"225";"-";"...";"-";"-";"-";"1056";"-";"-";"-";"-";"-";"464";"48";"-";"-";"88";"-";"-";"-";"-";"-";"-";"-";"-";"39";"-";"...";"-";"-";"-";"379";"-";"-";"-";"260";"260";"-";"...";"-";"-";"-";"254";"-";"-";"-";"-";"-";"591";"52";"-";"-";"118";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"...";"-";"-";"-";"403";"-";"-";"-";"460";"460";"-";"...";"-";"-";"-";"999";"-";"-";"-";"-";"-";"1047";"45";"-";"-";"446";"-";"-";"-";"-";"-";"-";"-";"-";"31";"-"
"Pedras de Maria da Cruz (MG)";"...";"-";"-";"-";"4333";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"60";"-";"-";"-";"-";"-";"88";"-";"-";"-";"111";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"5206";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"102";"-";"-";"-";"-";"-";"72";"-";"-";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"7173";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"208";"-";"-";"-";"-";"-";"120";"-";"-";"-";"409";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Periquito (MG)";"...";"-";"-";"-";"83";"-";"-";"-";"45";"45";"-";"...";"-";"-";"-";"45";"-";"-";"-";"-";"-";"280";"-";"-";"-";"302";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"109";"-";"-";"-";"63";"63";"-";"...";"-";"-";"-";"62";"-";"-";"-";"-";"-";"431";"-";"-";"-";"583";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"120";"-";"-";"-";"120";"120";"-";"...";"-";"-";"-";"50";"-";"-";"-";"-";"-";"462";"-";"-";"-";"560";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pescador (MG)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"22";"-";"-";"-";"-";"-";"105";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"47";"-";"-";"-";"-";"-";"138";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"46";"-";"-";"-";"-";"-";"210";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pintópolis (MG)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"345";"-";"-";"-";"-";"-";"494";"-";"168";"-";"389";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"389";"-";"-";"-";"-";"-";"1052";"-";"99";"-";"861";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"367";"-";"-";"-";"-";"-";"1389";"-";"95";"-";"891";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pirapora (MG)";"...";"-";"8269";"-";"19364";"-";"-";"-";"25757";"25757";"-";"...";"-";"-";"-";"1147";"-";"-";"-";"-";"-";"266";"630";"469";"-";"1580";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21079";"...";"-";"-";"-";"22179";"38";"-";"-";"37491";"37491";"-";"...";"-";"-";"-";"39";"-";"-";"-";"-";"-";"852";"670";"1087";"-";"3646";"-";"-";"3962";"-";"-";"-";"-";"-";"-";"21488";"...";"-";"-";"-";"26980";"26";"-";"-";"61071";"61071";"-";"...";"-";"-";"-";"56";"-";"-";"-";"-";"-";"1316";"585";"1571";"-";"3735";"-";"-";"4602";"-";"-";"-";"-";"-";"-";"22275"
"Ponto Chique (MG)";"...";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"79";"-";"-";"-";"-";"-";"210";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"153";"-";"-";"-";"-";"-";"266";"-";"-";"-";"132";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"46";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"149";"-";"-";"-";"-";"-";"414";"-";"-";"-";"201";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ponto dos Volantes (MG)";"...";"-";"-";"-";"1960";"-";"-";"-";"450";"450";"-";"...";"-";"-";"-";"238";"-";"-";"-";"-";"-";"386";"-";"-";"-";"170";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"2116";"-";"-";"-";"467";"467";"-";"...";"-";"-";"-";"258";"-";"-";"-";"-";"-";"696";"-";"-";"-";"329";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"...";"-";"-";"-";"3068";"-";"-";"-";"840";"840";"-";"...";"-";"-";"-";"247";"-";"-";"-";"-";"-";"1269";"-";"-";"-";"265";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-"
"Porteirinha (MG)";"...";"-";"84";"8";"2604";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"838";"-";"-";"-";"-";"-";"101";"74";"148";"-";"227";"-";"-";"-";"48";"45";"-";"-";"-";"-";"-";"...";"-";"90";"9";"3637";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1357";"-";"-";"-";"-";"-";"95";"61";"968";"-";"366";"-";"-";"-";"40";"65";"-";"-";"-";"-";"-";"...";"-";"240";"10";"6063";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1887";"-";"-";"-";"-";"-";"155";"81";"769";"-";"954";"-";"-";"-";"186";"80";"-";"-";"-";"-";"-"
"Poté (MG)";"...";"-";"-";"50";"882";"-";"-";"-";"357";"357";"-";"...";"-";"-";"-";"646";"-";"-";"-";"-";"-";"593";"-";"-";"-";"1208";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"...";"-";"-";"50";"840";"-";"-";"-";"330";"330";"-";"...";"-";"-";"-";"740";"-";"-";"-";"-";"-";"620";"-";"-";"-";"2004";"-";"-";"-";"-";"-";"-";"-";"-";"26";"-";"...";"-";"-";"40";"939";"-";"-";"-";"720";"720";"-";"...";"-";"-";"-";"749";"-";"-";"-";"-";"-";"903";"-";"-";"-";"1996";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-"
"Resplendor (MG)";"...";"-";"-";"-";"172";"-";"-";"-";"2010";"90";"1920";"...";"-";"-";"-";"109";"-";"-";"-";"-";"-";"46";"-";"-";"-";"441";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"199";"-";"-";"-";"3610";"-";"3610";"...";"-";"-";"-";"249";"-";"-";"-";"-";"-";"92";"-";"-";"-";"891";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"220";"-";"-";"-";"5508";"-";"5508";"...";"-";"-";"-";"252";"-";"-";"-";"-";"-";"113";"-";"-";"-";"813";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Riachinho (MG)";"...";"-";"-";"-";"72";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"7185";"-";"-";"-";"-";"-";"325";"-";"92";"-";"19068";"-";"-";"24393";"439";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"66";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"11646";"-";"-";"-";"-";"-";"530";"-";"94";"-";"22866";"-";"-";"43844";"2250";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"86";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"9965";"-";"-";"-";"-";"-";"743";"-";"153";"-";"19583";"-";"-";"47807";"3308";"-";"-";"-";"-";"-";"-"
"Riacho dos Machados (MG)";"...";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"...";"-";"-";"13";"87";"-";"-";"-";"-";"-";"110";"-";"19";"-";"117";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"80";"-";"-";"-";"-";"-";"125";"-";"16";"-";"164";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"58";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"212";"-";"-";"-";"-";"-";"256";"-";"13";"-";"1247";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-"
"Rio Pardo de Minas (MG)";"...";"-";"-";"-";"430";"-";"-";"-";"13322";"13322";"-";"...";"-";"-";"-";"2408";"-";"-";"-";"-";"-";"8043";"2111";"446";"-";"1350";"-";"-";"-";"-";"1122";"-";"-";"-";"-";"-";"...";"-";"30";"-";"407";"-";"-";"-";"22290";"22290";"-";"...";"-";"-";"-";"3906";"-";"-";"-";"-";"-";"10349";"2817";"351";"-";"2772";"-";"-";"-";"-";"2831";"-";"-";"-";"-";"-";"...";"-";"-";"-";"528";"-";"-";"-";"30622";"30622";"-";"...";"-";"-";"-";"4201";"-";"-";"-";"-";"-";"25233";"2220";"162";"-";"2566";"-";"-";"-";"-";"3588";"-";"-";"-";"-";"-"
"Rubelita (MG)";"...";"-";"-";"11";"116";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"195";"-";"-";"-";"-";"-";"198";"-";"-";"-";"171";"-";"-";"-";"-";"318";"-";"-";"-";"-";"-";"...";"-";"-";"8";"93";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"443";"-";"-";"-";"-";"-";"220";"-";"-";"-";"513";"-";"-";"-";"-";"492";"-";"-";"-";"-";"-";"...";"-";"-";"13";"88";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"232";"-";"-";"-";"-";"-";"225";"-";"-";"-";"378";"-";"-";"-";"-";"540";"-";"-";"-";"-";"-"
"Rubim (MG)";"...";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"150";"-";"-";"-";"-";"-";"466";"-";"-";"-";"171";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"75";"-";"-";"-";"-";"-";"630";"-";"-";"-";"154";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"37";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"42";"-";"-";"-";"-";"-";"950";"-";"-";"-";"112";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sabinópolis (MG)";"...";"-";"-";"21";"273";"-";"-";"-";"38";"38";"-";"...";"-";"-";"-";"760";"-";"-";"-";"-";"-";"211";"-";"-";"-";"1301";"-";"-";"-";"-";"251";"-";"-";"-";"-";"-";"...";"-";"-";"19";"277";"-";"-";"-";"398";"398";"-";"...";"-";"-";"-";"933";"-";"-";"-";"-";"-";"207";"-";"-";"-";"3150";"-";"-";"-";"-";"443";"-";"-";"-";"-";"-";"...";"-";"-";"20";"336";"-";"-";"-";"660";"660";"-";"...";"-";"-";"-";"969";"-";"-";"-";"-";"-";"243";"-";"-";"-";"2823";"-";"-";"-";"-";"832";"-";"-";"-";"-";"-"
"Salinas (MG)";"...";"-";"-";"63";"1286";"24";"-";"-";"165";"95";"70";"...";"-";"-";"-";"744";"-";"-";"-";"-";"-";"1010";"166";"68";"-";"1620";"-";"-";"-";"38";"1942";"-";"-";"-";"-";"34";"...";"-";"-";"60";"868";"29";"-";"-";"242";"130";"113";"...";"-";"-";"-";"868";"-";"-";"-";"-";"-";"1523";"132";"72";"-";"3759";"-";"-";"-";"65";"1856";"-";"-";"-";"-";"42";"...";"-";"-";"54";"871";"30";"-";"-";"236";"100";"136";"...";"-";"-";"-";"1397";"-";"-";"-";"-";"-";"2217";"147";"99";"-";"4800";"-";"-";"-";"63";"2401";"-";"-";"-";"-";"52"
"Salto da Divisa (MG)";"...";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"27";"-";"-";"-";"-";"-";"29";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"204";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"58";"-";"-";"-";"-";"-";"45";"-";"-";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"276";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"77";"-";"-";"-";"-";"-";"72";"-";"-";"-";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz de Salinas (MG)";"...";"-";"-";"-";"14";"24";"-";"-";"37";"37";"-";"...";"-";"-";"-";"583";"-";"-";"-";"-";"-";"431";"-";"-";"-";"153";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"36";"13";"-";"-";"33";"33";"-";"...";"-";"-";"-";"228";"-";"-";"-";"-";"-";"534";"-";"-";"-";"205";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"61";"18";"-";"-";"-";"-";"-";"...";"-";"-";"-";"970";"-";"-";"-";"-";"-";"1022";"-";"-";"-";"643";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Efigênia de Minas (MG)";"...";"-";"-";"-";"82";"-";"-";"-";"37";"37";"-";"...";"-";"-";"-";"239";"-";"-";"-";"-";"-";"8";"-";"-";"-";"115";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"121";"-";"-";"-";"22";"22";"-";"...";"-";"-";"-";"354";"-";"-";"-";"-";"-";"14";"-";"-";"-";"344";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"150";"-";"-";"-";"20";"20";"-";"...";"-";"-";"-";"299";"-";"-";"-";"-";"-";"31";"-";"-";"-";"235";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Fé de Minas (MG)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"293";"-";"-";"-";"-";"-";"88";"-";"8";"-";"177";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"407";"-";"-";"-";"-";"-";"144";"-";"-";"-";"438";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"435";"-";"-";"-";"-";"-";"247";"-";"-";"-";"491";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Helena de Minas (MG)";"...";"-";"-";"-";"691";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"141";"-";"-";"-";"-";"-";"340";"-";"-";"-";"77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"761";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"137";"-";"-";"-";"-";"-";"322";"-";"-";"-";"355";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"700";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"146";"-";"-";"-";"-";"-";"615";"-";"-";"-";"238";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Maria do Salto (MG)";"...";"-";"-";"-";"45";"-";"-";"-";"15";"15";"-";"...";"-";"-";"-";"43";"-";"-";"-";"-";"-";"162";"-";"-";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"52";"-";"-";"-";"11";"11";"-";"...";"-";"-";"-";"185";"-";"-";"-";"-";"-";"283";"-";"-";"-";"103";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"90";"-";"-";"-";"-";"-";"391";"-";"-";"-";"175";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Maria do Suaçuí (MG)";"...";"-";"-";"11";"413";"-";"-";"-";"148";"28";"120";"...";"-";"-";"-";"360";"-";"-";"-";"-";"-";"32";"-";"-";"-";"1548";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"12";"525";"-";"-";"-";"273";"54";"219";"...";"-";"-";"-";"397";"-";"-";"-";"-";"-";"53";"-";"-";"-";"3132";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"13";"536";"-";"-";"-";"336";"60";"276";"...";"-";"-";"-";"442";"-";"-";"-";"-";"-";"58";"-";"-";"-";"2862";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Rita do Itueto (MG)";"...";"-";"-";"-";"130";"-";"-";"-";"65311";"27984";"37328";"...";"-";"-";"-";"56";"-";"-";"-";"-";"-";"12";"-";"-";"-";"114";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"170";"-";"-";"-";"71836";"29888";"41948";"...";"-";"-";"-";"101";"-";"-";"-";"-";"-";"20";"-";"-";"-";"275";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"220";"-";"-";"-";"147503";"59926";"87577";"...";"-";"-";"-";"113";"-";"-";"-";"-";"-";"24";"-";"-";"-";"248";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio do Retiro (MG)";"...";"-";"-";"-";"1804";"14";"-";"-";"293";"293";"-";"...";"-";"-";"-";"808";"-";"-";"-";"-";"-";"357";"13";"113";"-";"97";"-";"-";"-";"-";"375";"-";"-";"-";"6";"-";"...";"-";"-";"-";"2669";"-";"-";"-";"593";"593";"-";"...";"-";"-";"-";"576";"-";"-";"-";"-";"-";"510";"22";"293";"-";"366";"-";"-";"-";"-";"185";"-";"-";"-";"7";"-";"...";"-";"152";"-";"3335";"-";"-";"-";"1200";"1200";"-";"...";"-";"-";"-";"735";"-";"-";"-";"-";"-";"730";"27";"169";"-";"215";"-";"-";"-";"-";"338";"-";"-";"-";"12";"-"
"São Domingos das Dores (MG)";"...";"-";"-";"-";"2746";"9";"-";"-";"26017";"26017";"-";"...";"-";"-";"-";"131";"-";"-";"-";"-";"-";"15";"-";"-";"-";"211";"-";"-";"-";"-";"194";"-";"-";"-";"-";"-";"...";"-";"-";"-";"2723";"12";"-";"-";"28102";"28102";"-";"...";"-";"-";"-";"141";"-";"-";"-";"-";"-";"26";"-";"-";"-";"515";"-";"-";"-";"-";"224";"-";"-";"-";"-";"-";"...";"-";"-";"-";"4624";"17";"-";"-";"61650";"61650";"-";"...";"-";"-";"-";"157";"-";"-";"-";"-";"-";"42";"-";"-";"-";"567";"-";"-";"-";"-";"344";"-";"-";"-";"-";"-"
"São Félix de Minas (MG)";"...";"-";"-";"-";"314";"-";"-";"-";"90";"-";"90";"...";"-";"-";"-";"58";"-";"-";"-";"-";"-";"105";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"378";"-";"-";"-";"130";"-";"130";"...";"-";"-";"-";"57";"-";"-";"-";"-";"-";"118";"-";"-";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"389";"-";"-";"-";"187";"-";"187";"...";"-";"-";"-";"57";"-";"-";"-";"-";"-";"180";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco (MG)";"...";"-";"-";"-";"9751";"-";"50";"-";"-";"-";"-";"...";"-";"-";"-";"1118";"-";"-";"-";"-";"-";"630";"44";"198";"-";"1053";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"13169";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"642";"-";"-";"-";"-";"-";"713";"68";"193";"-";"7923";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"17999";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1273";"-";"-";"-";"-";"-";"865";"43";"216";"-";"6336";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Geraldo da Piedade (MG)";"...";"-";"-";"-";"1273";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"87";"-";"-";"-";"-";"-";"74";"-";"-";"-";"104";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1485";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"136";"-";"-";"-";"-";"-";"134";"-";"-";"-";"259";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"2181";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"144";"-";"-";"-";"-";"-";"129";"-";"-";"-";"267";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Geraldo do Baixio (MG)";"...";"-";"-";"-";"29";"-";"-";"-";"409";"-";"409";"...";"-";"-";"-";"20";"-";"-";"-";"-";"-";"19";"6";"-";"-";"250";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"36";"-";"-";"-";"590";"-";"590";"...";"-";"-";"-";"36";"-";"-";"-";"-";"-";"29";"6";"-";"-";"648";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"35";"-";"-";"-";"847";"-";"847";"...";"-";"-";"-";"36";"-";"-";"-";"-";"-";"36";"8";"-";"-";"599";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Lagoa (MG)";"...";"-";"-";"4";"75";"-";"-";"-";"-";"-";"-";"...";"-";"-";"18";"1337";"-";"-";"-";"-";"-";"96";"-";"-";"-";"589";"-";"-";"-";"23";"181";"-";"-";"-";"-";"-";"...";"-";"-";"5";"95";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"786";"-";"-";"-";"-";"-";"297";"-";"-";"-";"888";"-";"-";"-";"40";"97";"-";"-";"-";"-";"-";"...";"-";"-";"-";"156";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1797";"-";"-";"-";"-";"-";"261";"-";"-";"-";"1782";"-";"-";"-";"71";"226";"-";"-";"-";"-";"-"
"São João da Ponte (MG)";"...";"-";"-";"-";"1566";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"362";"-";"-";"-";"-";"-";"540";"59";"18";"-";"373";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1445";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"430";"-";"-";"-";"-";"-";"645";"76";"-";"-";"1530";"-";"-";"-";"39";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1884";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"550";"-";"-";"-";"-";"-";"1088";"99";"-";"-";"2496";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-"
