Munic&iacute;pio [-],C&oacute;digo [-],Gent&iacute;lico [-],Prefeito [2021],&Aacute;rea Territorial - km&sup2; [2022],Popula&ccedil;&atilde;o residente - pessoas [2022],Densidade demogr&aacute;fica - hab/km&sup2; [2022],Escolariza&ccedil;&atilde;o &lt;span&gt;6 a 14 anos&lt;/span&gt; - % [2010],IDHM &lt;span&gt;&Iacute;ndice de desenvolvimento humano municipal&lt;/span&gt; [2010],Mortalidade infantil - &oacute;bitos por mil nascidos vivos [2020],Receitas realizadas - R$ (&times;1000) [2017],Despesas empenhadas - R$ (&times;1000) [2017],PIB per capita - R$ [2020]
2304350,forquilhense,EDINARDO RODRIGUES FILHO,568.778,24173,42.5,96.4,0.644,-,59852.25615,55357.41569,10153.68,
2304459,fortinense,NASELMO DE SOUSA FERREIRA,285.024,17294,60.68,97.5,0.624,16.39,46215.46717,41449.76087,14311.56,
2304509,frecheirinhense,HELTON LUIS AGUIAR JUNIOR,210.284,15615,74.26,97.8,0.604,21.9,44426.33149,38675.59321,16530.18,
2304608,sampaiense,FRANCISCO CORDEIRO MOREIRA,230.371,6734,29.23,96.2,0.568,9.26,24583.97795,25385.03992,10022.93,
2304657,gracense,MARIA IRALDICE DE ALC&Acirc;NTARA,258.942,13801,53.3,99.1,0.57,22.22,50466.39062,45677.84743,8107.93,
2304707,granjense,JULIANA FROTA LOPES DE ALDIGUERI ARRUDA,2663.174,53344,20.03,94.7,0.559,6.37,107204.79999,106091.78735,7976.43,
2304806,granjeirense,FRANCISCO CLEMENTINO DE ALMEIDA,111.528,4841,43.41,98.8,0.585,27.4,16.63519,16804.48543,9762.29,
2304905,groairense,ADAIL ALBUQUERQUE MELO,155.681,10910,70.08,97.9,0.633,20.55,30387.53255,28903.84396,8666.22,
2304954,guaiubano,IZABELLA MARIA FERNANDES DA SILVA,256.053,24217,94.58,94.2,0.617,3.24,55147.27488,51598.99584,8231.8,
2305001,guaraciabense,ANTONIO ADAIL MACHADO CASTRO,624.606,42053,67.33,97.7,0.609,9.1,105405.88413,90370.30516,15609.13,
2305100,guaramiranguense,ROBERLANDIA FERREIRA CASTELO BRANCO,90.817,5654,62.26,97.6,0.637,-,32183.19369,20840.76729,14182.54,
2305209,hidrolandense,IRES MOURA OLIVEIRA,926.592,17855,19.27,98.0,0.597,12.5,40945.08241,37985.57052,8390.94,
2305233,horizontino,MANOEL GOMES DE FARIAS NETO,160.557,74754,465.59,97.1,0.658,9.7,193783.1808,175778.48186,25074.33,
2305266,ibaretamense,ELIRIA MARIA FREITAS DE QUEIROZ,879.255,11956,13.6,95.4,0.577,5.49,28682.80626,28828.38628,9285.37,
2305308,ibiapinense,MARCOS ANTONIO DA SILVA LIMA,414.092,23965,57.87,98.5,0.608,2.61,51973.94305,46606.54475,13413.88,
2305332,ibicuitinguense,FRANCISCO JOS&Eacute; MAGALH&Atilde;ES CARNEIRO,423.856,11611,27.39,97.9,0.606,-,32884.86905,28419.81875,8893.02,
2305357,icapuiense,RAIMUNDO LACERDA FILHO,421.44,21433,50.86,96.8,0.616,3.77,93890.53522,82328.16553,18804.37,
2305407,icoense,ANA LA&Iacute;S PEIXOTO CORREIA NUNES,1865.862,62622,33.56,96.7,0.606,6.01,121888.3251,120450.04181,9974.63,
2305506,iguatuense,EDNALDO DE LAVOR COURAS,992.208,98064,98.83,96.8,0.677,10.45,217787.90904,200741.43321,17001.56,
2305605,independenciano,JOSE VALDI COUTINHO,3222.381,24024,7.46,97.6,0.632,16.61,50895.19251,47668.2617,11360.79,
2305654,ipaporanguense,ANTONIO AMARO PEREIRA OLIVEIRA,704.773,11575,16.42,97.2,0.579,7.75,31035.32593,31543.55553,8278.73,
2305704,ipaumirinense,WILSON ALVES DE FREITAS,276.508,12083,43.7,96.7,0.606,8.62,26749.06499,26533.50603,10722.96,
2305803,ipuense,ROBERIO WAGNER MARTINS MOREIRA,626.049,41081,65.62,97.3,0.618,7.23,95058.00809,85477.94975,11170.26,
2305902,ipueirense,FRANCISCO SOUTO DE VASCONCELOS J&Uacute;NIOR,1483.258,36798,24.81,98.1,0.573,9.56,85184.00785,78943.66079,8142.13,
2306009,iracemense,CELSO GOMES DA SILVA NETO,839.174,14001,16.68,98.0,0.652,11.76,43144.92393,43284.80094,12240.15,
2306108,irau&ccedil;ubense,PATR&Iacute;CIA MARIA SANTOS BARRETO,1466.412,23915,16.31,95.2,0.605,16.44,57618.57886,51199.17333,7899.33,
2306207,itai&ccedil;abense,FRANK GOMES FREITAS,213.604,7536,35.28,99.5,0.656,10.99,24405.74731,21829.31688,9726.35,
2306306,itapajeense,MARIA GORETE BARROSO MAGALHAES CAETANO,432.188,46426,107.42,97.1,0.623,4.55,113391.49212,101400.18181,10655.6,
2306405,itapipoquense,FELIPE SOUZA PINHEIRO,1600.358,131123,81.93,97.9,0.64,14.95,268626.66471,239926.54933,12210.38,
2306504,itapiunense,FRANCISCO D&Aacute;RIO DE OLIVEIRA COELHO,593.231,17841,30.07,95.3,0.604,4.93,65456.73673,45448.28476,7944.2,
2306553,itaremense,ELIZEU CHARLES MONTEIRO,714.833,42726,59.77,96.6,0.606,12.61,100102.24161,93239.96143,16498.65,
2306603,itatirense,JOS&Eacute; FERREIRA MATEUS,829.626,20424,24.62,97.6,0.562,9.4,76025.83975,60600.42204,7302.96,
2306702,jaguaretamense,FRANCISCO GLAIRTON RABELO CUNHA,1826.826,17232,9.43,96.7,0.612,4.44,49201.83037,35976.64248,11306.81,
2306801,jaguaribarense,JOACY ALVES DOS SANTOS JUNIOR,622.963,10356,16.62,97.4,0.618,29.2,28167.84306,26656.01281,12327.89,
2306900,jaguaribano,ALEXANDRE GOMES DIOGENES,1877.062,33726,17.97,96.4,0.621,22.17,85507.21442,82644.15907,16054.82,
2307007,jaguaruanense,JOSE ELIAS DE OLIVEIRA,854.362,31701,37.1,98.4,0.624,8.5,69049.41624,69046.51936,14165.41,
2307106,jardinense,ANIZIARIO JORGE COSTA,544.98,27411,50.3,98.4,0.614,9.01,58468.86665,52203.50615,9576.9,
2307205,jatiense,MONICA ROSANY PEREIRA MARIANO,368.359,7861,21.34,98.1,0.651,-,32089.96358,28222.35564,14536.25,
2307254,jijoquense,LINDBERGH MARTINS,209.029,25555,122.26,98.8,0.652,12.76,62313.16657,60923.78966,21191.38,
2307304,juazeirense,GL&Ecirc;DSON LIMA BEZERRA,258.788,286120,1105.62,97.3,0.694,13.56,672950.28823,522709.24412,17354.57,
2307403,jucaense,JOSE EDSONRIVA SOUZA CUNHA,940.336,23922,25.44,97.5,0.598,7.04,55718.34201,53527.80103,11072.76,
2307502,lavrense ou lavraense,RONALDO PEDROSA LIMA,945.263,30802,32.59,97.2,0.613,14.97,67220.81129,56816.99038,9065.59,
2307601,limoeirense,JOS&Eacute; MARIA DE OLIVEIRA LUCENA,744.525,59560,80.0,98.0,0.682,8.21,115645.24638,106746.35266,20414.96,
2307635,madalenense,MARIA S&Ocirc;NIA DE OLIVEIRA COSTA,997.781,16896,16.93,98.3,0.61,17.14,41301.98044,39124.62753,8115.58,
2307700,maranguapense,ATILA CORDEIRO CAMARA,583.505,105093,180.11,94.9,0.659,12.08,197385.57777,193904.06851,11511.56,
2307809,marquense,ROGER NEVES AGUIAR,573.61,25799,44.98,97.4,0.612,23.68,64664.2363,57587.68763,12396.07,
2307908,martinolopolitano ou martinolopense,FRANCISCO EDIBERTO DE SOUZA,303.445,10846,35.74,97.8,0.599,5.29,30155.02181,29615.54391,7862.38,
2308005,massapeense,ALINE AGUIAR ALBUQUERQUE,567.78,37697,66.39,98.3,0.616,20.34,101272.15812,81630.43037,8202.32,
2308104,mauritiense,ISAAC GOMES DA SILVA JUNIOR,1079.011,45561,42.22,98.1,0.605,22.22,88623.54391,87085.54274,9811.91,
2308203,meruoquense,JOS&Eacute; HERTON ALVES DE SOUSA,151.651,15162,99.98,97.8,0.618,10.42,40227.84038,35949.35702,7904.84,
2308302,milagrense,C&Iacute;CERO ALVES DE FIGUEIREDO,579.097,25900,44.72,96.2,0.628,23.05,62154.81674,53491.71754,10086.12,
2308351,milhaense,LUIZ ALAN PINHEIRO MAC&Ecirc;DO,502.137,13999,27.88,97.5,0.626,21.43,35731.74713,31509.00394,12821.42,
2308377,miraimense,ANTONIO EDNARDO BRAGA LIMA FILHO,708.678,14196,20.03,98.6,0.592,5.29,31540.70901,31469.47985,7289.46,
2308401,miss&atilde;ovelhense,LUIZ ROSEMBERG DANTAS MAC&Ecirc;DO FILHO,613.317,36822,60.04,96.8,0.622,12.09,75644.0299,68822.84345,12954.13,
2308500,mombacense,ORLANDO BENEVIDES CAVALCANTE FILHO,2115.748,37735,17.84,96.4,0.582,12.77,82316.49363,75706.9863,9398.42,
2308609,taboense,FRANCISCO SALOM&Atilde;O DE ARA&Uacute;JO SOUSA,892.538,17149,19.21,99.2,0.61,24.75,44058.07424,43438.91752,8588.52,
2308708,morada-novense,JOS&Eacute; VANDERLEY NOGUEIRA,2763.971,61221,22.15,97.6,0.61,11.58,138124.47818,127183.74765,18928.48,
2308807,moraujense,CARLOS &Aacute;QUILA CUNHA DE QUEIROZ,414.446,8256,19.92,97.4,0.581,8.93,22274.27278,21764.31104,8200.94,
2308906,morrinhense,JERONIMO NETO BRAND&Atilde;O,411.586,22753,55.28,95.1,0.588,21.02,50690.40271,43150.09189,7635.05,
2309003,mucambense,FRANCISCO DAS CHAGAS PARENTE AGUIAR,192.19,13666,71.11,98.6,0.607,11.63,38188.35135,34550.89887,8005.56,
2309102,mulunguense,ROBERT VIANA LEIT&Atilde;O,97.951,10569,107.9,96.9,0.607,7.04,34670.52113,26115.92919,11284.98,
2309201,nova-olindense,&Iacute;TALO BRITO ALENCAR ALVES,282.584,15399,54.49,97.3,0.625,20,46687.0978,38351.07058,10153.43,
2309300,nova-russano,GIORDANNA SILVA BRAGA MANO,736.911,30699,41.66,98.0,0.614,13.55,61813.47715,57297.44701,9556.58,
2309409,novorientense,JESUINO RODRIGUES DE SAMPAIO NETO,947.44,27545,29.07,97.9,0.605,3.04,59518.6181,54123.86991,8921.11,
2309458,ocarense,AMALIA LOPES DE SOUSA,763.075,24493,32.1,98.2,0.594,10.95,60494.65773,53834.80254,8912.68,
2309508,oroense,JOS&Eacute; RUBENS LIMA VERDE,577.526,19675,34.07,97.4,0.636,27.03,49148.46668,46212.7834,9316.89,
2309607,pacajuense,BRUNO PEREIRA FIGUEIREDO,250.304,70534,281.79,98.2,0.659,7.61,130640.47392,115063.05222,16100.81,
2309805,pacotiense,MARCOS VENICIOS NORJOSA GONZAGA,112.433,11186,99.49,96.5,0.635,24.79,33058.44979,30571.83887,11105.2,
2309904,pacujaense,RAIMUNDO RODRIGUES DE SOUSA FILHO,88.355,6175,69.89,98.5,0.621,-,25845.9189,19807.39588,8413.7,
2310001,palhanense,IVANILDO NUNES DA SILVA,436.98,9346,21.39,98.1,0.638,24.39,23889.59752,21230.16995,9874.25,
2310100,palmaciano,DAVID CAMPOS MARTINS,128.896,10242,79.46,91.7,0.622,-,22.15967,23779.59408,8725.16,
2310308,parambuense,ROMULO MATEUS NORONHA,2313.868,31445,13.59,96.6,0.57,12.11,68411.84104,65099.22984,8334.36,
2310407,paramotiense,ANTONIA TELV&Acirc;NIA FERREIRA BRAZ,539.238,10384,19.26,98.7,0.583,17.24,46031.13183,38441.85235,9015.57,
2310506,pedra-branquense,MATHEUS PEREIRA MENDES,1302.081,40187,30.86,98.1,0.603,6.3,82925.93161,81111.07524,8675.86,
2310605,penafortense,RAFAEL FERREIRA ANGELO,150.536,8972,59.6,96.7,0.646,5.68,31652.88666,27208.08937,12715.18,
2310704,pentecostense,JO&Atilde;O BOSCO PESSOA TABOSA,1379.836,37813,27.4,97.3,0.629,7.81,82670.47311,77568.30441,12798.17,
2310803,pereirense,RAIMUNDO ESTEVAM NETO,435.868,15274,35.04,97.9,0.601,10.42,39968.77252,33925.60465,25214.91,
2310902,piquet-carneirense,BISMARCK BARROS BEZERRA,589.601,16616,28.18,96.0,0.6,25,40085.45432,37094.36253,8868.11,
2310951,pires-ferreirense,L&Iacute;VIA MARIA MESQUITA MORORO MUNIZ MARQUES,244.464,10606,43.38,96.8,0.591,21.28,31064.19943,27798.29652,7211.45,
2311009,poranguense,CARLOS ANTONIO RODRIGUES PEREIRA,1310.771,12065,9.2,98.8,0.581,6.21,32651.06826,32252.54594,7880.61,
2311108,porteirense,FABIO PINHEIRO CARDOSO,224.86,17050,75.82,97.6,0.622,8.37,42013.5771,37198.78845,11189.65,
2311207,potengiense,FRANCISCO EDSON VERIATO DA SILVA,343.264,8833,25.73,92.7,0.562,17.54,31761.26025,28826.42168,9353.64,
2311231,potiretamense,LUAN DANTAS FELIX,409.137,5974,14.6,98.0,0.604,14.71,23759.34692,23358.35107,13429.39,
2311264,quiterianopolense,FRANCISCA PRISCILLA DUARTE DE FIGUEIREDO,1041.832,20213,19.4,98.5,0.594,13.16,50000.3633,47607.42957,8083.4,
2311306,quixadaense,RICARDO JOS&Eacute; ARA&Uacute;JO SILVEIRA,2020.586,84165,41.65,95.8,0.659,21.31,176579.49543,166205.08141,11973.46,
2311355,quixeloense,JOSE ADIL VIEIRA JUNIOR,605.345,15910,26.28,97.8,0.591,26.88,1022.69811,37344.88892,10482.81,
2311405,quixeramobinense,CIRILO ANT&Ocirc;NIO PIMENTA LIMA,3324.987,82122,24.7,96.7,0.642,10.62,177264.12065,180081.10224,14474.59,
2311504,quixereense,ANT&Ocirc;NIO JOAQUIM GON&Ccedil;ALVES DE OLIVEIRA,613.099,20874,34.05,97.5,0.622,15.21,54896.30529,51231.49738,20554.63,
2311603,redencionista,DAVID SANTA CRUZ BENEVIDES,247.989,27214,109.74,98.1,0.626,9.07,71514.3984,60338.75437,13216.42,
2311702,reriutabense,PEDRO HUMBERTO COELHO MARQUES,372.949,18606,49.89,96.7,0.601,8.7,45570.45518,45448.70518,9707.05,
2311801,russano,S&Aacute;VIO GURGEL NOGUEIRA,1611.091,72928,45.27,97.2,0.674,5.38,163456.78801,151799.99666,13451.37,
2311900,saboeirense,MARCONDES HERBSTER FERRAZ,1381.274,13854,10.03,97.1,0.575,6.1,38364.08232,33403.24731,9553.0,
2311959,salitrense,DORGIVAL PEREIRA FILHO,806.253,16633,20.63,97.3,0.54,14.13,42585.35118,41896.6991,8826.75,
2312007,santanense-do-acara&uacute;,FRANCISCO DAS CHAGAS MENDES,972.573,30628,31.49,95.4,0.587,27.33,60165.60352,59824.66124,7884.31,
2312106,santanense-do-cariri,SAMUEL CIDADE WERTON,855.165,16954,19.83,97.9,0.612,8.2,57498.64883,50533.47256,8437.24,
2312205,quiteriense,JOS&Eacute; BRAGA BARROZO,4262.293,40183,9.43,97.6,0.616,9.63,87598.63375,80916.4089,12171.26,
2312304,beneditense,SAUL LIMA MACIEL,350.847,47640,135.79,98.1,0.611,9.13,107397.28599,92516.11779,12371.4,
2312403,gon&ccedil;alense,MARCELO FERREIRA TELES,842.635,54021,64.11,98.1,0.665,7.26,252306.83358,219614.33442,83473.11,
2312502,jaguaribense,RAIMUNDO CESAR MORAIS MAIA,279.451,5855,20.95,99.2,0.654,-,21311.30681,18661.53561,13595.79,
2312601,curuense,FRANCISCO CIPRIANO DE ALMEIDA,122.865,10822,88.08,95.4,0.62,-,29335.08881,24687.03039,8962.27,
2312700,pompeuense,ANT&Ocirc;NIO MAUR&Iacute;CIO PINHEIRO JUC&Aacute;,956.882,24266,25.36,96.4,0.619,11.58,58035.9837,52551.18314,12366.24,
2312809,senadorsaense,JOSE MARTINS BARROS JUNIOR,424.642,7262,17.1,98.2,0.603,9.09,16444.7424,21791.74248,7683.23,
2312908,sobralense,IVO FERREIRA GOMES,2068.474,203023,98.15,97.9,0.714,10.62,620503.26479,574656.93699,21343.1,
2313005,solonopolense,ANA VLADIA NOGUEIRA PINHEIRO JUC&Aacute;,1535.855,18179,11.84,98.6,0.625,6.41,54727.68971,49746.31073,12957.31,
2313104,tabuleirense,RILDSON RABELO VASCONCELOS,1047.637,30652,29.26,97.4,0.645,14.33,60758.96795,53068.85358,12346.84,
2313203,tamborilense,LUIZ MARCELO MOTA LEITE,2014.543,24815,12.32,97.1,0.58,21.54,73205.88552,68105.22591,9964.35,
2313252,tarrafense,TERTULIANO CANDIDO MARTINS DE ARAUJO,412.719,7529,18.24,96.8,0.576,9.71,22118.1679,22655.93516,10406.07,
2313302,tauaense,PATR&Iacute;CIA PEQUENO COSTA GOMES DE AGUIAR,4010.618,61223,15.27,97.7,0.633,14.8,136028.13652,135713.29548,11605.35,
2313351,teju&ccedil;uoquense,JOSE ANTUNIZIO DE BRITO,758.707,17154,22.61,98.3,0.584,29.41,51853.41777,43425.04017,6958.53,
2313401,tianguaense,LUIZ MENEZES DE LIMA,909.853,81506,89.58,98.0,0.657,7.03,152865.84876,148371.08625,21137.06,
2313500,trairiense,CARLOS GUSTAVO MONTEIRO MOREIRA,928.725,58415,62.9,98.1,0.606,4.68,109451.09277,107186.91603,14795.09,
2313559,tururuense,FRANCISCA HILZETE MALVEIRA BATISTA,201.27,15412,76.57,96.2,0.606,7.91,38075.48124,31969.73697,7430.37,
2313609,ubajarense,REN&Ecirc; DE ALMEIDA VASCONCELOS,423.673,32767,77.34,98.7,0.648,18.15,84777.89878,63907.03794,17903.87,
2313708,umariense,ALEX SANDRO RUFINO FERREIRA,263.183,6871,26.11,96.5,0.591,-,203.81705,18511.25613,8338.92,
2313757,umiriense,FELIPE CARLOS UCH&Ocirc;A SALES RIBEIRO,315.648,17470,55.35,95.6,0.587,14.44,62155.59944,45115.41853,8030.88,
2313807,uruburetamense,FRANCISCO ALDIR CHAVES DA SILVA,99.4,20189,203.11,95.9,0.639,14.16,46252.58477,42868.59476,12349.85,
2313906,uruoquense,JAN KENNEDY PAIVA AQUINO,697.683,13746,19.7,97.7,0.566,18.52,36175.66262,34549.30811,13874.25,
2313955,varjotense,FRANCISCO ELMO BEZERRA MONTE,179.239,18105,101.01,96.6,0.611,7.41,51275.61286,47814.72672,19390.59,
2314003,varzea-alegrense,JOS&Eacute; HELDER M&Aacute;XIMO DE CARVALHO,829.976,38984,46.97,97.0,0.629,10.68,79368.15813,71300.30285,10609.61,
2314102,vi&ccedil;osense,FRANCISCO JO&Atilde;O CARDOSO FILHO,1310.91,59712,45.55,96.9,0.571,8.14,126024.78879,104188.07011,8262.9,
2100907,araiosense,LUCIANA MAR&Atilde;O FELIX,1789.73,39052,21.82,96.8,0.521,12.68,69273.85442,71709.47393,5902.11,
2112209,timonense,DINAIR SEBASTIANA VELOSO DA SILVA,1763.22,174465,98.95,96.9,0.649,12.12,347106.79381,333511.92196,12311.17,
3101003,&aacute;guas-vermelhense,NILSON FRANCISCO CAMPOS,1256.607,14037,11.17,93.3,0.601,12.58,27494.40686,25905.67987,15777.06,
3101706,almenarense,ADEMIR COSTA GOBIRA,2294.426,40364,17.59,97.8,0.642,9.24,76557.45077,75200.48388,15014.42,
3102704,cachoeirense,GERALDO DUARTE DE SOUSA,695.672,9110,13.1,97.3,0.578,-,21171.47983,19712.58058,12872.1,
3103405,ara&ccedil;uaiense,TADEU BARBOSA DE OLIVEIRA,2236.279,34297,15.34,97.5,0.663,12.53,62203.52899,56562.95885,13441.04,
3105202,bandeirense,SIDNEI ALVES DOS SANTOS,483.789,4741,9.8,98.7,0.599,-,16995.14495,16984.31734,10773.29,
3106507,berilense,ELANE LUIZ ALVES,587.106,9826,16.74,98.9,0.628,-,23051.72672,21807.16464,8941.69,
3106655,berizalense,JO&Atilde;O CARLOS LUCAS LOPES,488.756,4201,8.6,97.8,0.604,17.86,14755.46765,13463.60767,11399.58,
3108255,bonitense,VANIA CARNEIRO DE CARVALHO,3936.455,10204,2.59,93.0,0.537,25.86,27769.795,25677.39103,8001.93,
3109402,buritizeirense,PEDRO HENRIQUE SOARES BRAGA,7218.401,23910,3.31,96.8,0.624,19.11,54705.83522,46533.60484,21029.28,
3112703,capit&atilde;o-eneense ou eneapolitano,REINALDO LANDULFO TEIXEIRA,971.576,14108,14.52,96.9,0.639,9.35,54216.513,31664.13719,23564.85,
3113008,caraiense,HEBER GOMES NEIVA,1242.345,19548,15.73,96.2,0.558,25.21,40352.96771,37225.76242,8149.93,
3115474,catutiense,DELERMANDO DO NASCIMENTO FRAN&Ccedil;A,287.812,4739,16.47,98.3,0.621,-,16947.58725,14383.27199,10174.7,
3116100,chapadense,LEANDRO EVANGELISTA DO SOCORRO,830.833,10337,12.44,97.6,0.598,-,28744.64952,25498.34578,6802.96,
3117009,comerciense,EDNALVES ALVES COSTA,654.961,6660,10.17,99.1,0.593,-,18156.56945,16856.83108,8606.54,
3117836,c&ocirc;nego marinhense,AGID&Ecirc; ALVES SANTANA,1610.47,7237,4.49,98.7,0.621,14.49,17348.02371,16483.14234,7655.69,
3119500,murtense,JOS&Eacute; AILTON FREIRE JARDIM,815.413,8200,10.06,98.7,0.627,43.48,20071.17867,16704.61754,9696.43,
3120300,cristalense,JAIRO DE MATOS BORGES JUNIO,840.702,5121,6.09,95.3,0.583,-,17442.85742,15165.84017,8582.93,
3120870,curraldentense,ADAILDO ROCHA MOREIRA,570.95,7406,12.97,96.2,0.585,-,18469.38476,17057.17065,9262.06,
3122355,divisalegrense,REINILDA PEREIRA DE SOUSA E SILVA,117.802,6321,53.66,98.5,0.608,-,19122.51044,17237.10051,18973.39,
3122454,divisopolense,EUDER DE LIMA ROSEMBERG MENDES,572.926,10213,17.83,98.8,0.609,-,21966.08158,19194.30069,8055.14,
3124302,espinosense,MILTON BARBOSA LIMA,1868.97,30443,16.29,95.7,0.627,13.93,56764.83879,54960.6885,10458.33,
3125606,felisburguense,IDEUVAN DE SOUZA AVELAR,596.215,6489,10.88,96.0,0.583,10.2,17622.38645,16257.84884,9161.66,
3126505,badarosense,ANTONIO REGINALDO MARTINS MOREIRA,461.481,7366,15.96,98.5,0.622,20,19439.59942,18311.2745,6509.59,
3126703,francisco-saense,M&Aacute;RIO OSVALDO RODRIGUES CASASANTA,2747.295,23476,8.55,98.8,0.654,8.4,54128.23806,43836.14147,16461.88,
3127073,fruta de leitense,NIXON MARLON GON&Ccedil;ALVES DAS NEVES,762.837,4647,6.09,94.7,0.544,22.22,15049.64157,12706.4134,8288.61,
3127339,gameleirense,GILMAR RODRIGUES DE OLIVEIRA,1733.203,4793,2.77,98.9,0.65,15.38,15837.42637,13361.75145,10045.49,
3127800,gr&atilde;o-mogolense,DI&Ecirc;GO ANTONIO BRAGA FAGUNDES,3885.294,13901,3.58,96.7,0.604,6.54,42436.14697,37561.25336,45559.67,
3129657,ibiracatuense,ARLIS SOARES COUTINHO,353.257,5081,14.38,98.0,0.591,-,16703.40977,17022.06098,8898.54,
3130655,indaiabirense,VANDERLUCIO DE OLIVEIRA,1004.149,6346,6.32,97.8,0.61,-,18910.66155,16919.0466,9592.73,
3132107,itacarambiense,N&Iacute;VEA MARIA DE OLIVEIRA,1225.273,17208,14.04,97.6,0.641,13.33,54157.35784,48504.75419,11355.54,
3133303,itaobinhense,FABIANO FERNANDES SILVA RIBEIRO,679.024,19151,28.2,98.7,0.629,25.86,41893.16719,38036.2574,13129.02,
3134004,itinguense,JOAO BOSCO VERSIANI GUSMAO CORDEIRO,1649.622,13745,8.33,96.8,0.6,13.33,29984.41148,25831.62879,8393.59,
3134707,jacintense,VALDENIR PEREIRA DA SILVA JUNIOR,1393.609,11042,7.92,97.7,0.62,8.33,26569.19607,25573.51077,10187.67,
3135050,jaibense,REGINALDO ANTONIO DA SILVA,2635.467,37660,14.29,97.4,0.638,3.45,69631.37915,62204.9094,16129.82,
3135100,janaubense,JOS&Eacute; APARECIDO MENDES SANTOS,2181.319,70699,32.41,98.5,0.696,8.4,181150.26897,179742.24621,16320.53,
3135209,januarense,MAURICIO ALMEIDA DO NASCIMENTO,6661.588,65130,9.78,96.4,0.658,10.47,105955.82067,99390.48226,11921.63,
3135357,japonvaense,WELSON GON&Ccedil;ALVES DA SILVA,375.181,8127,21.66,97.8,0.608,20.41,20812.77953,18688.04748,8883.47,
3135456,jenipapense,CARLOS JOS&Eacute; DE JESUS SENA,284.453,6100,21.44,99.1,0.624,-,17242.07642,15781.32774,9929.24,
3135803,jequitinhonhense,NILO BARBUDA SOUTO,3514.216,24002,6.83,96.0,0.615,25.97,54076.14674,48479.80927,9998.16,
3136009,joaimense,DAURO BARRETO MELO FILHO,1664.19,13888,8.35,95.3,0.587,11.24,34826.88302,31892.74494,10360.47,
3136504,jordainense,MARQUES UEL MEIRA DE OLIVEIRA,546.705,10304,18.85,97.4,0.628,18.18,20356.42858,18893.32589,8769.9,
3136520,gon&ccedil;alvense,MARIA GOMES MOTOSO ROCHA,381.332,3969,10.41,99.2,0.632,-,17718.72258,14307.81091,10629.82,
3136579,josenopolense,DANIEL PATRICK RIBEIRO QUEIROZ,541.393,3630,6.7,96.1,0.564,-,16179.74491,14242.63977,10106.36,
3136959,juveniliense,ROMULO MARINHO CARNEIRO,1064.692,5789,5.44,96.7,0.592,15.15,17065.21875,14524.88641,10197.26,
3138658,lontrense,DERNIVAL MENDES DOS REIS,258.925,8790,33.95,97.9,0.646,19.61,20224.54505,17455.81452,8474.3,
3139250,mamonense,VALDECI CUSTODIO JORGE,284.365,5997,21.09,98.5,0.618,-,19130.2334,14667.57145,8258.17,
3139300,manguense,ANAST&Aacute;CIO GUEDES SARAIVA,1950.184,18886,9.68,96.4,0.642,7.02,43950.03224,40606.33981,12368.05,
3140555,mataverdense,IRONE BENTO DIAS OLIVEIRA,227.539,9113,40.05,96.8,0.581,44.44,18136.02541,16967.89797,8411.65,
3140852,matiense,MAURELIO SANTOS PEREIRA,1940.598,8895,4.58,96.9,0.616,7.41,29233.44351,26191.89361,12304.25,
3141009,mato-verdense,PEDRO HENRIQUE HORTA FREITAS,472.245,12038,25.49,97.2,0.662,6.76,30294.36843,26670.12742,11933.06,
3141405,medinense,EVALDO LUCIO PEIXOTO SENA,1435.903,20156,14.04,95.9,0.624,4.29,40957.27783,39995.81265,10992.19,
3142254,miravaniense,ELZIO MOTA DOURADO,602.128,3985,6.62,96.0,0.593,-,16623.26859,14418.62102,8249.35,
3142700,montalvanense,FREDSON LOPES FRANCA,1503.755,14060,9.35,96.2,0.613,-,30085.23098,24657.20733,9679.02,
3142908,monte-azulense,PAULO DIAS MOREIRA,1001.296,20328,20.3,98.3,0.659,15.33,38070.29941,35340.5161,11107.17,
3143153,monte formosense,JOSE GOMES DA SILVA,385.553,4381,11.36,97.7,0.541,28.17,14335.17171,13686.72977,8274.65,
3143450,montesumense,IVAN VIEIRA DE PINHO,1130.419,6888,6.09,97.1,0.587,-,18547.33151,17838.25004,10329.91,
3144656,ninheirense,WAGNER ANTUNES SPOSITO,1108.255,10588,9.55,97.4,0.556,11.9,23533.00077,21353.99311,9916.38,
3145059,novaporteirinhense,REGINA ANTONIA DE SOUZA FREITAS,120.943,6706,55.45,98.3,0.641,34.09,18984.6714,16433.21647,14492.42,
3145307,novo-cruzeirense,MILTON COELHO DE OLIVEIRA,1702.981,26975,15.84,95.7,0.571,-,60332.08934,60836.93997,9418.94,
3145372,novorizontino,CLEBER NASCIMENTO DE PINHO,271.61,4571,16.83,96.8,0.616,20.83,15999.15421,14896.67613,11129.51,
3146255,padre carvaliense,JOSE NILSON BISPO DE SA,446.275,5058,11.33,92.2,0.599,35.71,17243.58758,14820.67604,8775.32,
3146305,padre-paraisense,DIEGO FERDINANDO MENDES OLIVEIRA,544.375,17334,31.84,94.8,0.596,25.83,41906.66212,37191.75296,10079.61,
3146552,paipedrense,JOAQUIM RODRIGUES JUNIOR,839.805,5551,6.61,95.4,0.59,14.08,18814.6635,18807.68599,9033.2,
