,CDESTACAO,SGUF,ENTIDADE,CORPODAGUA,LATITUDE,LONGITUDE,MIN_2019,MIN_2020,MIN_2021,MED_2019,MED_2020,MED_2021,MAX_2019,MAX_2020,MAX_2021
2816,50080000,SE,,,-10.66341,-37.191108,54.813662,,,55.297188,,,55.780714,,
2817,50401300,SE,,,-10.652884,-36.789198,79.368208,,,84.808414,,,90.248621,,
2818,ITPJCI050,BA,INGÁ,Rio Jacurici,-10.651139,-39.716111,,65.626041,65.626041,,71.418699,74.022798,,78.745753,78.745753
2819,13550001,AC,Sema,Rio Acre,-10.649917,-68.506583,,68.870848,61.076112,,69.746133,71.613426,,70.621418,84.746097
2820,50169500,SE,,,-10.644373,-38.999994,37.701609,,,53.180363,,,68.659118,,
2821,50080300,SE,,,-10.643603,-37.30102,40.943537,,,46.486791,,,52.030044,,
2822,ARI312,MT,SEMA,Rio Arinos,-10.640167,-57.725694,74.075979,,,76.206896,,,78.337814,,
2823,50200800,SE,,,-10.622982,-37.079827,42.413685,,,50.522465,,,58.631245,,
2824,ITPAIP050,BA,INGÁ,Rio Aipim,-10.598083,-40.341889,,66.579948,66.579948,,79.026495,74.614985,,84.314931,84.314931
2825,50046000,SE,,,-10.596549,-37.112465,69.543016,,,69.764382,,,69.985749,,
2826,50040000,SE,,,-10.590001,-36.958228,46.065828,,,57.726315,,,69.386801,,
2827,VZBVZB900,BA,INGÁ,Vaza-Barris,-10.5875,-37.87,,52.067599,64.47754,,64.972847,66.387592,,71.13087,68.307899
2828,,BA,,,-10.5858,-38.1033,,,52.502231,,,63.275988,,,73.766989
2829,50043000,SE,,,-10.581019,-36.91313,69.72524,,,71.393641,,,73.062043,,
2830,50042000,SE,,,-10.580599,-36.913882,52.138523,,,55.805382,,,59.47224,,
2831,49796000,SE,,,-10.573697,-36.779372,40.857599,,,45.030015,,,49.202431,,
2832,VZBAAD300,BA,INGÁ,Açude da Adustina,-10.571111,-38.086111,,,,,,,,,
2833,VZBAAD001,BA,INEMA,Açude de Adustina,-10.57,-38.076111,,61.308071,61.308071,,71.953328,68.667575,,77.835637,74.721324
2834,50126000,SE,,,-10.551444,-37.571347,41.563701,,,54.790215,,,68.016729,,
2835,50043500,SE,,,-10.542658,-37.113032,51.83839,,,58.27195,,,64.70551,,
2836,50043400,SE,,,-10.530271,-37.028035,43.981641,,,55.179938,,,66.378236,,
2837,ITPCFM600,BA,INEMA,Campo Formoso,-10.528806,-40.316194,,48.33862,46.297027,,57.479697,57.18977,,72.396946,72.396946
2838,,BA,,,-10.528589,-42.240478,,,54.476427,,,66.999241,,,73.245553
2839,50150200,SE,,,-10.52321,-37.437956,53.710424,,,57.43522,,,61.160016,,
2840,50150050,SE,,,-10.522906,-37.246652,53.335072,,,56.506882,,,59.678692,,
2841,ITPCRC050,BA,INGÁ,Rio Cariaçá,-10.48,-39.356111,,61.126284,61.126284,,71.02168,72.227692,,77.034565,77.528915
2842,,BA,,,-10.474,-42.27814,,,74.166164,,,76.294264,,,77.77276
2843,49744000,SE,,,-10.468234,-36.63016,56.693473,,,62.317284,,,67.941094,,
2844,50042800,SE,,,-10.46189,-37.114782,72.945116,,,74.329868,,,75.714621,,
2845,VZBVZB700,BA,INGÁ,Vaza-Barris,-10.451111,-37.91875,,43.827056,65.054208,,64.464423,70.476259,,73.113194,73.113194
2846,50042500,SE,,,-10.441129,-37.084917,57.687971,,,59.356021,,,61.024071,,
2847,49745000,SE,,,-10.427838,-36.668234,57.555003,,,60.699708,,,63.844413,,
2848,ITPITP050,BA,INGÁ,Rio Itapicuru,-10.413806,-40.183667,,,,,,,,,
2849,JUR316 ou RioJuruena,MT,SEMA,Juruena,-10.395667,-58.339308,81.06922,,,82.360172,,,83.651124,,
2850,,BA,,,-10.386944,-40.218333,,,56.719206,,,67.496236,,,75.806586
2851,49746000,SE,,,-10.36978,-36.807716,44.376127,,,59.643311,,,74.910496,,
2852,50101000,SE,,,-10.365763,-37.698936,31.439603,,,49.603559,,,67.767515,,
2853,50021000,SE,,,-10.365329,-37.185639,54.414543,,,62.645945,,,70.877347,,
2854,15324300,AC,Sema,Rio Abunã,-10.337694,-67.183806,,56.4212,63.38842,,63.979582,72.431044,,71.537964,79.357876
2855,49743100,SE,,,-10.316015,-36.574353,44.374051,,,58.717254,,,73.060457,,
2856,VZBBGP001,BA,INEMA,Vaza-Barris,-10.275,-38.05478,,61.409599,64.339378,,67.219583,70.425806,,74.411519,74.411519
2857,49700000,SE,,,-10.246513,-36.889091,52.461958,,,53.539922,,,54.617887,,
2858,TEL1004,MT,SEMA,Rio Teles Pires,-10.238417,-55.807611,,62.83279,,,73.375606,,,78.897113,
2859,49650900,SE,,,-10.23668,-37.405056,50.021433,,,54.775888,,,59.530344,,
2860,49704900,SE,,,-10.21287,-36.82198,54.593273,,,62.48722,,,70.381168,,
2861,TO30,TO,Saneatins,Córrego Roncador,-10.2105,-48.1958,,,,,,,,,
2862,49704000,SE,,,-10.206565,-36.84252,27.506733,,,30.098019,,,32.689305,,
2863,49619000,SE,,,-10.193657,-37.226954,66.777301,,,67.422874,,,68.068447,,
2864,TO31,TO,Saneatins,Ribeirão Taquarussu,-10.1734,-48.1777,,,,,,,,,
2865,50191000,SE,,,-10.136745,-37.351351,59.209119,,,61.148059,,,63.087,,
2866,TO33,TO,Saneatins,Córrego Água Fria,-10.1274,-48.1881,,,,,,,,,
2867,49519000,SE,,,-10.118934,-37.601378,44.8147,,,50.611983,,,56.409267,,
2868,TEL1043,MT,SEMA,Rio Teles Pires,-10.113,-55.570056,73.843321,,,80.067495,,,86.29167,,
2869,VZBVZB400,BA,INGÁ,Vaza-Barris,-10.093861,-38.361,,54.186967,46.819505,,67.881208,53.815162,,75.228778,57.664627
2870,,BA,,,-10.091944,-38.326111,,,12.84485,,,25.185923,,,34.029653
2871,TO34,TO,Saneatins,Córrego Brejo Comprido,-10.0857,-48.1761,,,,,,,,,
2872,SOBRSF630,BA,INEMA,São Francisco,-10.071,-42.42944,,42.593253,47.915013,,49.214048,52.489239,,58.107662,61.25368
2873,SALSAL450,BA,INEMA,Salitre,-10.010278,-40.695278,,49.447673,56.255229,,56.406524,60.430222,,61.18292,65.20271
2874,13601000,AC,Sema,Rio Acre,-9.957833,-67.778222,,,57.923599,,,66.902631,,,74.009358
2875,49572000,SE,,,-9.911062,-37.291508,23.370156,,,28.903487,,,34.436818,,
2876,VZBVZB150,BA,INGÁ,Vaza-Barris,-9.882139,-39.037889,,62.009467,68.942472,,67.14366,72.561885,,70.666092,76.428606
2877,,BA,,,-9.881667,-38.866667,,,59.304198,,,64.372645,,,69.57539
2878,49390000,SE,,,-9.851139,-37.268398,58.348198,,,65.358932,,,72.369665,,
2879,SALSAL500,BA,INGÁ,Rio Salitre,-9.844444,-40.613306,,,,,,,,,
2880,SOBSOB300,BA,INEMA,Lago Sobradinho,-9.820278,-41.757222,,,,,,,,,
2881,39950010,AL,SEMARH,Rio São Miguel,-9.7747,-36.1059,,,62.02197,,,62.2296,,,62.414016
2882,TARBMI001,BA,INEMA,Barragem Rio Minuim (Batoque),-9.762,-38.03639,,35.839514,,,51.541043,,,62.380691,
2883,21,AL,IMA,Lagoa Manguaba,-9.726944,-35.885278,,,,,,,,,
2884,20,AL,IMA,Lagoa Manguaba,-9.72675,-35.840972,,,,,,,,,
2885,22,AL,IMA,Lagoa Manguaba,-9.717083,-35.891222,,,,,,,,,
2886,13,AL,IMA,Boca da Barra,-9.716972,-35.804333,,,,,,,,,
2887,11,AL,IMA,Zona dos Canais,-9.71289,-35.796456,,,,,,,,,
2888,17,AL,IMA,Lagoa Manguaba,-9.694583,-35.816722,,,,,,,,,
2889,PCT-18,AL,IMA,Lagoa Manguaba,-9.69275,-35.813778,,68.256765,68.499979,,80.371401,78.731972,,89.254026,87.364272
2890,39950010,AL,SEMARH,Rio São Miguel,-9.6859,-36.2844,,,62.02197,,,62.2296,,,62.414016
2891,15,AL,IMA,Lagoa Mundaú,-9.682417,-35.769917,,,,,,,,,
2892,9,AL,IMA,Lagoa Mundaú,-9.659417,-35.768,,,,,,,,,
2893,8,AL,IMA,Lagoa Mundaú,-9.654361,-35.749333,,,,,,,,,
2894,24,AL,IMA,Lagoa Manguaba,-9.645861,-35.913806,,,,,,,,,
2895,SOBBVC001,BA,INEMA,Vereda do Calumbi,-9.644,-43.05528,,49.55626,44.614373,,62.15527,58.870992,,72.714461,73.600876
2896,TEL1134,MT,SEMA,Rio Teles Pires,-9.63925,-56.014528,,57.011228,,,72.511593,,,83.313754,
2897,6,AL,IMA,Lagoa Mundaú,-9.634694,-35.788944,,,,,,,,,
2898,25,AL,IMA,Lagoa Manguaba,-9.634444,-35.95875,,,,,,,,,
2899,5,AL,IMA,Lagoa Mundaú,-9.623083,-35.7825,,,,,,,,,
2900,26,AL,IMA,Rio Paraíba do Meio,-9.616028,-35.960333,,,,,,,,,
2901,4,AL,IMA,Lagoa Mundaú,-9.606194,-35.801861,,,,,,,,,
2902,1,AL,IMA,Rio Mundaú,-9.596306,-35.800917,,,,,,,,,
2903,3,AL,IMA,Lagoa Mundaú,-9.595806,-35.783472,,,,,,,,,
2904,13770000,AC,Sema,Rio Iquiri,-9.590722,-67.532889,,,66.083383,,,71.161584,,,76.301471
2905,13610001,AC,Sema,Rio Acre,-9.590667,-67.532944,,,57.147957,,,67.354354,,,83.340112
2906,MRRCRC500,BA,INEMA,Curaçá,-9.581,-39.88778,,52.736394,52.736394,,68.13827,64.778326,,79.184051,77.039248
2907,RioMundau,AL,IMA,Rio Mundaú,-9.578511,-35.835096,,,,,,,,,
2908,SALSAL600,BA,INGÁ,Rio Salitre,-9.56198,-40.65368,,37.540815,37.540815,,52.729017,50.996841,,64.542614,64.387393
2909,SOBTQR001,BA,INEMA,Vereda da Quixabá,-9.561,-42.03083,,37.863589,46.433904,,50.487659,53.079386,,57.067387,57.067387
2910,SOBLCA001,BA,INEMA,Riacho Tanque Real,-9.513,-43.01022,,50.614192,24.221744,,52.960984,43.913935,,55.583083,55.583083
2911,RioParaiba,AL,IMA,Rio Paraíba do Meio,-9.5073,-36.022342,,,,,,,,,
2912,MRRRSF700,BA,INGÁ,Rio São Francisco,-9.461583,-40.553139,,62.480599,63.008971,,69.646133,70.082453,,80.108895,80.108895
2913,SOBSOB500,BA,INEMA,Lago Sobradinho,-9.453306,-40.843806,,66.298696,66.298696,,75.496538,72.813134,,83.772361,79.962705
2914,SOBRSF650,BA,INGÁ,Rio São Francisco,-9.427472,-40.819222,,62.627234,62.627234,,72.360066,69.430053,,84.423709,81.599565
2915,MRRRSF730,BA,INGÁ,Rio São Francisco,-9.421417,-40.474389,,63.193314,63.193314,,71.174251,70.102925,,79.358339,76.681042
2916,MRRRSF990,BA,INGÁ,Rio São Francisco,-9.419528,-38.198833,,67.908223,62.066421,,76.99135,72.876351,,83.184811,83.184811
2917,MRRRSF980,BA,INGÁ,Rio São Francisco,-9.401111,-38.235694,,61.735853,61.735853,,69.591293,64.548356,,76.252077,69.636161
2918,MRRRSF750,BA,INGÁ,Rio São Francisco,-9.292861,-40.316333,,59.778388,59.778388,,71.521116,72.458078,,82.393328,82.903196
2919,SOBRSF640,BA,INEMA,São Francisco,-9.179,-40.99583,,61.093509,57.155441,,77.313162,67.946141,,84.182624,76.263596
2920,MRRRSF950,BA,INGÁ,Rio São Francisco,-9.1535,-38.306889,,77.016068,61.05224,,82.236924,76.984145,,84.063023,84.063023
2921,MRRCRC800,BA,INGÁ,Curaçá,-9.115278,-39.937278,,39.003011,39.003011,,62.488227,55.543795,,79.25112,72.88054
2922,MRRRSF780,BA,INGÁ,Rio São Francisco,-9.093528,-40.099778,,65.683567,66.980705,,74.856086,73.307124,,82.234484,80.945617
2923,13408000,AC,Sema,Rio Iaco,-9.081061,-68.661653,,77.791334,54.211972,,79.258776,70.349367,,80.726218,80.01302
2924,39570800,PE,CPRH,Rio Inhumas,-8.990602,-36.383047,76.400104,,,81.715211,,,86.605718,,
2925,MU88,PE,APAC/CPRH,Rio Mundaú,-8.990278,-36.471389,,,,,,,,,
2926,MRRRSF850,BA,INGÁ,Rio São Francisco,-8.989139,-39.9095,,54.401702,54.401702,,67.678479,63.886348,,82.860321,76.182053
2927,12369000,AC,SEMA,Rio Juruá,-8.9364,-72.770613,,71.446426,,,78.829454,,,86.212482,
2928,13190000,AC,Sema,Rio Purus,-8.888583,-69.276056,,62.541661,38.806455,,67.512132,65.670242,,82.643843,78.761011
2929,MRRRSF920,BA,INEMA,São Francisco,-8.839167,-38.763056,,66.213881,63.196557,,74.408945,66.809977,,80.483405,71.284038
2930,39540680,PE,CPRH,Rio Pirangí e Riacho das Paixões,-8.837727,-36.121573,63.959769,,,77.243637,,,86.612324,,
2931,39560200,PE,CPRH,Informação não disponível,-8.829524,-35.452927,51.045686,,,65.605,,,79.977021,,
2932,39590500,PE,CPRH,Informação não disponível,-8.812033,-35.183108,41.439662,,,56.35243,,,64.696197,,
2933,49369800,PE,APAC,Bacia Hidrográfica Ipanema,-8.778333,-40.546389,42.13953,,,70.412742,,,84.341959,,
2934,39540700,PE,CPRH,Rio Pirangí,-8.748833,-35.814783,55.368751,,,60.331702,,,65.294652,,
2935,MRRRSF900,BA,INGÁ,Rio São Francisco,-8.719222,-39.113556,,67.762167,62.584457,,76.35063,74.021557,,84.224911,82.014814
2936,39541800,PE,APAC,Rio Panelas,-8.669424,-35.715527,53.360798,,,59.509539,,,64.214768,,
2937,39480200,PE,CPRH,Informação não disponível,-8.648833,-35.211422,25.449825,,,56.370313,,,71.994923,,
2938,39490530,PE,CPRH,Rio Una,-8.643257,-36.578424,43.003916,,,60.29021,,,74.138421,,
2939,MRRRSF870,BA,INGÁ,Rio São Francisco,-8.626111,-39.248056,,59.677036,62.911062,,74.103571,72.117734,,84.447059,84.447059
2940,39540710,PE,CPRH,Rio Panelas,-8.618931,-35.840411,53.193854,,,57.691304,,,62.188753,,
2941,SI51,PE,CPRH,Rio Sirinhaém,-8.588819,-35.133452,,,,,,,,,
2942,39551000,PE,,,-8.587637,-35.669776,74.972749,,,78.062371,,,81.845199,,
2943,39490600,PE,CPRH,Informação não disponível,-8.579328,-35.107136,29.998433,,,48.360233,,,67.809604,,
2944,39540600,PE,APAC,Rio Una,-8.570135,-35.833413,57.819739,,,65.08805,,,70.431568,,
2945,39459000,PE,CPRH,Informação não disponível,-8.565397,-35.394172,59.952643,,,64.603996,,,68.060019,,
2946,49371000,PE,CPRH,Riacho Mororó,-8.55827,-36.987013,45.595528,,,53.634908,,,63.119816,,
2947,48330000,PE,CPRH,Rio das Garças,-8.541842,-40.170853,44.136649,,,65.82011,,,75.908053,,
2948,39540650,PE,CPRH,Rio da Prata,-8.523754,-35.836391,71.925019,,,77.008023,,,80.179799,,
2949,49140000,PE,CPRH,Rio Moxotó,-8.508667,-37.705324,68.985109,,,72.290919,,,76.420385,,
2950,UN33,PE,APAC/CPRH,Rch. Bonitinho,-8.470833,-35.693889,,,,,,,,,
2951,48853000,PE,CPRH,Riacho do Navio,-8.448861,-38.073595,80.926884,,,83.364163,,,87.354397,,
2952,Colméia – TO,TO,,,-8.4476,-48.4627,,,,,,,,,
2953,39430500,PE,CPRH,Informação não disponível,-8.420311,-35.656086,62.303346,,,68.082843,,,76.937427,,
2954,39370420,PE,CPRH,Informação não disponível,-8.406814,-34.978583,64.284342,,,65.543838,,,66.436477,,
2955,39370200,PE,CPRH,Rio Ipojuca,-8.404593,-35.066801,22.646179,,,40.284671,,,57.923163,,
2956,39339800,PE,APAC,Rio Ipojuca,-8.38647,-36.42343,48.742283,,,56.101811,,,69.698537,,
2957,MA02,PE,CPRH,Rio Utinga de Baixo,-8.372289,-35.055611,,,,,,,,,
2958,39570900,PE,APAC,Bacia Hidrográfica Mundaú,-8.369444,-40.540278,59.991172,,,72.968357,,,80.460011,,
2959,39360600,PE,CPRH,Informação não disponível,-8.359261,-35.344778,46.059272,,,48.522103,,,50.984934,,
2960,39266000,PE,CPRH,Rio Mororó,-8.356668,-35.805869,58.020993,,,70.947594,,,81.225489,,
2961,39267000,PE,CPRH,Rio Tabatinga,-8.353404,-35.054068,,,,,,,,,
2962,IP36,PE,CPRH,Rio Ipojuca,-8.348532,-36.375258,,,,,,,,,
2963,39340200,PE,APAC,Bacia Hidrográfica Ipojuca,-8.34583,-36.3748,60.377042,,,67.876152,,,72.655268,,
2964,39339950,PE,CPRH,Rio Bitury,-8.310399,-36.427933,54.339732,,,63.377944,,,82.125224,,
2965,39340350,PE,CPRH,Riacho Taquara,-8.303671,-36.04339,71.271238,,,72.123018,,,72.974799,,
2966,39200550,PE,,,-8.291117,-35.068618,71.249361,,,77.709291,,,84.169222,,
2967,PP53,PE,CPRH,Rio Pirapama,-8.287311,-35.073925,,,,,,,,,
2968,39340400,PE,CPRH,Informação não disponível,-8.283836,-35.940039,12.593104,,,13.700805,,,15.001217,,
2969,39198590,PE,,,-8.283339,-35.159725,49.048988,,,63.909489,,,72.589823,,
2970,39339900,PE,CPRH,Informação não disponível,-8.282286,-36.435372,48.817255,,,58.611937,,,75.205981,,
2971,IP05,PE,CPRH,Rio Ipojuca,-8.271613,-36.700546,,,,,,,,,
2972,39200700,PE,,,-8.256461,-35.015006,42.763003,,,51.511285,,,61.313323,,
2973,12389000,AC,SEMA,Rio Juruá,-8.253949,-72.733585,,74.948938,,,77.76901,,,80.589082,
2974,39359500,PE,CPRH,Informação não disponível,-8.252625,-35.450514,26.37325,,,35.667209,,,44.961168,,
2975,39114000,PE,APAC,Bacia Hidrográfica Capibaribe,-8.2474,-36.37598,52.217364,,,63.447865,,,73.886073,,
2976,39191600,PE,,,-8.24229,-35.26508,21.84297,,,45.757116,,,60.120294,,
2977,39200800,PE,,,-8.2364,-35.0506,60.767186,,,65.386682,,,70.006178,,
2978,IP08,PE,CPRH,Riacho Duas Serras,-8.229533,-36.719978,,,,,,,,,
2979,48450100,PE,CPRH,Riacho São Pedro,-8.229415,-39.897137,72.096075,,,73.60671,,,75.117344,,
2980,48177000,PE,CPRH,Rio Terra Nova,-8.227357,-39.373948,60.81997,,,66.22695,,,69.891949,,
2981,39340500,PE,CPRH,Informação não disponível,-8.213289,-35.607472,22.249004,,,30.740467,,,38.492669,,
2982,48851000,PE,CPRH,Rio Pajeú,-8.207332,-38.531878,51.479029,,,67.665137,,,84.854766,,
2983,39189900,PE,,,-8.174286,-34.964494,30.901785,,,42.108628,,,53.956428,,
2984,12660000,AC,Sema,Rio Envira,-8.166833,-70.389583,,69.45071,54.59408,,76.16296,67.779785,,82.87521,78.798339
2985,JB56,PE,CPRH,Rio Muribequinha,-8.159223,-34.97906,,,,,,,,,
2986,12600002,AC,Sema,Rio Tarauacá,-8.151917,-70.745667,,63.142606,51.795176,,72.912287,63.984042,,82.681967,69.303934
2987,39189580,PE,,,-8.1389,-35.200382,62.096594,,,67.413365,,,72.730136,,
2988,39189600,PE,,,-8.1205,-35.088562,23.528522,,,36.97197,,,47.645748,,
2989,39189750,PE,,,-8.113594,-35.007281,18.551039,,,31.445695,,,40.705053,,
2990,PB-7389-I-1,PB,AESA,Açude Santo Antônio,-8.09652,-36.98847,,,,,,,,,
2991,39113000,PE,APAC,Rio Laranjeiras,-8.093611,-36.378611,64.406814,,,68.417801,,,71.349302,,
2992,39189780,PE,CPRH,Riacho Jangadinha,-8.091,-34.978,77.098739,,,80.628873,,,84.159007,,
2993,39189800,PE,CPRH,Rio Duas Unas,-8.090915,-35.037896,65.253517,,,74.449575,,,83.565137,,
2994,CB027,PE,CPRH,Informação não disponível,-8.089429,-36.38145,,,,,,,,,
2995,49092000,PE,CPRH,Riacho da Várzea Grande,-8.076358,-37.598153,39.843266,,,60.976142,,,75.711644,,
2996,39175000,PE,CPRH,Rio Tapacurá,-8.037586,-35.16216,64.984014,,,71.990349,,,78.157872,,
2997,39181000,PE,CPRH,Rio Várzea do Una,-8.030893,-35.123037,83.464894,,,84.55982,,,86.053628,,
2998,48575000,PE,APAC,Bacia Hidrográfica Terra Nova,-8.02976,-39.06057,62.275269,,,74.235397,,,87.901868,,
2999,39098600,PE,CPRH,Rio Beberibe,-8.020217,-34.873786,15.046269,,,18.895585,,,21.672004,,
3000,39112000,PE,APAC,Bacia Hidrográfica Capibaribe,-8.00013,-36.26932,73.876229,,,76.371291,,,78.830997,,
3001,48839000,PE,CPRH,Rio Pajeú,-7.99945,-38.241871,60.144864,,,72.318069,,,80.756053,,
3002,39188700,PE,CPRH,Informação não disponível,-7.999383,-35.033439,40.829387,,,48.216481,,,55.603575,,
3003,48398000,PE,CPRH,Rio Brígida,-7.993147,-39.565465,73.25817,,,75.131596,,,77.005022,,
3004,48408000,PE,CPRH,Riacho Logradouro,-7.989888,-39.768673,75.452831,,,76.672831,,,77.892831,,
3005,39170500,PE,CPRH,Rio Capibaribe,-7.981603,-35.07804,,,,,,,,,
3006,48438000,PE,CPRH,Riacho São Pedro,-7.979058,-40.321757,73.878817,,,75.224731,,,76.570646,,
3007,39098050,PE,CPRH,Rio Beberibe,-7.973874,-34.930447,64.68688,,,70.170545,,,73.156299,,
3008,48841500,PE,CPRH,Riacho da Cachoeira,-7.973802,-38.322252,83.914466,,,86.894034,,,89.014381,,
3009,39159000,PE,,,-7.96957,-35.11572,69.64467,,,78.812949,,,86.368285,,
3010,39097000,PE,APAC,Bacia Hidrográfica Capibaribe,-7.961944,-36.349722,64.481028,,,71.719512,,,77.478646,,
3011,BE01,PE,CPRH,Rio Araça,-7.9479,-35.0173,,,,,,,,,
3012,39136000,PE,,,-7.938525,-35.736326,67.02893,,,74.972371,,,80.314558,,
3013,ZZPB03,PB,SUDEMA,Açude Pocinhos (Monteiro),-7.93837,-37.2193,,,,,,,,,
3014,39095600,PE,CPRH,"Rio
Paratibe",-7.938139,-34.862492,23.943436,,,27.158319,,,30.373203,,
3015,39095400,PE,CPRH,Rio Paratibe,-7.937694,-34.912722,66.394955,,,69.508354,,,72.621753,,
3016,39090100,PE,,,-7.896536,-35.035056,58.854198,,,66.696104,,,74.538009,,
3017,48439000,PE,CPRH,Riacho Tamboril,-7.896434,-40.14917,78.513224,,,81.144246,,,83.775267,,
3018,39150500,PE,CPRH,Informação não disponível,-7.894953,-35.174169,35.19396,,,39.813601,,,45.235057,,
3019,CB13,PE,CPRH,Rio Capibaribe,-7.894356,-35.340522,,,,,,,,,
3020,39145550,PE,CPRH,Informação não disponível,-7.893817,-35.338264,56.429102,,,60.796038,,,67.949776,,
3021,39095150,PE,CPRH,"Riacho Arroio
Desterro",-7.886364,-34.895944,32.051613,,,38.192432,,,44.333252,,
3022,39146000,PE,CPRH,Rio Cursai,-7.8772,-35.1769,65.620042,,,72.361853,,,81.519907,,
3023,48410000,PE,CPRH,Riacho Gravatá,-7.872843,-39.9361,69.82815,,,75.168803,,,81.06819,,
3024,39090300,PE,,,-7.87022,-34.925341,46.71954,,,57.118399,,,67.289737,,
3025,39145500,PE,CPRH,Informação não disponível,-7.855858,-35.396675,46.673958,,,51.258293,,,59.45944,,
3026,IG35,PE,CPRH,Rio Igarassu,-7.843751,-34.917032,,,,,,,,,
3027,BF05,PE,CPRH,Rio Catucá,-7.8368,-35.034328,,,,,,,,,
3028,39088000,PE,APAC,Bacia Hidrográfica GL1,-7.836667,-41.034444,66.337804,,,74.236592,,,82.397762,,
3029,PB-7389-I-2,PB,AESA,Açude Cordeiro,-7.8185,-36.67933,,,,,,,,,
3030,PJ25,PE,CPRH,Riacho da Volta,-7.775924,-37.472163,,,,,,,,,
3031,48380000,PE,CPRH,Riacho São José,-7.772781,-40.376113,56.86292,,,63.601156,,,70.339392,,
3032,39085500,PE,CPRH,Informação não disponível,-7.753964,-34.934394,50.900033,,,63.488212,,,73.52286,,
3033,39138000,PE,CPRH,Rio Orobó e Palmerinha,-7.749382,-35.523988,,,,,,,,,
3034,48821000,PE,CPRH,Rio Pajeú,-7.745132,-37.622608,50.948722,,,52.565627,,,54.182533,,
3035,JTII57,PB,SUDEMA,Açude Jatobá II (Princesa Isabel),-7.71897,-37.98903,,,,,,,,,
3036,SP10,PB,SUDEMA,Açude São Paulo (Prata),-7.695,-37.08417,,,,,,,,,
3037,CTII58,PB,SUDEMA,Açude Catolé II (MAnaira),-7.68686,-38.17544,,,,,,,,,
3038,SU13,PB,SUDEMA,Açude Sumé (Sumé),-7.67361,-36.89639,,,,,,,,,
3039,39082900,PE,CPRH,Rio Siriji,-7.671073,-35.412585,72.287061,,,74.119043,,,75.951024,,
3040,49384000,PE,APAC,Bacia Hidrográfica Ipanema,-7.644078,-37.15511,62.67673,,,64.804137,,,66.169706,,
3041,ATA-01,CE,COGERH,Atalho,-7.643218,-38.89397,,69.410373,66.248278,,78.040612,82.364681,,83.052691,93.336878
3042,12500004,AC,Sema,Rio Juruá,-7.634538,-72.660665,,67.737911,54.305033,,74.616341,64.214768,,81.49477,78.252994
3043,PB-7369-E-7,PB,AESA,Açude Santa Inês,-7.63142,-38.59558,,,,,,,,,
3044,12430000,AC,Sema,Rio Moa,-7.601077,-72.718731,,58.135043,52.964806,,67.930144,70.705879,,77.725245,80.398452
3045,TV56,PB,SUDEMA,Açude Tavares (Tavares),-7.59338,-37.9122,,,,,,,,,
3046,39081200,PE,CPRH,Informação não disponível,-7.561797,-35.442367,36.938401,,,42.145875,,,47.353349,,
3047,PB-7369-I-4,PB,AESA,Açude Condado,-7.560584,-38.549248,,,,,,,,,
3048,TB54,PB,SUDEMA,Açude Timbauba (Juru),-7.55839,-37.82581,,,,,,,,,
3049,SV23,PB,SUDEMA,Açude Serra Vermelha (Conceição),-7.54997,-38.52311,,,,,,,,,
3050,BR28,PB,SUDEMA,Açude Bruscas (Curral Velho),-7.54492,-38.16108,,,,,,,,,
3051,39084100,PE,APAC,Rio Capibaribe,-7.54006,-34.99186,50.380596,,,64.209413,,,73.026206,,
3052,39081300,PE,CPRH,Informação não disponível,-7.518825,-35.304014,32.877481,,,48.328742,,,63.780003,,
3053,39081230,PE,APAC/CPRH,Rio Mundaú,-7.511667,-35.345278,50.797155,,,62.868611,,,74.940067,,
3054,PIR26,PB,SUDEMA,Açude Piranhas (Ibiara),-7.50631,-38.44586,,,,,,,,,
3055,39082500,PE,CPRH,Informação não disponível,-7.505125,-35.154294,57.114131,,,63.323375,,,69.532618,,
3056,QXB-01,CE,COGERH,Quixabinha,-7.502087,-38.746609,68.8674,68.618791,70.262151,73.559378,73.206513,77.399387,78.251355,77.34687,86.205528
3057,PB-7369-I-2,PB,AESA,Açude Saco,-7.48175,-38.04736,,,,,,,,,
3058,SBII15,PB,SUDEMA,Açude Serra Branca II (Serra Branca),-7.480881,-36.68444,,,,,,,,,
3059,48802500,PE,APAC,Bacia Hidrográfica Pajeú,-7.477222,-37.650278,74.459543,,,81.38277,,,85.709056,,
3060,39540500,PE,APAC,Bacia Hidrográfica Una,-7.475,-35.3275,68.102732,,,73.784114,,,83.76638,,
3061,SBI14,PB,SUDEMA,Açude Serra Branca I (Serra Branca),-7.47397,-36.66064,,,,,,,,,
3062,BJ53,PB,SUDEMA,Açude Bom Jesus (Água Branca),-7.45792,-37.64178,,,,,,,,,
3063,PB-7381-I-1,PB,AESA,Açude Acauã,-7.442016,-35.561266,,,,,,,,,
3064,VZ27,PB,SUDEMA,Açude Vazantes (Diamante),-7.42144,-38.36511,,,,,,,,,
3065,QU31,PB,SUDEMA,Açude Queimadas (Santana dos Garrotes),-7.39314,-37.96906,,,,,,,,,
3066,EP17,PB,SUDEMA,Açude Epitácio Pessoa (Boqueirão),-7.38617,-36.13917,,,,,,,,,
3067,VD22,PB,SUDEMA,Açude Vídeo (Conceição),-7.37169,-38.41003,,,,,,,,,
3068,PJ08,PE,CPRH,Riacho do Belém,-7.369091,-37.218368,,,,,,,,,
