,CDESTACAO,SGUF,ENTIDADE,CORPODAGUA,LATITUDE,LONGITUDE,MIN_2019,MIN_2020,MIN_2021,MED_2019,MED_2020,MED_2021,MAX_2019,MAX_2020,MAX_2021
665,00RJ24CR0040,RJ,INEA,Rio Caranguejo,-22.911694,-42.719275,,51.53926,,,61.817774,,,69.43283,
666,PARB02530,SP,CETESB,Rio Paraíba do Sul,-22.911667,-45.470278,,47.195233,47.195233,,59.269274,56.319058,,64.857135,61.389596
667,00RJ24MN0010,RJ,INEA,Rio Mombuca,-22.911194,-42.820558,,,,,,,,,
668,00RJ12IT0040,RJ,INEA,Canal do Itá,-22.909481,-43.695756,,15.962798,,,21.698713,,,29.338505,
669,JAGR02010,SP,CETESB,Rio Jaguari - UGRHI 05,-22.908333,-46.543611,,42.061706,,,61.016959,,,75.304103,
670,00RJ10MN0001,RJ,INEA,Canal do Mangue,-22.907586,-43.198119,16.477384,,,26.664879,,,32.199188,,
671,00RJ10MR0040,RJ,INEA,Canal do Mangue,-22.906889,-43.217417,13.134061,,,19.082916,,,24.15122,,
672,00RJ12IU0100,RJ,INEA,Rio Itinguçu,-22.906728,-43.889281,,54.35066,,,65.192529,,,72.761929,
673,ATIB02065,SP,CETESB,Rio Atibaia,-22.905,-46.973889,,45.18584,,,60.589832,,,70.993228,
674,PADO02500,SP,CETESB,Rio Pardo - UGRHI 17,-22.904167,-49.619167,,65.099623,68.818139,,73.402811,76.77277,,79.368305,82.875053
675,00RJ31PD0230,RJ,INEA,Rio do Padre,-22.903369,-42.483558,19.191865,,,27.961928,,,35.390817,,
676,LAPE 04900,SP,CETESB,Ribeirão Lavapés - UGRHI 5,-22.903333,-46.547222,,,,,,,,,
677,00RJ10MN0000 ou 00RJ10MR0043,RJ,INEA,Informação não disponível,-22.900192,-43.210194,15.579742,,,23.703991,,,34.502566,,
678,00RJ10MN0000 ou 00RJ10MR0043,RJ,INEA,Rio Maracanã,-22.900192,-43.210194,15.579742,,,23.703991,,,34.502566,,
679,00RJ12SF0080,RJ,INEA,Canal de São Francisco,-22.897392,-43.734989,,66.213745,,,72.185247,,,80.333971,
680,00RJ11CA0010,RJ,INEA,Rio Campo Alegre,-22.891472,-44.279539,,70.121343,,,77.07578,,,86.783563,
681,00RJ12GR0100,RJ,INEA,Rio da Guarda,-22.889189,-43.753758,,28.575855,,,37.695343,,,43.997087,
682,NOSG02500,SP,CETESB,Braço do Rio Novo- UGRHI 17,-22.8861,-49.9894,,73.112326,73.112326,,79.461265,84.234421,,86.331145,94.209875
683,00RJ31RD0015,RJ,INEA,Rio Roncador,-22.885333,-42.605656,54.668259,,,66.986211,,,74.366048,,
684,JAGR00002,SP,CETESB,Rio Jaguari - UGRHI 05,-22.881389,-46.391111,,42.13043,,,55.61383,,,68.420566,
685,PJ001,MG,IGAM,Rio Jaguari,-22.88083,-46.39111,,56.128873,52.466464,,60.230061,58.059279,,63.253215,61.566152
686,00RJ25MO0000,RJ,INEA,Rio das Moças,-22.880675,-42.392514,,25.612087,25.612087,,42.927936,32.884014,,65.517134,47.252534
687,00RJ10CN0100,RJ,INEA,Informação não disponível,-22.879956,-43.239331,15.527947,,,17.658554,,,21.344171,,
688,PADO02400,SP,CETESB,Rio Pardo - UGRHI 17,-22.878611,-49.239722,,62.0747,80.49747,,74.828412,86.483544,,93.157199,93.157199
689,JAGR02100,SP,CETESB,Rio Jaguari - UGRHI 05,-22.8775,-46.607222,,47.481871,,,52.663469,,,57.408926,
690,00RJ10AN0738,RJ,INEA,Rio Alcântara,-22.875389,-43.030583,20.070781,,,29.175155,,,33.507959,,
691,UAMA00600,SP,CETESB,Rio Piracuama,-22.8753,-45.5822,,62.310975,62.310975,,74.804979,71.244334,,82.005956,75.94841
692,00RJ12IG0301,RJ,INEA,Rio Itaguaí,-22.873142,-43.742672,,27.240312,,,35.142654,,,44.908303,
693,00RJ10FR0142,RJ,INEA,Rio Farias,-22.8728,-43.267594,14.182553,,,18.279937,,,28.078215,,
694,00RJ12GM0180,RJ,INEA,Rio Guandu mirim,-22.872697,-43.6762,,17.942484,,,21.945247,,,25.975184,
695,00RJ12CA0140,RJ,INEA,Rio Cação,-22.8722,-43.806497,,45.770404,,,56.560736,,,64.374581,
696,00RJ12PM0360,RJ,INEA,Rio Piranema,-22.870158,-43.782519,,22.056002,,,27.990925,,,35.644911,
697,00RJ25SL0000,RJ,INEA,Rio Salgado,-22.867811,-42.288753,,23.841304,25.36583,,35.668515,31.916505,,59.177764,38.047229
698,UAMA 00550,SP,CETESB,Rio Piracuama,-22.865278,-45.584722,,,,,,,,,
699,00RJ25MT0000,RJ,INEA,Rio Mataruna,-22.8648,-42.336569,,25.780027,17.09887,,30.862073,26.164929,,34.849861,33.691097
700,00RJ31SE0200,RJ,INEA,Rio Seco,-22.857542,-42.511972,49.727,,,63.438373,,,69.936021,,
701,00RJ10BM0760,RJ,INEA,Rio Bomba,-22.855397,-43.102569,13.184319,,,26.898679,,,32.7649,,
702,00RJ31JN0500,RJ,INEA,Rio Jundiá,-22.855153,-42.565292,49.614058,,,59.984722,,,67.351021,,
703,00RJ31TN0020,RJ,INEA,Rio Tinguí,-22.854042,-42.586567,52.423192,,,59.585455,,,66.794098,,
704,PARB02600,SP,CETESB,Rio Paraíba do Sul,-22.844444,-45.234444,,40.987406,40.987406,,52.739122,53.882949,,64.995044,64.995044
705,JCBA02950,SP,CETESB,Ribeirão Jacuba,-22.8417,-47.2531,,49.591714,,,61.819007,,,69.49916,
706,PJ024,MG,IGAM,Rio Jaguari,-22.84028,-46.30639,,50.89908,50.89908,,67.659397,68.612205,,75.061037,77.584423
707,00RJ10AN0740,RJ,INEA,Rio Alcântara,-22.839311,-43.010756,21.3962,,,30.023122,,,36.552674,,
708,00RJ25PI0000,RJ,INEA,Rio Piripiri,-22.837308,-42.138889,,25.022629,19.598004,,29.456221,27.711351,,38.786928,38.786928
709,PJ021,MG,IGAM,Rio Jaguari,-22.83139,-46.12333,,51.845304,50.18845,,66.596533,67.779856,,75.119759,86.126668
710,PRAT02400,SP,CETESB,Rio da Prata,-22.826667,-45.680833,,53.16989,49.844755,,56.262605,60.515826,,61.43162,75.118163
711,00RJ10AN0750,RJ,INEA,Rio Alcântara,-22.825367,-43.006256,24.387934,,,27.626004,,,30.715589,,
712,00RJ10CH0088,RJ,INEA,Rio dos Cachorros II,-22.825064,-43.333725,10.970006,,,15.188192,,,20.628747,,
713,00MS12SU2005,MS,IMASUL,Rio Saijú,-22.824382,-54.775247,50.324951,,,66.134196,,,77.423503,,
714,00RJ10CH0025,RJ,INEA,Rio dos Cachorros I,-22.822844,-43.326858,14.568865,,,17.550368,,,21.695858,,
715,00RJ10AC0241,RJ,INEA,Rio Acarí,-22.822583,-43.351111,16.599194,,,26.213451,,,43.697828,,
716,QUIL03030,SP,CETESB,Ribeirão Quilombo,-22.8206,-47.1567,,17.381859,,,25.05464,,,42.449547,
717,00RJ10PN0180,RJ,INEA,Informação não disponível,-22.819575,-43.283292,14.031083,,,14.646115,,,15.094571,,
718,QUIL03200,SP,CETESB,Ribeirão Quilombo,-22.818611,-47.198611,,14.470507,,,17.579886,,,26.942147,
719,00RJ10IJ0200,RJ,INEA,Rio Irajá,-22.818342,-43.285069,14.897419,,,16.792501,,,20.545873,,
720,PARI02700,SP,CETESB,Rio do Pari,-22.816667,-50.316111,,43.872319,43.872319,,61.955593,60.358783,,68.951536,69.70848
721,00RJ10AC0240,RJ,INEA,Rio Acarí,-22.812542,-43.330694,15.906962,,,22.951075,,,30.795895,,
722,TIJU02900,SP,CETESB,Ribeirão Tijuco Preto,-22.810833,-47.173333,,12.983648,,,17.068337,,,23.622351,
723,00RJ12GN0200,RJ,INEA,Rio Guandu,-22.809369,-43.627286,,44.208755,47.915349,,65.853611,66.953482,,76.438908,75.538085
724,00RJ10PV0981,RJ,INEA,Rio Pavuna,-22.804683,-43.3668,19.706239,,,24.121197,,,33.208276,,
725,QUIL03500,SP,CETESB,Ribeirão Quilombo,-22.8039,-47.2806,,14.520199,,,22.301454,,,34.666262,
726,00RJ10PV0982,RJ,INEA,Rio Pavuna,-22.803611,-43.347797,17.337673,,,22.662074,,,34.956368,,
727,00RJ10IB0810,RJ,INEA,Rio Imboassu,-22.803053,-43.058136,15.320826,,,19.743969,,,24.423491,,
728,00RJ10SJ0220,RJ,INEA,Rio São João de Meriti,-22.802586,-43.290097,,,,,,,,,
729,00RJ10CB0005,RJ,INEA,Rio Caboblo,-22.798361,-43.310764,14.301422,,,15.041204,,,15.956715,,
730,00RJ10AN0741,RJ,INEA,Rio Alcântara,-22.791008,-43.013975,15.812365,,,18.797671,,,20.270169,,
731,00RJ10CB0004,RJ,INEA,Rio Caboblo,-22.788492,-43.317608,15.010758,,,15.903306,,,17.658275,,
732,,RJ,,,-22.787781,-43.591486,,,15.991089,,,19.816166,,,26.556466
733,00RJ10GX0720,RJ,INEA,Rio Guaxindiba,-22.786928,-42.972719,22.423691,,,28.038569,,,33.150347,,
734,GUAT02800,SP,CETESB,Rio Guaratingueta,-22.783333,-45.212778,,45.843426,59.328435,,66.783227,67.742174,,77.469799,72.701734
735,00RJ10MT0820,RJ,INEA,Rio Mutondo,-22.782989,-42.918519,19.647211,,,24.269761,,,29.069121,,
736,,RJ,,,-22.782836,-43.596703,,,12.235867,,,21.345877,,,32.332133
737,00RJ10SP0305,RJ,INEA,Rio Sarapuí,-22.777872,-43.397289,16.699886,,,22.533679,,,35.856919,,
738,NUMA04900,SP,CETESB,Ribeirão Anhumas,-22.765556,-47.1,,32.86365,,,38.676611,,,42.617173,
739,PJ009,MG,IGAM,Rio Camanducaia,-22.76333,-46.22639,,43.356488,43.356488,,57.283336,56.068683,,65.390691,68.359449
740,00RJ10SP0307 ou 00RJ10SP0313,RJ,INEA,Rio Sarapuí,-22.763072,-43.362403,16.520439,,,23.454031,,,33.541393,,
741,PJ006,MG,IGAM,Rio Camanducaia,-22.76306,-46.15194,,41.187692,39.040382,,51.034251,50.081201,,59.116978,62.226723
742,ATIB 02605 ou ATIB02605,SP,CETESB,Rio Atibaia,-22.763056,-47.155,,40.463154,,,57.842987,,,64.779525,
743,ATIB02800,SP,CETESB,Rio Atibaia,-22.761389,-47.173333,,39.256913,,,55.455325,,,64.325965,
744,00RJ12QM0270,RJ,INEA,Rio Queimados,-22.759769,-43.615831,,13.970938,10.474174,,23.883208,19.888561,,41.689283,28.62177
745,ATIB02300,SP,CETESB,Rio Atibaia,-22.756944,-47.110833,,57.441272,,,74.47323,,,84.14618,
746,PJ015,MG,IGAM,Rio do Guardinha,-22.75444,-46.365,,61.098183,45.010926,,66.004787,64.400467,,70.604951,74.948903
747,JAGR02200,SP,CETESB,Rio Jaguari - UGRHI 05,-22.746667,-46.897778,,58.894351,,,63.514874,,,69.947005,
748,00RJ10SP0300,RJ,INEA,Informação não disponível,-22.746306,-43.287639,15.827601,,,18.149164,,,19.413185,,
749,00RJ10IA0262,RJ,INEA,Rio Iguaçu,-22.745639,-43.248336,,,,,,,,,
750,PJ018,MG,IGAM,Rio do Guardinha,-22.74417,-46.39194,,46.148033,40.895755,,55.306614,52.97088,,62.211404,58.992129
751,00RJ10BT0100,RJ,INEA,Rio da Bota,-22.736511,-43.411572,15.927472,,,23.56458,,,35.898636,,
752,TOLE03750,SP,CETESB,Ribeirão dos Toledos,-22.735833,-47.414444,,30.90083,,,40.188339,,,51.856528,
753,PDIZ00700,SP,CETESB,Ribeirão das Perdizes,-22.7342,-45.5717,,56.652962,60.72683,,67.59356,68.014501,,77.552933,77.552933
754,00RJ10IA0261,RJ,INEA,Rio Iguaçu,-22.733897,-43.259986,,,,,,,,,
755,00RJ12QM0271,RJ,INEA,Rio Queimados,-22.730367,-43.592544,,14.138934,11.575427,,21.527266,18.723913,,33.137967,28.363134
756,00RJ12PO0290,RJ,INEA,Rio dos Poços,-22.729258,-43.629519,,21.407084,25.112603,,33.394665,33.16741,,39.853333,43.297743
757,00RJ10CC0625,RJ,INEA,Rio Caceribu,-22.727233,-42.725847,36.884149,,,45.921591,,,49.141076,,
758,00RJ02NG0353,RJ,INEA,Rio Negro,-22.726675,-41.994017,69.101544,,,75.898127,,,79.424449,,
759,00RJ10IA0260,RJ,INEA,Rio Iguaçu,-22.725142,-43.288986,17.316846,,,24.634952,,,31.066646,,
760,CMDC02050,SP,CETESB,Rio Camanducaia,-22.724444,-46.624444,,36.893681,,,62.670566,,,70.659608,
761,00RJ06UN0100,RJ,INEA,Rio Una,-22.717719,-42.021417,,29.039956,,,42.147141,,,50.922942,
762,SAGU02050,SP,CETESB,Rio Sapucaí Guaçu,-22.716111,-45.56,,48.093069,48.093069,,56.919113,56.890115,,64.300708,64.300708
763,ATSG02800,SP,CETESB,Reservatório de Salto Grande (UGRHI 05),-22.7161,-47.2672,,49.658725,,,73.232669,,,88.800932,
764,QUIL03900,SP,CETESB,Ribeirão Quilombo,-22.714444,-47.333889,,19.824514,,,28.25371,,,38.626512,
765,00RJ10CC0622,RJ,INEA,Rio Cacerebú,-22.713117,-42.953397,34.851215,,,49.454557,,,68.521339,,
766,00RJ05BC0002,RJ,INEA,Rio Bacaxá,-22.712392,-42.360164,,62.02368,,,70.801178,,,83.36007,
767,PCAB02220,SP,CETESB,Rio Piracicaba,-22.712222,-47.649444,,41.290667,,,49.392808,,,53.199985,
768,JAGR02300,SP,CETESB,Rio Jaguari - UGRHI 05,-22.712222,-46.971389,,61.145028,,,67.900623,,,74.507153,
769,00RJ10CC0620,RJ,INEA,Rio Caceribú,-22.711111,-42.809722,56.367646,,,64.973785,,,73.662033,,
770,PCAB02100,SP,CETESB,Rio Piracicaba,-22.710833,-47.322778,,47.346913,,,61.26337,,,68.731439,
771,PJ012,MG,IGAM,Rio do Guardinha,-22.70667,-46.45722,,61.874397,44.058807,,67.813311,67.454479,,71.691097,76.67716
772,PJ003,MG,IGAM,Rio Camanducaia,-22.70528,-45.93722,,71.869077,77.70843,,83.40196,85.851658,,93.905348,94.176319
773,CMDC02100,SP,CETESB,Rio Camanducaia,-22.704722,-46.695,,45.949483,,,62.846712,,,71.406212,
774,JAGR 02400 ou JAGR02400,SP,CETESB,Rio Jaguari - UGRHI 05,-22.704167,-47.014167,,53.806239,,,64.926623,,,72.139088,
775,PARB02700,SP,CETESB,Rio Paraíba do Sul,-22.703333,-45.119444,,45.447859,45.447859,,55.170973,57.33442,,64.044318,61.764509
776,01RJ02LG0399 ou 01RJ12LG0399,RJ,INEA,Reservatório de Lajes,-22.702514,-43.882094,,46.07857,,,66.982147,,,76.045389,
777,01RJ02LG0399 ou 01RJ12LG0399,RJ,INEA,"Reservatório de Lajes - próximo à barragem, no centro do canal.",-22.702514,-43.882094,,46.07857,,,66.982147,,,76.045389,
778,CMDC02300,SP,CETESB,Rio Camanducaia,-22.7025,-46.749444,,50.182939,,,60.825358,,,65.8685,
779,PIMI02900,SP,CETESB,Ribeirão Piracicamirim,-22.699167,-47.629444,,35.080526,,,49.299244,,,61.924763,
780,JAGR02500,SP,CETESB,Rio Jaguari - UGRHI 05,-22.698889,-47.151944,,56.36325,,,67.069833,,,76.923832,
781,ATIB02900,SP,CETESB,Rio Atibaia,-22.698333,-47.290833,,65.373757,,,73.793433,,,84.190044,
782,PCAB02135,SP,CETESB,Rio Piracicaba,-22.6975,-47.387222,,29.6816,,,40.424284,,,44.516262,
783,PCAB02300,SP,CETESB,Rio Piracicaba,-22.695556,-47.671944,,43.490146,,,54.109601,,,60.527778,
784,SAGU02250,SP,CETESB,Rio Sapucaí Guaçu,-22.693611,-45.505278,,55.674679,58.412686,,67.178187,65.972278,,79.863319,79.863319
785,00RJ12LG0351,RJ,INEA,Ribeirão das Lages,-22.692153,-43.784286,,48.987452,48.987452,,70.808958,73.650485,,85.784241,83.068853
786,PCAB02800,SP,CETESB,Rio Piracicaba,-22.691944,-47.7775,,40.2636,,,52.09846,,,63.859637,
787,CMDC02400,SP,CETESB,Rio Camanducaia,-22.689167,-46.880833,,44.289313,,,56.57782,,,68.217203,
788,PCAB02192,SP,CETESB,Rio Piracicaba,-22.688889,-47.582778,,41.726732,,,46.628048,,,53.962535,
789,SAMI02200,SP,CETESB,Rio Sapucaí-Mirim,-22.686111,-45.735,,55.352399,55.444664,,60.411732,58.387729,,65.467404,63.876779
790,00RJ10IA0250,RJ,INEA,Rio Iguaçu,-22.685089,-43.365253,40.892127,,,44.677066,,,47.276079,,
791,CRUM 02900,SP,CETESB,Rio Corumbataí,-22.684444,-47.676944,,,,,,,,,
792,00RJ10GP0601,RJ,INEA,Rio Guapi,-22.684108,-42.9506,55.455439,,,65.784526,,,76.675215,,
793,00RJ12LG0350,RJ,INEA,Ribeirão das Lages,-22.682353,-43.816664,,58.395623,58.395623,,73.550431,75.656708,,85.662709,85.481522
794,CRUM02850,SP,CETESB,Rio Corumbataí,-22.6792,-47.6753,,26.994531,,,49.040443,,,65.586664,
795,TIBT02500,SP,CETESB,Braço do Rio Tiete,-22.678056,-48.251667,,38.535365,,,63.674845,,,84.879318,
796,00RJ10GP0600,RJ,INEA,Rio Guapi,-22.676067,-42.973747,38.901463,,,49.685539,,,56.745282,,
797,00RJ10CC0630,RJ,INEA,Rio Caceribu,-22.669861,-42.668317,70.656413,,,75.574951,,,78.427907,,
798,00RJ10MG0580,RJ,INEA,Rio Magé,-22.663644,-43.040178,14.458799,,,17.610706,,,22.032512,,
799,JAGR02800,SP,CETESB,Rio Jaguari - UGRHI 05,-22.662222,-47.277778,,45.257694,,,55.997231,,,65.626341,
800,CMDC02900,SP,CETESB,Rio Camanducaia,-22.661667,-47.003056,,46.931687,,,60.420678,,,66.008231,
801,PARP02750,SP,CETESB,Rio Paranapanema,-22.661111,-51.388333,,63.692667,63.692667,,84.523188,83.621768,,93.403205,91.307108
802,TATU04850,SP,CETESB,Ribeirão Tatu,-22.66,-47.3525,,15.987788,,,23.993735,,,38.199066,
803,00RJ10SC0420,RJ,INEA,Rio Saracuruna,-22.659856,-43.251103,30.043126,,,35.987862,,,39.905857,,
804,PIAL02900,SP,CETESB,Ribeirão do Pinhal,-22.659722,-47.275833,,64.733943,,,72.495815,,,80.828726,
805,00RJ10RN0560,RJ,INEA,Rio Roncador,-22.659644,-43.050928,57.234444,,,63.223501,,,66.859308,,
806,00RJ10IR0540,RJ,INEA,Rio Iriri,-22.657983,-43.077839,40.684183,,,43.286938,,,45.531102,,
807,00RJ10SR0500,RJ,INEA,Rio Suruí,-22.657619,-43.118972,38.751353,,,48.376839,,,58.366054,,
808,TREB02950,SP,CETESB,Ribeirão Três Barras,-22.6575,-47.209444,,15.71368,,,22.060465,,,31.86759,
809,00RJ12GN0201,RJ,INEA,Rio Guandu,-22.6572,-43.664219,,57.023984,55.394817,,72.810768,73.751019,,86.273635,84.312684
810,00RJ10IN0460,RJ,INEA,Rio Inhomirim,-22.649439,-43.175128,41.344799,,,47.542978,,,56.601953,,
811,00RJ10SR0400,RJ,INEA,Informação não disponível,-22.644056,-43.283347,34.373346,,,38.837312,,,43.43999,,
812,00RJ05CP0002,RJ,INEA,Rio Capivari,-22.642692,-42.400175,,55.549471,,,70.760407,,,82.192478,
813,00RJ12SP0310,RJ,INEA,Rio São Pedro,-22.642497,-43.622989,,59.107725,64.54965,,71.708517,73.492105,,79.135201,78.095361
814,00RJ12SN0331,RJ,INEA,Rio Santana,-22.637142,-43.668181,,40.970016,47.388854,,63.959286,64.474539,,81.084967,72.919011
815,CRUM02500,SP,CETESB,Rio Corumbataí,-22.633611,-47.682778,,44.465996,,,58.637287,,,75.819854,
816,PCBP02500,SP,CETESB,Braço do Rio Piracicaba,-22.628889,-48.174167,,66.816807,,,80.731456,,,92.277369,
817,00RJ12MC0410,RJ,INEA,Rio Macaco,-22.628125,-43.703344,,30.962731,30.55903,,38.616643,38.593384,,49.166605,48.884648
818,00RJ10IN0450,RJ,INEA,Rio Inhomirim,-22.624358,-43.154839,45.504423,,,52.30898,,,58.981526,,
819,PIVR02700,SP,CETESB,Rio da Capivara - UGRHI 17,-22.621944,-50.683889,,50.433903,50.433903,,65.12673,61.199169,,71.709779,69.447927
820,TIBB02100,SP,CETESB,Reservatório de Barra Bonita,-22.612778,-48.347778,,60.601743,,,76.025973,,,86.188905,
821,PQTE02800,SP,CETESB,Rio Piquete,-22.601944,-45.01,,50.454181,66.535142,,68.67608,69.821436,,78.275596,73.271145
822,PARP02900,SP,CETESB,Rio Paranapanema,-22.597222,-52.874444,,71.738588,79.090185,,87.922382,90.320416,,93.734144,94.098004
823,LENS02500,SP,CETESB,Rio Lençóis,-22.596944,-48.803889,,65.255494,57.670932,,69.260354,67.749818,,72.780257,73.990291
824,PARB02800,SP,CETESB,Rio Paraíba do Sul,-22.5958,-44.9711,,50.254906,50.254906,,59.878827,60.861753,,67.071192,65.982911
825,PEXE02100,SP,CETESB,Rio do Peixe-UGRHI 9,-22.5958,-46.5169,,37.180959,,,55.461201,,,67.617177,
826,00RJ05SJ0012,RJ,INEA,Rio São João,-22.587844,-42.266606,,50.098488,,,71.082615,,,81.919296,
827,CRUM02300,SP,CETESB,Rio Corumbataí,-22.581389,-47.683611,,37.817091,,,53.446657,,,69.562996,
828,PONT04950,SP,CETESB,Córrego do Pontilhão ou Barrinha,-22.568333,-44.953333,,15.251126,19.795165,,25.209141,26.254223,,39.506011,34.065992
829,ALIM02950,SP,CETESB,Ribeirão da Água Limpa,-22.565833,-44.949722,,35.745506,41.29146,,43.784704,48.718026,,54.340272,54.340272
830,PEXE 02150,SP,CETESB,Rio do Peixe-UGRHI 9,-22.564722,-46.535556,,,,,,,,,
831,00RJ05SJ0003,RJ,INEA,Rio São João,-22.564714,-42.363825,,,,,,,,,
832,JACU02900,SP,CETESB,Rio Jacu,-22.563333,-44.912778,,66.875956,58.597666,,75.512875,71.651852,,79.703006,78.103767
833,00RJ10MC0967,RJ,INEA,Rio Macacu,-22.560794,-43.693914,58.529177,,,63.100618,,,67.810151,,
834,00RJ10SB0998,RJ,INEA,Rio Soberbo,-22.548617,-42.983208,56.630845,,,61.411292,,,64.626656,,
835,TIBB02700,SP,CETESB,Reservatório de Barra Bonita,-22.544167,-48.446667,,66.658013,,,82.562018,,,91.022995,
836,PARB02900,SP,CETESB,Rio Paraíba do Sul,-22.542222,-44.773889,,49.248376,52.18597,,63.228093,61.349335,,68.8916,68.782038
837,PIVI02850,SP,CETESB,Ribeirão Capivari - UGRHI 17,-22.532222,-50.908056,,66.86201,66.86201,,71.444731,73.10279,,76.49589,77.753255
838,00RJ02PS0410,RJ,INEA,Rio Paraíba do Sul,-22.529033,-44.568494,,50.811931,50.811931,,72.726341,70.954897,,84.325172,77.938313
839,01RJ02FN0150,RJ,INEA,Reservatório de Funil,-22.528753,-44.566578,,36.295981,54.328345,,65.904437,64.405416,,85.057699,76.5406
840,00RJ02PS0418,RJ,INEA,Rio Paraíba do Sul,-22.525772,-44.189953,,46.553006,46.553006,,59.642249,58.739881,,79.047889,69.693517
841,01RJ02FN0130,RJ,INEA,Reservatório de Funil – Queluz.,-22.525269,-44.725103,,46.891764,46.891764,,66.529727,61.990005,,80.906434,72.79807
842,PIZI02900,SP,CETESB,Rio Pirapozinho,-22.524444,-52.0175,,64.985504,64.985504,,76.240743,73.930178,,80.457899,79.921021
843,00RJ02PS0419,RJ,INEA,Rio Paraíba do Sul,-22.519969,-44.133203,,43.361688,43.629593,,58.203084,58.195422,,76.307217,66.80654
844,00RJ02BN0180,RJ,INEA,Rio Bananal,-22.518814,-44.196647,39.630254,,,50.609623,,,60.758841,,
845,PARN 02910 ou PARN02910,SP,CETESB,Rio Paraná,-22.5183,-53.0061,,79.78793,,,89.53769,,,93.804104,
846,00RJ04RO0015,RJ,INEA,Rio das Ostras,-22.517972,-41.932211,,42.96868,,,50.952435,,,59.370516,
847,BG039,MG,IGAM,Rio Sapucaí,-22.51597,-45.40219,,50.626432,42.889458,,66.423818,65.134246,,74.054257,93.244135
848,CRUM02200,SP,CETESB,Rio Corumbataí,-22.515,-47.623889,,39.474946,,,50.965899,,,64.954267,
849,TIET02500,SP,CETESB,Rio Tietê,-22.507222,-48.546111,,69.22171,,,74.005768,,,79.805173,
850,LENS03950,SP,CETESB,Rio Lençóis,-22.504444,-48.622222,,58.732485,58.732485,,65.975781,68.174375,,70.35966,76.738975
851,00RJ02PB0002,RJ,INEA,Rio Piabanha,-22.503911,-43.182539,34.643512,,,46.044698,,,54.377576,,
852,00RJ02PS0423,RJ,INEA,Informação não disponível,-22.499031,-43.934578,,41.51541,43.046891,,57.644243,55.99966,,77.747044,67.774914
853,00RJ02AB0155,RJ,INEA,Córrego Água Branca,-22.494356,-44.648053,62.55685,,,72.874781,,,77.528901,,
854,00MS13BL2024,MS,IMASUL,Córrego do Baile,-22.489167,-53.326389,50.000565,50.000565,,59.146444,60.474969,,75.57631,75.57631,
855,01RJ02SC0200,RJ,INEA,Represa de Santa Cecília,-22.482231,-43.839181,,44.139526,50.022887,,60.735374,60.521904,,78.309225,65.962721
856,LARO02900,SP,CETESB,Rio Claro - UGRHI 05,-22.479444,-47.586389,,54.251346,,,62.442081,,,67.923153,
857,00RJ02PS0421,RJ,INEA,Rio Paraíba do Sul,-22.47845,-44.063019,,35.34766,35.34766,,55.001604,52.379741,,75.682163,60.097076
858,PARN02900,SP,CETESB,Rio Paraná,-22.476667,-52.957222,,87.404868,88.528661,,92.169693,92.096997,,94.589294,94.440178
859,00RJ02PI0241,RJ,INEA,Rio Piraí,-22.467708,-43.826911,38.939477,,,43.198321,,,47.372153,,
860,00RJ02PS0413,RJ,INEA,Rio Paraíba do Sul,-22.466897,-44.447925,,50.554926,50.554927,,58.689805,56.182878,,68.656534,60.672941
861,00RJ02PS0425,RJ,INEA,Rio Paraíba do Sul,-22.464981,-43.827594,,44.816779,45.622285,,58.392224,58.155755,,77.622061,64.852352
862,00RJ02PP0160,RJ,INEA,Rio Pirapetinga,-22.456272,-44.403303,67.613289,,,70.965624,,,74.81292,,
863,GERT02500,SP,CETESB,Córrego Santa Gertrudes,-22.452778,-47.52,,74.377826,,,79.22545,,,83.517371,
864,BG083,MG,IGAM,Rio das Antas,-22.45242,-46.36689,,44.283435,44.283435,,58.214628,62.2256,,66.985751,72.537786
865,00RJ02PS0415,RJ,INEA,Rio Paraíba do Sul,-22.450469,-44.300378,,43.835823,43.835823,,62.294384,59.989638,,78.335817,68.583072
866,00RJ10MC0965,RJ,INEA,Rio Macacu,-22.418714,-42.620383,66.317972,,,75.869024,,,80.563242,,
867,00RJ04IM0010,RJ,INEA,Rio Imboassica,-22.418694,-41.860722,,47.980042,,,55.270934,,,65.128952,
868,LARO02500,SP,CETESB,Rio Claro - UGRHI 05,-22.409167,-47.540278,,53.5515,,,67.625856,,,80.301608,
869,ENHA02900,SP,CETESB,Ribeirão da Penha,-22.406111,-46.839722,,17.234911,,,29.071269,,,41.311235,
870,00MS13DR2106,MS,IMASUL,Rio Dourados,-22.403278,-54.523583,55.43028,55.43028,,65.185582,66.05302,,77.86456,77.86456,
871,00MS13DR2150,MS,IMASUL,Rio Dourados,-22.4017,-54.7833,72.912489,71.016575,,75.662032,74.732941,,79.091256,79.091256,
872,00MS13AB2000,MS,IMASUL,Córrego Água Boa,-22.3993,-54.7827,46.382836,46.382836,,52.609791,51.390677,,62.801451,62.801451,
873,PEXE02950,SP,CETESB,Rio do Peixe-UGRHI 9,-22.398333,-46.846667,,44.999302,,,47.56622,,,50.323814,
874,00MS13DR2153,MS,IMASUL,Rio Dourados,-22.3981,-54.7933,70.192656,59.437952,,75.921679,72.624934,,84.625964,84.625964,
875,MOMI03800,SP,CETESB,Rio Mogi Mirim,-22.394444,-46.971944,,46.848412,,,51.459547,,,59.812206,
